Tournament,League,Date,Gamelength,Team1,Team2,Team1Score,Team2Score,WinTeam,Year
Worlds 2017 Main Event,WCS,2017-10-22 12:01:00,33:07,Team WE,Cloud9,3,2,Team WE,2017
Worlds 2017 Main Event,WCS,2017-10-28 06:50:00,38:43,Royal Never Give Up,SK Telecom T1,1,0,Royal Never Give Up,2017
Worlds 2017 Main Event,WCS,2017-10-28 08:43:00,30:46,SK Telecom T1,Royal Never Give Up,1,1,SK Telecom T1,2017
Worlds 2017 Main Event,WCS,2017-10-28 09:35:00,23:25,Royal Never Give Up,SK Telecom T1,2,1,Royal Never Give Up,2017
Worlds 2017 Main Event,WCS,2017-10-28 10:22:00,32:47,SK Telecom T1,Royal Never Give Up,2,2,SK Telecom T1,2017
Worlds 2017 Main Event,WCS,2017-10-28 11:23:00,41:03,Royal Never Give Up,SK Telecom T1,2,3,SK Telecom T1,2017
Worlds 2017 Main Event,WCS,2017-10-29 07:08:00,27:29,Team WE,Samsung Galaxy,1,0,Team WE,2017
Worlds 2017 Main Event,WCS,2017-10-29 08:33:00,28:23,Samsung Galaxy,Team WE,1,1,Samsung Galaxy,2017
Worlds 2017 Main Event,WCS,2017-10-29 09:23:00,36:44,Team WE,Samsung Galaxy,1,2,Samsung Galaxy,2017
Worlds 2017 Main Event,WCS,2017-10-29 10:23:00,32:09,Samsung Galaxy,Team WE,3,1,Samsung Galaxy,2017
Worlds 2017 Main Event,WCS,2017-11-04 06:52:00,37:23,Samsung Galaxy,SK Telecom T1,1,0,Samsung Galaxy,2017
Worlds 2017 Main Event,WCS,2017-11-04 08:10:00,34:39,Samsung Galaxy,SK Telecom T1,2,0,Samsung Galaxy,2017
Worlds 2017 Main Event,WCS,2017-11-04 09:04:00,40:21,Samsung Galaxy,SK Telecom T1,3,0,Samsung Galaxy,2017
Worlds 2018 Play-In,WCS,2018-10-01 07:45:00,30:11,Cloud9,KaBuM! Esports,1,0,Cloud9,2018
Worlds 2018 Play-In,WCS,2018-10-01 08:47:00,36:13,Gambit Esports,G-Rex,0,1,G-Rex,2018
Worlds 2018 Play-In,WCS,2018-10-01 09:53:00,29:45,DetonatioN FocusMe,KaBuM! Esports,1,0,DetonatioN FocusMe,2018
Worlds 2018 Play-In,WCS,2018-10-01 10:54:00,25:02,G-Rex,Kaos Latin Gamers,1,0,G-Rex,2018
Worlds 2018 Play-In,WCS,2018-10-01 11:43:00,43:31,DetonatioN FocusMe,Cloud9,0,1,Cloud9,2018
Worlds 2018 Play-In,WCS,2018-10-01 12:51:00,29:45,Gambit Esports,Kaos Latin Gamers,1,0,Gambit Esports,2018
Worlds 2018 Play-In,WCS,2018-10-02 07:40:00,25:29,EDward Gaming,INFINITY,1,0,EDward Gaming,2018
Worlds 2018 Play-In,WCS,2018-10-02 08:37:00,31:46,G2 Esports,SuperMassive Esports,0,1,SuperMassive Esports,2018
Worlds 2018 Play-In,WCS,2018-10-02 09:36:00,34:15,Dire Wolves,INFINITY,1,0,Dire Wolves,2018
Worlds 2018 Play-In,WCS,2018-10-02 10:35:00,29:32,Ascension Gaming,SuperMassive Esports,0,1,SuperMassive Esports,2018
Worlds 2018 Play-In,WCS,2018-10-02 11:28:00,33:05,Dire Wolves,EDward Gaming,0,1,EDward Gaming,2018
Worlds 2018 Play-In,WCS,2018-10-02 12:26:00,26:47,Ascension Gaming,G2 Esports,0,1,G2 Esports,2018
Worlds 2018 Play-In,WCS,2018-10-03 07:32:00,30:14,G-Rex,Gambit Esports,1,0,G-Rex,2018
Worlds 2018 Play-In,WCS,2018-10-03 08:39:00,35:10,KaBuM! Esports,DetonatioN FocusMe,1,0,KaBuM! Esports,2018
Worlds 2018 Play-In,WCS,2018-10-03 09:42:00,34:48,Kaos Latin Gamers,Gambit Esports,0,1,Gambit Esports,2018
Worlds 2018 Play-In,WCS,2018-10-03 10:36:00,34:33,KaBuM! Esports,Cloud9,0,1,Cloud9,2018
Worlds 2018 Play-In,WCS,2018-10-03 11:33:00,31:03,Kaos Latin Gamers,G-Rex,0,1,G-Rex,2018
Worlds 2018 Play-In,WCS,2018-10-03 12:28:00,36:56,Cloud9,DetonatioN FocusMe,1,0,Cloud9,2018
Worlds 2018 Play-In,WCS,2018-10-03 13:30:00,24:06,DetonatioN FocusMe,KaBuM! Esports,1,0,DetonatioN FocusMe,2018
Worlds 2018 Play-In,WCS,2018-10-04 07:43:00,35:19,SuperMassive Esports,G2 Esports,0,1,G2 Esports,2018
Worlds 2018 Play-In,WCS,2018-10-04 08:43:00,28:19,INFINITY,EDward Gaming,1,0,INFINITY,2018
Worlds 2018 Play-In,WCS,2018-10-04 09:35:00,27:10,SuperMassive Esports,Ascension Gaming,1,0,SuperMassive Esports,2018
Worlds 2018 Play-In,WCS,2018-10-04 10:38:00,35:05,INFINITY,Dire Wolves,1,0,INFINITY,2018
Worlds 2018 Play-In,WCS,2018-10-04 11:35:00,26:39,G2 Esports,Ascension Gaming,1,0,G2 Esports,2018
Worlds 2018 Play-In,WCS,2018-10-04 12:24:00,24:07,EDward Gaming,Dire Wolves,1,0,EDward Gaming,2018
Worlds 2018 Play-In,WCS,2018-10-04 13:16:00,30:04,G2 Esports,SuperMassive Esports,1,0,G2 Esports,2018
Worlds 2018 Play-In,WCS,2018-10-06 03:09:00,26:40,Cloud9,Gambit Esports,1,0,Cloud9,2018
Worlds 2018 Play-In,WCS,2018-10-06 04:42:00,36:08,Gambit Esports,Cloud9,1,1,Gambit Esports,2018
Worlds 2018 Play-In,WCS,2018-10-06 05:38:00,27:25,Cloud9,Gambit Esports,2,1,Cloud9,2018
Worlds 2018 Play-In,WCS,2018-10-06 06:31:00,28:01,Gambit Esports,Cloud9,2,2,Gambit Esports,2018
Worlds 2018 Play-In,WCS,2018-10-06 07:27:00,29:23,Cloud9,Gambit Esports,3,2,Cloud9,2018
Worlds 2018 Play-In,WCS,2018-10-06 08:15:00,27:42,DetonatioN FocusMe,EDward Gaming,0,1,EDward Gaming,2018
Worlds 2018 Play-In,WCS,2018-10-06 09:07:00,21:55,EDward Gaming,DetonatioN FocusMe,2,0,EDward Gaming,2018
Worlds 2018 Play-In,WCS,2018-10-06 09:53:00,31:02,DetonatioN FocusMe,EDward Gaming,0,3,EDward Gaming,2018
Worlds 2018 Play-In,WCS,2018-10-07 03:16:00,41:49,G2 Esports,INFINITY,0,1,INFINITY,2018
Worlds 2018 Play-In,WCS,2018-10-07 04:53:00,25:34,INFINITY,G2 Esports,1,1,G2 Esports,2018
Worlds 2018 Play-In,WCS,2018-10-07 05:38:00,42:29,G2 Esports,INFINITY,2,1,G2 Esports,2018
Worlds 2018 Play-In,WCS,2018-10-07 06:42:00,40:33,INFINITY,G2 Esports,1,3,G2 Esports,2018
Worlds 2018 Play-In,WCS,2018-10-07 07:39:00,30:09,G-Rex,SuperMassive Esports,0,1,SuperMassive Esports,2018
Worlds 2018 Play-In,WCS,2018-10-07 08:38:00,37:18,SuperMassive Esports,G-Rex,1,1,G-Rex,2018
Worlds 2018 Play-In,WCS,2018-10-07 09:36:00,37:24,G-Rex,SuperMassive Esports,2,1,G-Rex,2018
Worlds 2018 Play-In,WCS,2018-10-07 10:36:00,35:29,SuperMassive Esports,G-Rex,1,3,G-Rex,2018
Worlds 2018 Main Event,WCS,2018-10-10 07:08:00,32:53,KT Rolster,Team Liquid,1,0,KT Rolster,2018
Worlds 2018 Main Event,WCS,2018-10-10 08:59:00,41:45,EDward Gaming,MAD Team,1,0,EDward Gaming,2018
Worlds 2018 Main Event,WCS,2018-10-10 10:09:00,27:05,Phong Vũ Buffalo,Flash Wolves,0,1,Flash Wolves,2018
Worlds 2018 Main Event,WCS,2018-10-10 11:09:00,36:02,Afreeca Freecs,G2 Esports,0,1,G2 Esports,2018
Worlds 2018 Main Event,WCS,2018-10-10 12:15:00,25:10,Royal Never Give Up,Cloud9,1,0,Royal Never Give Up,2018
Worlds 2018 Main Event,WCS,2018-10-10 13:10:00,43:59,Gen.G,Team Vitality,0,1,Team Vitality,2018
Worlds 2018 Main Event,WCS,2018-10-11 07:00:00,42:02,Flash Wolves,Afreeca Freecs,1,0,Flash Wolves,2018
Worlds 2018 Main Event,WCS,2018-10-11 08:53:00,34:09,Phong Vũ Buffalo,G2 Esports,1,0,Phong Vũ Buffalo,2018
Worlds 2018 Main Event,WCS,2018-10-11 09:53:00,27:09,100 Thieves,Fnatic,0,1,Fnatic,2018
Worlds 2018 Main Event,WCS,2018-10-11 10:48:00,27:54,Invictus Gaming,G-Rex,1,0,Invictus Gaming,2018
Worlds 2018 Main Event,WCS,2018-10-11 11:44:00,47:33,Team Vitality,Cloud9,0,1,Cloud9,2018
Worlds 2018 Main Event,WCS,2018-10-11 13:02:00,35:28,Gen.G,Royal Never Give Up,0,1,Royal Never Give Up,2018
Worlds 2018 Main Event,WCS,2018-10-12 07:02:00,26:15,MAD Team,KT Rolster,0,1,KT Rolster,2018
Worlds 2018 Main Event,WCS,2018-10-12 08:34:00,27:44,Team Liquid,EDward Gaming,0,1,EDward Gaming,2018
Worlds 2018 Main Event,WCS,2018-10-12 09:26:00,27:17,Fnatic,Invictus Gaming,0,1,Invictus Gaming,2018
Worlds 2018 Main Event,WCS,2018-10-12 10:16:00,37:57,100 Thieves,G-Rex,1,0,100 Thieves,2018
Worlds 2018 Main Event,WCS,2018-10-12 11:19:00,29:05,Royal Never Give Up,Team Vitality,1,0,Royal Never Give Up,2018
Worlds 2018 Main Event,WCS,2018-10-12 12:09:00,24:41,Cloud9,Gen.G,0,1,Gen.G,2018
Worlds 2018 Main Event,WCS,2018-10-13 07:19:00,26:27,Afreeca Freecs,Phong Vũ Buffalo,1,0,Afreeca Freecs,2018
Worlds 2018 Main Event,WCS,2018-10-13 08:36:00,31:38,G2 Esports,Flash Wolves,1,0,G2 Esports,2018
Worlds 2018 Main Event,WCS,2018-10-13 09:34:00,20:26,Invictus Gaming,100 Thieves,1,0,Invictus Gaming,2018
Worlds 2018 Main Event,WCS,2018-10-13 10:23:00,24:07,G-Rex,Fnatic,0,1,Fnatic,2018
Worlds 2018 Main Event,WCS,2018-10-13 11:12:00,37:30,Team Liquid,MAD Team,1,0,Team Liquid,2018
Worlds 2018 Main Event,WCS,2018-10-13 12:13:00,34:26,KT Rolster,EDward Gaming,1,0,KT Rolster,2018
Worlds 2018 Main Event,WCS,2018-10-14 07:19:00,32:12,Team Vitality,Royal Never Give Up,1,0,Team Vitality,2018
Worlds 2018 Main Event,WCS,2018-10-14 08:41:00,36:30,Gen.G,Cloud9,0,1,Cloud9,2018
Worlds 2018 Main Event,WCS,2018-10-14 09:40:00,34:51,Team Vitality,Gen.G,1,0,Team Vitality,2018
Worlds 2018 Main Event,WCS,2018-10-14 10:39:00,30:03,Cloud9,Royal Never Give Up,1,0,Cloud9,2018
Worlds 2018 Main Event,WCS,2018-10-14 11:33:00,32:55,Cloud9,Team Vitality,1,0,Cloud9,2018
Worlds 2018 Main Event,WCS,2018-10-14 12:28:00,22:54,Royal Never Give Up,Gen.G,1,0,Royal Never Give Up,2018
Worlds 2018 Main Event,WCS,2018-10-14 13:10:00,39:07,Royal Never Give Up,Cloud9,1,0,Royal Never Give Up,2018
Worlds 2018 Main Event,WCS,2018-10-15 07:22:00,31:03,Afreeca Freecs,Flash Wolves,1,0,Afreeca Freecs,2018
Worlds 2018 Main Event,WCS,2018-10-15 08:40:00,47:40,G2 Esports,Phong Vũ Buffalo,1,0,G2 Esports,2018
Worlds 2018 Main Event,WCS,2018-10-15 10:02:00,43:41,Flash Wolves,G2 Esports,1,0,Flash Wolves,2018
Worlds 2018 Main Event,WCS,2018-10-15 11:03:00,33:54,Phong Vũ Buffalo,Afreeca Freecs,0,1,Afreeca Freecs,2018
Worlds 2018 Main Event,WCS,2018-10-15 12:00:00,41:57,Flash Wolves,Phong Vũ Buffalo,0,1,Phong Vũ Buffalo,2018
Worlds 2018 Main Event,WCS,2018-10-15 13:06:00,40:04,G2 Esports,Afreeca Freecs,0,1,Afreeca Freecs,2018
Worlds 2018 Main Event,WCS,2018-10-15 15:13:00,33:14,Flash Wolves,G2 Esports,0,1,G2 Esports,2018
Worlds 2018 Main Event,WCS,2018-10-16 07:19:00,26:51,Team Liquid,KT Rolster,0,1,KT Rolster,2018
Worlds 2018 Main Event,WCS,2018-10-16 08:35:00,39:51,MAD Team,EDward Gaming,0,1,EDward Gaming,2018
Worlds 2018 Main Event,WCS,2018-10-16 09:37:00,33:17,MAD Team,Team Liquid,0,1,Team Liquid,2018
Worlds 2018 Main Event,WCS,2018-10-16 10:34:00,36:34,EDward Gaming,KT Rolster,1,0,EDward Gaming,2018
Worlds 2018 Main Event,WCS,2018-10-16 11:39:00,33:44,EDward Gaming,Team Liquid,0,1,Team Liquid,2018
Worlds 2018 Main Event,WCS,2018-10-16 12:30:00,24:58,KT Rolster,MAD Team,1,0,KT Rolster,2018
Worlds 2018 Main Event,WCS,2018-10-17 07:13:00,32:20,Fnatic,100 Thieves,1,0,Fnatic,2018
Worlds 2018 Main Event,WCS,2018-10-17 08:40:00,25:32,G-Rex,Invictus Gaming,0,1,Invictus Gaming,2018
Worlds 2018 Main Event,WCS,2018-10-17 09:37:00,24:35,Fnatic,G-Rex,1,0,Fnatic,2018
Worlds 2018 Main Event,WCS,2018-10-17 10:23:00,29:21,100 Thieves,Invictus Gaming,0,1,Invictus Gaming,2018
Worlds 2018 Main Event,WCS,2018-10-17 11:16:00,33:48,G-Rex,100 Thieves,0,1,100 Thieves,2018
Worlds 2018 Main Event,WCS,2018-10-17 12:20:00,28:43,Invictus Gaming,Fnatic,0,1,Fnatic,2018
Worlds 2018 Main Event,WCS,2018-10-17 13:05:00,35:58,Fnatic,Invictus Gaming,1,0,Fnatic,2018
Worlds 2018 Main Event,WCS,2018-10-20 03:24:00,29:59,KT Rolster,Invictus Gaming,0,1,Invictus Gaming,2018
Worlds 2018 Main Event,WCS,2018-10-20 04:52:00,25:53,KT Rolster,Invictus Gaming,0,2,Invictus Gaming,2018
Worlds 2018 Main Event,WCS,2018-10-20 05:38:00,41:05,KT Rolster,Invictus Gaming,1,2,KT Rolster,2018
Worlds 2018 Main Event,WCS,2018-10-20 06:40:00,36:24,KT Rolster,Invictus Gaming,2,2,KT Rolster,2018
Worlds 2018 Main Event,WCS,2018-10-20 07:39:00,42:28,KT Rolster,Invictus Gaming,2,3,Invictus Gaming,2018
Worlds 2018 Main Event,WCS,2018-10-20 08:42:00,31:48,Royal Never Give Up,G2 Esports,1,0,Royal Never Give Up,2018
Worlds 2018 Main Event,WCS,2018-10-20 09:43:00,35:11,G2 Esports,Royal Never Give Up,1,1,G2 Esports,2018
Worlds 2018 Main Event,WCS,2018-10-20 10:38:00,25:30,Royal Never Give Up,G2 Esports,2,1,Royal Never Give Up,2018
Worlds 2018 Main Event,WCS,2018-10-20 11:23:00,29:46,G2 Esports,Royal Never Give Up,2,2,G2 Esports,2018
Worlds 2018 Main Event,WCS,2018-10-20 12:11:00,38:38,Royal Never Give Up,G2 Esports,2,3,G2 Esports,2018
Worlds 2018 Main Event,WCS,2018-10-21 03:34:00,28:15,Cloud9,Afreeca Freecs,1,0,Cloud9,2018
Worlds 2018 Main Event,WCS,2018-10-21 04:46:00,29:45,Cloud9,Afreeca Freecs,2,0,Cloud9,2018
Worlds 2018 Main Event,WCS,2018-10-21 05:40:00,35:38,Cloud9,Afreeca Freecs,3,0,Cloud9,2018
Worlds 2018 Main Event,WCS,2018-10-21 06:44:00,27:20,Fnatic,EDward Gaming,0,1,EDward Gaming,2018
Worlds 2018 Main Event,WCS,2018-10-21 07:33:00,26:17,Fnatic,EDward Gaming,1,1,Fnatic,2018
Worlds 2018 Main Event,WCS,2018-10-21 08:21:00,47:43,Fnatic,EDward Gaming,2,1,Fnatic,2018
Worlds 2018 Main Event,WCS,2018-10-21 09:29:00,32:57,EDward Gaming,Fnatic,1,3,Fnatic,2018
Worlds 2018 Main Event,WCS,2018-10-27 07:39:00,29:07,Invictus Gaming,G2 Esports,1,0,Invictus Gaming,2018
Worlds 2018 Main Event,WCS,2018-10-27 08:52:00,26:55,Invictus Gaming,G2 Esports,2,0,Invictus Gaming,2018
Worlds 2018 Main Event,WCS,2018-10-27 09:40:00,28:44,Invictus Gaming,G2 Esports,3,0,Invictus Gaming,2018
Worlds 2018 Main Event,WCS,2018-10-28 07:34:00,25:11,Fnatic,Cloud9,1,0,Fnatic,2018
Worlds 2018 Main Event,WCS,2018-10-28 08:44:00,32:51,Cloud9,Fnatic,0,2,Fnatic,2018
Worlds 2018 Main Event,WCS,2018-10-28 09:37:00,34:57,Fnatic,Cloud9,3,0,Fnatic,2018
Worlds 2018 Main Event,WCS,2018-11-03 07:14:00,27:12,Fnatic,Invictus Gaming,0,1,Invictus Gaming,2018
Worlds 2018 Main Event,WCS,2018-11-03 08:40:00,33:05,Fnatic,Invictus Gaming,0,2,Invictus Gaming,2018
Worlds 2018 Main Event,WCS,2018-11-03 09:34:00,25:32,Invictus Gaming,Fnatic,3,0,Invictus Gaming,2018
Worlds 2019 Play-In,WCS,2019-10-02 09:22:00,38:04,Clutch Gaming,Unicorns of Love.CIS,0,1,Unicorns of Love.CIS,2019
Worlds 2019 Play-In,WCS,2019-10-02 10:52:00,26:32,DetonatioN FocusMe,Splyce,0,1,Splyce,2019
Worlds 2019 Play-In,WCS,2019-10-02 11:54:00,37:35,MAMMOTH,Unicorns of Love.CIS,1,0,MAMMOTH,2019
Worlds 2019 Play-In,WCS,2019-10-02 12:58:00,39:29,DetonatioN FocusMe,Isurus,0,1,Isurus,2019
Worlds 2019 Play-In,WCS,2019-10-02 14:04:00,39:01,MAMMOTH,Clutch Gaming,0,1,Clutch Gaming,2019
Worlds 2019 Play-In,WCS,2019-10-02 15:08:00,30:09,Splyce,Isurus,1,0,Splyce,2019
Worlds 2019 Play-In,WCS,2019-10-03 09:15:00,34:38,Royal Youth,DAMWON Gaming,0,1,DAMWON Gaming,2019
Worlds 2019 Play-In,WCS,2019-10-03 10:46:00,34:15,MEGA,Hong Kong Attitude,0,1,Hong Kong Attitude,2019
Worlds 2019 Play-In,WCS,2019-10-03 11:51:00,30:08,DAMWON Gaming,Flamengo Esports,1,0,DAMWON Gaming,2019
Worlds 2019 Play-In,WCS,2019-10-03 12:46:00,40:02,MEGA,Lowkey Esports.Vietnam,1,0,MEGA,2019
Worlds 2019 Play-In,WCS,2019-10-03 13:51:00,24:17,Royal Youth,Flamengo Esports,0,1,Flamengo Esports,2019
Worlds 2019 Play-In,WCS,2019-10-03 14:39:00,30:01,Hong Kong Attitude,Lowkey Esports.Vietnam,0,1,Lowkey Esports.Vietnam,2019
Worlds 2019 Play-In,WCS,2019-10-04 08:38:00,38:53,Unicorns of Love.CIS,Clutch Gaming,1,0,Unicorns of Love.CIS,2019
Worlds 2019 Play-In,WCS,2019-10-04 10:01:00,33:40,Splyce,DetonatioN FocusMe,0,1,DetonatioN FocusMe,2019
Worlds 2019 Play-In,WCS,2019-10-04 11:01:00,41:10,Unicorns of Love.CIS,MAMMOTH,0,1,MAMMOTH,2019
Worlds 2019 Play-In,WCS,2019-10-04 12:02:00,63:25,Isurus,DetonatioN FocusMe,1,0,Isurus,2019
Worlds 2019 Play-In,WCS,2019-10-04 13:32:00,24:36,Clutch Gaming,MAMMOTH,1,0,Clutch Gaming,2019
Worlds 2019 Play-In,WCS,2019-10-04 14:19:00,38:56,Isurus,Splyce,0,1,Splyce,2019
Worlds 2019 Play-In,WCS,2019-10-04 15:24:00,28:23,MAMMOTH,Unicorns of Love.CIS,0,1,Unicorns of Love.CIS,2019
Worlds 2019 Play-In,WCS,2019-10-04 16:24:00,31:02,Clutch Gaming,Unicorns of Love.CIS,1,0,Clutch Gaming,2019
Worlds 2019 Play-In,WCS,2019-10-05 08:36:00,30:37,DAMWON Gaming,Royal Youth,1,0,DAMWON Gaming,2019
Worlds 2019 Play-In,WCS,2019-10-05 09:49:00,39:25,Hong Kong Attitude,MEGA,1,0,Hong Kong Attitude,2019
Worlds 2019 Play-In,WCS,2019-10-05 10:45:00,28:12,Flamengo Esports,DAMWON Gaming,0,1,DAMWON Gaming,2019
Worlds 2019 Play-In,WCS,2019-10-05 11:36:00,34:09,Lowkey Esports.Vietnam,MEGA,1,0,Lowkey Esports.Vietnam,2019
Worlds 2019 Play-In,WCS,2019-10-05 12:33:00,40:34,Flamengo Esports,Royal Youth,0,1,Royal Youth,2019
Worlds 2019 Play-In,WCS,2019-10-05 13:36:00,30:22,Lowkey Esports.Vietnam,Hong Kong Attitude,0,1,Hong Kong Attitude,2019
Worlds 2019 Play-In,WCS,2019-10-05 14:31:00,27:54,Royal Youth,Flamengo Esports,1,0,Royal Youth,2019
Worlds 2019 Play-In,WCS,2019-10-07 09:33:00,41:40,Lowkey Esports.Vietnam,DAMWON Gaming,1,0,Lowkey Esports.Vietnam,2019
Worlds 2019 Play-In,WCS,2019-10-07 11:17:00,26:13,DAMWON Gaming,Lowkey Esports.Vietnam,1,1,DAMWON Gaming,2019
Worlds 2019 Play-In,WCS,2019-10-07 11:49:00,33:06,DAMWON Gaming,Lowkey Esports.Vietnam,2,1,DAMWON Gaming,2019
Worlds 2019 Play-In,WCS,2019-10-07 12:42:00,22:43,Lowkey Esports.Vietnam,DAMWON Gaming,1,3,DAMWON Gaming,2019
Worlds 2019 Play-In,WCS,2019-10-07 13:29:00,29:59,Clutch Gaming,Royal Youth,1,0,Clutch Gaming,2019
Worlds 2019 Play-In,WCS,2019-10-07 14:21:00,27:38,Clutch Gaming,Royal Youth,2,0,Clutch Gaming,2019
Worlds 2019 Play-In,WCS,2019-10-07 15:10:00,36:59,Clutch Gaming,Royal Youth,3,0,Clutch Gaming,2019
Worlds 2019 Play-In,WCS,2019-10-08 09:42:00,27:56,Hong Kong Attitude,Isurus,1,0,Hong Kong Attitude,2019
Worlds 2019 Play-In,WCS,2019-10-08 10:40:00,33:01,Isurus,Hong Kong Attitude,1,1,Isurus,2019
Worlds 2019 Play-In,WCS,2019-10-08 11:33:00,40:21,Hong Kong Attitude,Isurus,2,1,Hong Kong Attitude,2019
Worlds 2019 Play-In,WCS,2019-10-08 12:34:00,36:42,Isurus,Hong Kong Attitude,1,3,Hong Kong Attitude,2019
Worlds 2019 Play-In,WCS,2019-10-08 13:38:00,45:32,Unicorns of Love.CIS,Splyce,1,0,Unicorns of Love.CIS,2019
Worlds 2019 Play-In,WCS,2019-10-08 14:47:00,31:34,Splyce,Unicorns of Love.CIS,1,1,Splyce,2019
Worlds 2019 Play-In,WCS,2019-10-08 15:39:00,30:30,Splyce,Unicorns of Love.CIS,2,1,Splyce,2019
Worlds 2019 Play-In,WCS,2019-10-08 16:30:00,42:10,Unicorns of Love.CIS,Splyce,2,2,Unicorns of Love.CIS,2019
Worlds 2019 Play-In,WCS,2019-10-08 17:32:00,37:51,Splyce,Unicorns of Love.CIS,3,2,Splyce,2019
Worlds 2019 Main Event,WCS,2019-10-12 09:54:00,35:43,Fnatic,SK Telecom T1,0,1,SK Telecom T1,2019
Worlds 2019 Main Event,WCS,2019-10-12 11:56:00,31:23,Royal Never Give Up,Clutch Gaming,1,0,Royal Never Give Up,2019
Worlds 2019 Main Event,WCS,2019-10-12 13:03:00,29:40,Invictus Gaming,ahq eSports Club,1,0,Invictus Gaming,2019
Worlds 2019 Main Event,WCS,2019-10-12 14:04:00,31:05,DAMWON Gaming,Team Liquid,0,1,Team Liquid,2019
Worlds 2019 Main Event,WCS,2019-10-12 15:06:00,36:39,J Team,FunPlus Phoenix,1,0,J Team,2019
Worlds 2019 Main Event,WCS,2019-10-12 16:15:00,30:28,GAM Esports,Splyce,0,1,Splyce,2019
Worlds 2019 Main Event,WCS,2019-10-13 10:05:00,42:44,SK Telecom T1,Royal Never Give Up,1,0,SK Telecom T1,2019
Worlds 2019 Main Event,WCS,2019-10-13 11:55:00,39:04,Fnatic,Clutch Gaming,1,0,Fnatic,2019
Worlds 2019 Main Event,WCS,2019-10-13 12:57:00,33:47,Team Liquid,Invictus Gaming,0,1,Invictus Gaming,2019
Worlds 2019 Main Event,WCS,2019-10-13 13:56:00,27:36,ahq eSports Club,DAMWON Gaming,0,1,DAMWON Gaming,2019
Worlds 2019 Main Event,WCS,2019-10-13 14:49:00,29:48,Griffin (Korean Team),G2 Esports,0,1,G2 Esports,2019
Worlds 2019 Main Event,WCS,2019-10-13 15:45:00,47:02,Cloud9,Hong Kong Attitude,1,0,Cloud9,2019
Worlds 2019 Main Event,WCS,2019-10-14 11:44:00,38:14,Invictus Gaming,DAMWON Gaming,0,1,DAMWON Gaming,2019
Worlds 2019 Main Event,WCS,2019-10-14 12:51:00,42:02,ahq eSports Club,Team Liquid,0,1,Team Liquid,2019
Worlds 2019 Main Event,WCS,2019-10-14 13:58:00,34:53,FunPlus Phoenix,Splyce,1,0,FunPlus Phoenix,2019
Worlds 2019 Main Event,WCS,2019-10-14 14:56:00,39:06,J Team,GAM Esports,0,1,GAM Esports,2019
Worlds 2019 Main Event,WCS,2019-10-14 16:01:00,37:51,Griffin (Korean Team),Hong Kong Attitude,1,0,Griffin (Korean Team),2019
Worlds 2019 Main Event,WCS,2019-10-14 17:02:00,24:37,G2 Esports,Cloud9,1,0,G2 Esports,2019
Worlds 2019 Main Event,WCS,2019-10-15 11:39:00,36:21,Royal Never Give Up,Fnatic,1,0,Royal Never Give Up,2019
Worlds 2019 Main Event,WCS,2019-10-15 12:48:00,26:10,Clutch Gaming,SK Telecom T1,0,1,SK Telecom T1,2019
Worlds 2019 Main Event,WCS,2019-10-15 13:42:00,23:33,FunPlus Phoenix,GAM Esports,1,0,FunPlus Phoenix,2019
Worlds 2019 Main Event,WCS,2019-10-15 14:37:00,44:41,Splyce,J Team,0,1,J Team,2019
Worlds 2019 Main Event,WCS,2019-10-15 15:44:00,43:28,Cloud9,Griffin (Korean Team),0,1,Griffin (Korean Team),2019
Worlds 2019 Main Event,WCS,2019-10-15 16:51:00,30:37,Hong Kong Attitude,G2 Esports,0,1,G2 Esports,2019
Worlds 2019 Main Event,WCS,2019-10-17 10:54:00,28:39,GAM Esports,FunPlus Phoenix,0,1,FunPlus Phoenix,2019
Worlds 2019 Main Event,WCS,2019-10-17 12:41:00,28:29,J Team,Splyce,0,1,Splyce,2019
Worlds 2019 Main Event,WCS,2019-10-17 13:33:00,26:49,GAM Esports,J Team,0,1,J Team,2019
Worlds 2019 Main Event,WCS,2019-10-17 14:25:00,34:16,Splyce,FunPlus Phoenix,1,0,Splyce,2019
Worlds 2019 Main Event,WCS,2019-10-17 15:22:00,33:09,Splyce,GAM Esports,1,0,Splyce,2019
Worlds 2019 Main Event,WCS,2019-10-17 16:19:00,23:51,FunPlus Phoenix,J Team,1,0,FunPlus Phoenix,2019
Worlds 2019 Main Event,WCS,2019-10-17 17:13:00,38:56,FunPlus Phoenix,Splyce,1,0,FunPlus Phoenix,2019
Worlds 2019 Main Event,WCS,2019-10-18 11:29:00,23:55,Griffin (Korean Team),Cloud9,1,0,Griffin (Korean Team),2019
Worlds 2019 Main Event,WCS,2019-10-18 12:35:00,29:42,G2 Esports,Hong Kong Attitude,1,0,G2 Esports,2019
Worlds 2019 Main Event,WCS,2019-10-18 13:30:00,30:08,Hong Kong Attitude,Griffin (Korean Team),0,1,Griffin (Korean Team),2019
Worlds 2019 Main Event,WCS,2019-10-18 14:23:00,31:57,Cloud9,G2 Esports,0,1,G2 Esports,2019
Worlds 2019 Main Event,WCS,2019-10-18 15:19:00,27:56,Hong Kong Attitude,Cloud9,0,1,Cloud9,2019
Worlds 2019 Main Event,WCS,2019-10-18 16:11:00,27:19,G2 Esports,Griffin (Korean Team),0,1,Griffin (Korean Team),2019
