,Team,ID,Nationality,Country,Birthdate,Region,Short
5773,ThunderTalk Gaming,Beichuan,,China,2001-07-21,China,TT
5774,ThunderTalk Gaming,HOYA,,South Korea,2000-08-25,China,TT
5775,ThunderTalk Gaming,huanfeng,,China,2001-05-20,China,TT
5776,ThunderTalk Gaming,NONAME,,China,,China,TT
5777,ThunderTalk Gaming,ucal,,South Korea,2001-01-30,China,TT
5778,ThunderTalk Gaming,xiaohuangren,,China,2005-01-26,China,TT
5779,ThunderTalk Gaming,xiaopeng,,China,1997-12-01,China,TT
5780,ThunderTalk Gaming,yaoyao,,China,2001-07-20,China,TT
5781,ThunderTalk Gaming,yuyanjia,,China,1997-08-30,China,TT
5782,ThunderTalk Gaming Young,bat,,China,2003-05-19,China,TT.Y
5783,ThunderTalk Gaming Young,Captain,,China,1999-08-08,China,TT.Y
5784,ThunderTalk Gaming Young,Fanshu,,China,1999-07-06,China,TT.Y
5785,ThunderTalk Gaming Young,frigid,,China,2002-08-02,China,TT.Y
5786,ThunderTalk Gaming Young,Insulator,,China,2000-12-23,China,TT.Y
5787,ThunderTalk Gaming Young,juejuezi,,China,,China,TT.Y
5788,ThunderTalk Gaming Young,Ljun,,China,,China,TT.Y
5789,ThunderTalk Gaming Young,Maggie,,China,2000-08-07,China,TT.Y
5790,ThunderTalk Gaming Young,Wuy,,China,,China,TT.Y
5791,Tồ Gaming,Dante,,Vietnam,,Vietnam,TG
5792,Tồ Gaming,DuySiêuNhân,,Vietnam,,Vietnam,TG
5793,Tồ Gaming,HOÀNG TÂM,,Vietnam,,Vietnam,TG
5794,Tồ Gaming,Zefef,,Vietnam,,Vietnam,TG
5795,Tồ Gaming,ZeuSs,,Vietnam,,Vietnam,TG
5796,Tomorrow Esports,Akunma,,Peru,1997-09-07,Latin America,TMR
5797,Tomorrow Esports,Alann,,Mexico,,Latin America,TMR
5798,Tomorrow Esports,Chikitow,,Mexico,,Latin America,TMR
5799,Tomorrow Esports,Crecre,"Peru,Venezuela",Peru,1998-11-25,Latin America,TMR
5800,Tomorrow Esports,Glon,,Chile,,Latin America,TMR
5801,Tomorrow Esports,Hiken,,Argentina,1998-10-30,Latin America,TMR
5802,Tomorrow Esports,JeiiZe,,Mexico,1995-09-24,Latin America,TMR
5803,Tomorrow Esports,Naros,,Venezuela,,Latin America,TMR
5804,Tomorrow Esports,Piqueos,,Peru,2002-10-13,Latin America,TMR
5805,Tony Parker Adequat Academy,IhY0,,France,,EMEA,TPAA
5806,Tony Parker Adequat Academy,Krimson,,France,,EMEA,TPAA
5807,Tony Parker Adequat Academy,nrmn,France,,,EMEA,TPAA
5808,Tony Parker Adequat Academy,Ruben,France,,,EMEA,TPAA
5809,Tony Parker Adequat Academy,Wrongo,,France,,EMEA,TPAA
5810,Top Esports,Chieh,,Taiwan,1992-09-16,China,TES
5811,Top Esports,Crescent,,China,1991-11-07,China,TES
5812,Top Esports,Dian,,China,1996-06-22,China,TES
5813,Top Esports,DynAmIte,,China,,China,TES
5814,Top Esports,Hao,,China,,China,TES
5815,Top Esports,JackeyLove,,China,2000-11-18,China,TES
5816,Top Esports,Mark,,China,1999-05-20,China,TES
5817,Top Esports,Qingtian,,China,2002-04-15,China,TES
5818,Top Esports,Rookie,,South Korea,1997-03-11,China,TES
5819,Top Esports,Tian,,China,2000-07-24,China,TES
5820,Top Esports,Wayward,,China,2001-06-23,China,TES
5821,Top Esports Challenger,10ng,,China,,China,TESC
5822,Top Esports Challenger,Aspire,,China,2003-03-19,China,TESC
5823,Top Esports Challenger,Chris,,Hong Kong,,China,TESC
5824,Top Esports Challenger,JiaQi,,China,2004-05-31,China,TESC
5825,Top Esports Challenger,naiyou,,China,,China,TESC
5826,Top Esports Challenger,Niket,,China,2003-11-26,China,TESC
5827,Top Esports Challenger,Qwert,,China,,China,TESC
5828,Top Esports Challenger,ShuiJing,,China,,China,TESC
5829,Top Esports Challenger,Wangxiao,,China,,China,TESC
5830,Top Esports Challenger,xiaofang,,China,,China,TESC
5831,Tricked Esport,MikeyR,,Denmark,1993-08-16,Europe,TRC
5832,Triple Esports,Ajwad,,Saudi Arabia,1999-11-30,EMEA,TRP
5833,Triple Esports,Kanani,"Algeria,Germany",Algeria,1996-10-16,EMEA,TRP
5834,Triple Esports,LickMyHeal,,Egypt,,EMEA,TRP
5835,Triple Esports,Mimic,,Saudi Arabia,1998-05-03,EMEA,TRP
5836,Triple Esports,Wufo,,Saudi Arabia,,EMEA,TRP
5837,TSM,Bugi,,South Korea,1998-05-21,North America,TSM
5838,TSM,Chime,,Canada,1998-12-09,North America,TSM
5839,TSM,Dan Dinh,United States,Philippines,,North America,TSM
5840,TSM,Gosu,,Canada,1994-07-08,North America,TSM
5841,TSM,Hauntzer,,United States,1995-05-20,North America,TSM
5842,TSM,heavenTime,,South Korea,1994-10-22,North America,TSM
5843,TSM,Insanity,,United States,1999-09-22,North America,TSM
5844,TSM,ReginaId,,United States,1992-04-19,North America,TSM
5845,TSM,Reven,,South Korea,1994-12-15,North America,TSM
5846,TSM,Ruby,,South Korea,1998-08-11,North America,TSM
5847,TSM,TheOddOne,,Canada,1988-11-25,North America,TSM
5848,TSM,WildTurtle,,Canada,1995-02-09,North America,TSM
5849,Twisted Minds,Anonymouss,,Austria,2001-07-19,MENA,TM
5850,Twisted Minds,Lelouch,,Saudi Arabia,,MENA,TM
5851,Twisted Minds,Oniikhan,,Saudi Arabia,,MENA,TM
5852,Twisted Minds,Pehrson,,Denmark,1997-11-28,MENA,TM
5853,Twisted Minds,Raiden,,Turkey,2001-08-15,MENA,TM
5854,Twisted Minds,Revenge,,Saudi Arabia,,MENA,TM
5855,UCAM Tokiers,Aiden,,Spain,,EMEA,UCAM
5856,UCAM Tokiers,Fintinhas,,Portugal,,EMEA,UCAM
5857,UCAM Tokiers,Hatrixx,,Norway,1997-11-13,EMEA,UCAM
5858,UCAM Tokiers,Infoneral,,Bulgaria,1999-04-04,EMEA,UCAM
5859,UCAM Tokiers,Lisbd,,Spain,,EMEA,UCAM
5860,UCAM Tokiers,Lukezy,,Croatia,1997-02-26,EMEA,UCAM
5861,UCAM Tokiers,Mart,,Portugal,2003-03-12,EMEA,UCAM
5862,UCAM Tokiers,Papiteero,,Portugal,,EMEA,UCAM
5863,UCAM Tokiers,Rafitta,,Spain,1999-11-22,EMEA,UCAM
5864,UCAM Tokiers,ScrappyDoo,,Spain,,EMEA,UCAM
5865,UCAM Tokiers,Slayer,,Portugal,1997-10-07,EMEA,UCAM
5866,UCAM Tokiers Academy,AseL,,Spain,,EMEA,UCAM.A
5867,UCAM Tokiers Academy,Gromix,,Spain,,EMEA,UCAM.A
5868,UCAM Tokiers Academy,Irfs,,Spain,,EMEA,UCAM.A
5869,UCAM Tokiers Academy,Mikesuu,,Spain,,EMEA,UCAM.A
5870,UCAM Tokiers Academy,Opeduy,,Spain,,EMEA,UCAM.A
5871,UCAM Tokiers Academy,Ruxal,,Spain,,EMEA,UCAM.A
5872,UCAM Tokiers Academy,Whyx,,Spain,,EMEA,UCAM.A
5873,UCAM Tokiers Academy,Zaiiche,,Spain,,EMEA,UCAM.A
5874,Ultra Prime,Doggo,,Taiwan,2003-01-14,China,UP
5875,Ultra Prime,Forge,,China,2000-09-01,China,UP
5876,Ultra Prime,Hery,,China,2001-09-29,China,UP
5877,Ultra Prime,Hook,,China,,China,UP
5878,Ultra Prime,Ning,,China,1998-03-12,China,UP
5879,Ultra Prime,SwordArt,,Taiwan,1996-12-21,China,UP
5880,Ultra Prime,Vito,,China,,China,UP
5881,Ultra Prime,Xiaobai,,China,1999-02-15,China,UP
5882,Ultra Prime,zs,,China,2002-03-19,China,UP
5883,Ultra Prime Academy,Aliez,,China,2001-12-28,China,UPA
5884,Ultra Prime Academy,kelin,,China,,China,UPA
5885,Ultra Prime Academy,Mirror,,China,,China,UPA
5886,Ultra Prime Academy,Ratis,,Taiwan,,China,UPA
5887,Ultra Prime Academy,Rosielove,,China,,China,UPA
5888,Ultra Prime Academy,tao,,China,,China,UPA
5889,Ultra Prime Academy,whisper,,China,,China,UPA
5890,Umbra Collective,Marksboy,,United States,,North America,UC
5891,Umbra Collective,RebelGang,,United States,,North America,UC
5892,Umbra Collective,Revolved,,United States,,North America,UC
5893,Umbra Collective,sgrug4,,United States,,North America,UC
5894,Umbra Collective,SirCaptFair,,Canada,,North America,UC
5895,Umbra Divinus Gaming,Profesor,,Greece,,Europe,UDG
5896,Undead Gaming,Daedra,,Argentina,2002-04-25,Latin America,UBK
5897,Undead Gaming,Deftsu,,Argentina,2002-12-28,Latin America,UBK
5898,Undead Gaming,Hyensu,,Argentina,,Latin America,UBK
5899,Undead Gaming,Kea,,Argentina,,Latin America,UBK
5900,Undead Gaming,Kure,,Argentina,,Latin America,UBK
5901,Undead Gaming,Trashy,,Argentina,2002-05-15,Latin America,UBK
5902,Undead Gaming,wardz,,Argentina,1992-03-03,Latin America,UBK
5903,Undead Gaming,Wolfy,,Argentina,,Latin America,UBK
5904,Underworld Esports,Cinqe,Italy,,,EMEA,UWE
5905,Underworld Esports,Lord Flipper,,Italy,,EMEA,UWE
5906,Unicorns of Love Sexy Edition,CaD,,South Korea,2002-02-20,EMEA,USE
5907,Unicorns of Love Sexy Edition,Fun K3y,,Germany,,EMEA,USE
5908,Unicorns of Love Sexy Edition,Invi,,Russia,,EMEA,USE
5909,Unicorns of Love Sexy Edition,Lekcyc,,Russia,1996-07-24,EMEA,USE
5910,Unicorns of Love Sexy Edition,Mask,,South Korea,2000-11-20,EMEA,USE
5911,Unicorns of Love Sexy Edition,Sayna,,Germany,1998-07-12,EMEA,USE
5912,Unicorns of Love Sexy Edition,Sheepy,,Germany,1993-10-17,EMEA,USE
5913,Unicorns of Love Sexy Edition,Sleet,,Germany,1995-09-26,EMEA,USE
5914,Unicorns of Love Sexy Edition,Venour,,Germany,2002-01-08,EMEA,USE
5915,UniQ Esports Club,ikkine,,Finland,1995-03-07,EMEA,UNIQ
5916,UniQ Esports Club,Kira,,Morocco,2000-06-24,EMEA,UNIQ
5917,UniQ Esports Club,Poopy,,Sweden,1999-07-27,EMEA,UNIQ
5918,UniQ Esports Club,RustySniper,,Sweden,,EMEA,UNIQ
5919,UniQ Esports Club,ukko2000,,Finland,,EMEA,UNIQ
5920,UniQ Esports Club,UniqueCORN,,Austria,2001-02-21,EMEA,UNIQ
5921,UniQ Esports Club,Woldjo,,Denmark,,EMEA,UNIQ
5922,Universitario Esports,Abaddon,,Peru,,Latin America,UE
5923,Universitario Esports,AlienBoy,,Peru,,Latin America,UE
5924,Universitario Esports,Annataqui,,Peru,,Latin America,UE
5925,Universitario Esports,Galeon,,Chile,,Latin America,UE
5926,Universitario Esports,khaN,,Peru,,Latin America,UE
5927,Universitario Esports,Raglem,,Peru,,Latin America,UE
5928,Universitario Esports,Snoopy,,Peru,1996-07-23,Latin America,UE
5929,University of British Columbia,Arkaynn,,Canada,,North America,UBC
5930,University of British Columbia,Ochre99,,Canada,,North America,UBC
5931,University of British Columbia,Sarin,,Canada,,North America,UBC
5932,University of British Columbia,Shin Chin,Canada,Hong Kong,1999-01-15,North America,UBC
5933,University of British Columbia,Swkeeee,,Canada,,North America,UBC
5934,University of British Columbia,viodetta,,Canada,,North America,UBC
5935,University of Colorado Boulder,MalevolentTitan,,United States,,North America,CUB
5936,University of Colorado Boulder,Nurdistheword,,United States,,North America,CUB
5937,University of Illinois at Urbana-Champaign,Acillac,,United States,,North America,UIUC
5938,University of Illinois at Urbana-Champaign,CarbonDiO,,United States,,North America,UIUC
5939,University of Illinois at Urbana-Champaign,Heart,,China,1999-06-08,North America,UIUC
5940,University of Illinois at Urbana-Champaign,IamaNewby,,United States,2001-12-22,North America,UIUC
5941,University of Illinois at Urbana-Champaign,Le Punisher,,United States,,North America,UIUC
5942,University of Illinois at Urbana-Champaign,noob sleep early,,United States,2004-07-24,North America,UIUC
5943,University of Illinois at Urbana-Champaign,SilverRitter,,United States,,North America,UIUC
5944,University of Illinois at Urbana-Champaign,superfastmonkey,,United States,,North America,UIUC
5945,University of Louisiana at Lafayette,ArcDusk,,United States,2000-11-02,North America,UL
5946,University of Louisiana at Lafayette,Duster,,United States,,North America,UL
5947,University of Louisiana at Lafayette,Kimchihyo,,United States,,North America,UL
5948,University of Louisiana at Lafayette,LOAFman,,United States,2002-04-09,North America,UL
5949,University of Louisiana at Lafayette,MobaMouse,,United States,1998-08-01,North America,UL
5950,University of Louisiana at Lafayette,princedelo,,United States,,North America,UL
5951,University of Louisiana at Lafayette,slug,,United States,2002-07-24,North America,UL
5952,University of Louisiana at Lafayette,THE KRISP CHIN,,United States,2001-01-23,North America,UL
5953,University of Louisiana at Lafayette,Tyno,,United States,2000-11-28,North America,UL
5954,University of Michigan,Ardin,Canada,China,1999-09-14,North America,UM
5955,University of Michigan,BlG BEAR,,United States,,North America,UM
5956,University of Michigan,DGMaster,,South Korea,1999-09-13,North America,UM
5957,University of Michigan,Doowan,,United States,,North America,UM
5958,University of Michigan,Jam Jim,,United States,,North America,UM
5959,University of Michigan,Jouzef,,Iraq,2002-11-30,North America,UM
5960,University of Michigan,Maximos,,United States,,North America,UM
5961,University of Michigan,Oraces,,United States,2001-03-24,North America,UM
5962,University of Michigan,Qet,,United States,1997-12-09,North America,UM
5963,University of Michigan,Shamwwow,,United States,,North America,UM
5964,University of Michigan,Soma,,United States,,North America,UM
5965,University of Mississippi,Collamer,,United States,1997-11-04,North America,MISS
5966,University of Mississippi,Icelandic Hero,"United States,Iceland",United States,,North America,MISS
5967,University of Mississippi,Legacy,,United States,2001-07-07,North America,MISS
5968,University of Mississippi,Nem9,,United States,,North America,MISS
5969,University of Mississippi,Rhino,,United States,1998-10-03,North America,MISS
5970,University of Mississippi,UncleSam,United States,Brazil,,North America,MISS
5971,University of Ottawa,gumbee power,,Canada,,North America,UO
5972,University of Ottawa,Oni Akuma,,Canada,,North America,UO
5973,University of Ottawa,sprinklrr,,Canada,,North America,UO
5974,University of Ottawa,TA4LIFE,,Canada,,North America,UO
5975,University of South Florida,chenchen,United States,China,2003-04-21,North America,USF
5976,University of South Florida,Dandelion Yi,,United States,,North America,USF
5977,University of South Florida,niick,,Brazil,,North America,USF
5978,University of St. Thomas,Dantwist,,United States,,North America,UST
5979,University of St. Thomas,Daption,,Canada,2001-05-22,North America,UST
5980,University of St. Thomas,Dardoch,,United States,1998-04-10,North America,UST
5981,University of St. Thomas,porsche,,United States,2004-04-27,North America,UST
5982,University of Texas at Austin,Abmis,,United States,,North America,UT
5983,University of Texas at Austin,CrusherCake,,United States,,North America,UT
5984,University of Texas at Austin,Naas,,United States,,North America,UT
5985,University of Texas at Austin,pulse,,South Korea,,North America,UT
5986,University of Texas at Austin,Respectfully,,United States,,North America,UT
5987,University of Texas at Austin,Sonder,,United States,,North America,UT
5988,University of Texas at Austin,Vallency,,United States,,North America,UT
5989,University of Texas at Dallas,Deftly,,United States,1997-12-22,North America,UTD
5990,University of Texas at Dallas,Excodar,,United States,,North America,UTD
5991,University of Texas at Dallas,Grustle,,United States,,North America,UTD
5992,University of Texas at Dallas,Hemal,,United States,,North America,UTD
5993,University of Texas at Dallas,potatoblaster,,United States,,North America,UTD
5994,University of Texas at Dallas,VinnyHuan,,United States,,North America,UTD
5995,University of Texas at Dallas,YHL,,United States,,North America,UTD
5996,University of Texas at Dallas,Yoshiwee,,United States,,North America,UTD
5997,University of Toronto,Aymmy,,Canada,,North America,UT
5998,University of Toronto,blue612,Hong Kong,,,North America,UT
5999,University of Toronto,eluulu,,China,,North America,UT
6000,University of Toronto,fortunate,,Canada,,North America,UT
6001,University of Toronto,hoooing,,South Korea,,North America,UT
6002,University of Toronto,LittleFrosty,Canada,China,,North America,UT
6003,University of Toronto,NoticeMeSenpai,,Canada,,North America,UT
6004,University of Toronto,Oltan,,Turkey,,North America,UT
6005,University of Washington,Ascent,,United States,1999-12-16,North America,UW
6006,University of Washington,Mimage,,United States,,North America,UW
6007,University of Washington,Pascho,,United States,2000-08-24,North America,UW
6008,University of Washington,Sico,,United States,,North America,UW
6009,University of Washington,Theskyfallsforme,,China,,North America,UW
6010,University of Waterloo,callum koi,,Canada,,North America,UW
6011,University of Waterloo,Inexhaustive,,Canada,,North America,UW
6012,University of Waterloo,legands,Canada,Hong Kong,,North America,UW
6013,University of Waterloo,picapica,Taiwan,,,North America,UW
6014,University of Waterloo,sai desu,,Canada,,North America,UW
6015,University of Waterloo,usephysics,,Canada,,North America,UW
6016,University of Western Ontario,Bloodrush,,Canada,,North America,UWO
6017,University of Western Ontario,calculus,,Canada,,North America,UWO
6018,University of Western Ontario,Crackadon,,Canada,,North America,UWO
6019,University of Western Ontario,Dinka,,Canada,2000-10-24,North America,UWO
6020,University of Western Ontario,Grovy,,Canada,,North America,UWO
6021,University of Western Ontario,Okahra,,Canada,,North America,UWO
6022,University of Western Ontario,Pynt,Canada,China,2003-09-12,North America,UWO
6023,V3 Esports,Acee,,Japan,1997-11-25,Japan,V3
6024,V3 Esports,Awaker,,Japan,1992-01-14,Japan,V3
6025,V3 Esports,dresscode,,Japan,,Japan,V3
6026,V3 Esports,ezman,,Japan,,Japan,V3
6027,V3 Esports,Hetel,,Japan,1999-07-16,Japan,V3
6028,V3 Esports,HRK,,Japan,,Japan,V3
6029,V3 Esports,HW4NG,,South Korea,1991-06-20,Japan,V3
6030,V3 Esports,Laxy,,Japan,,Japan,V3
6031,V3 Esports,Pon,,Japan,,Japan,V3
6032,V3 Esports,Washidai,,Japan,2000-01-12,Japan,V3
6033,Valiance,Boras,,Croatia,,EMEA,VPG
6034,Valiance,Hatred,,Bulgaria,1997-12-10,EMEA,VPG
6035,Valiance,hi im iheb,,Tunisia,,EMEA,VPG
6036,Valiance,Hyaz,,Germany,1997-05-08,EMEA,VPG
6037,Valiance,Komandata,,Bulgaria,,EMEA,VPG
6038,Valiance,Nazrat,,Bulgaria,2003-07-28,EMEA,VPG
6039,Valiance,Sahira,,Sweden,2000-05-02,EMEA,VPG
6040,Vanir,Gaarfield,,Romania,,EMEA,VNR
6041,Vanir,Harbo,,Denmark,,EMEA,VNR
6042,Vanir,Kitano,,France,,EMEA,VNR
6043,Vanir,Liam Cole,,Denmark,,EMEA,VNR
6044,Vanir,Pipibaat,,Netherlands,2001-02-24,EMEA,VNR
6045,Vanir,Riziki,,Norway,,EMEA,VNR
6046,Venomcrest Esports,Curl,,Denmark,2003-07-24,EMEA,VNC
6047,Venomcrest Esports,Guffe,,Denmark,,EMEA,VNC
6048,Verdant,Dan Holt,,United Kingdom,,EMEA,VER
6049,Verdant,Froomie,,United Kingdom,1994-07-11,EMEA,VER
6050,Verdant,Guubi,,Denmark,1999-04-30,EMEA,VER
6051,Verdant,Knighter,,Denmark,,EMEA,VER
6052,Verdant,Nille,,Finland,2000-08-16,EMEA,VER
6053,Verdant,Taxer,,Denmark,1999-06-05,EMEA,VER
6054,Verdant,Wendel,,Denmark,1998-09-18,EMEA,VER
6055,Vertex Esports Club,4ever,,China,,PCS,VTX
6056,Vertex Esports Club,Chirp,,Australia,,PCS,VTX
6057,Vertex Esports Club,Hysterics,,Australia,1995-04-12,PCS,VTX
6058,Vertex Esports Club,Rosey,,Australia,1994-03-05,PCS,VTX
6059,Vertex Esports Club,styled,,Australia,,PCS,VTX
6060,Vertex Esports Club,Tomasino,,Portugal,,PCS,VTX
6061,Vertex Esports Club,Woodon,,South Korea,,PCS,VTX
6062,Vietnam Esports TV,An Ám Ảnk,,Vietnam,1988-08-17,Vietnam,VETV
6063,Vietnam Esports TV,Đức Lợi,,Vietnam,,Vietnam,VETV
6064,Vietnam Esports TV,Hữu Trung,,Vietnam,1997-09-13,Vietnam,VETV
6065,Vietnam Esports TV,Ling,,Vietnam,,Vietnam,VETV
6066,Vietnam Esports TV,Lu,,Vietnam,1988-12-05,Vietnam,VETV
6067,VietSun Esports,Erdbeere,,Vietnam,2003-07-26,Vietnam,VSE
6068,VietSun Esports,Keiko,,Vietnam,1999-08-11,Vietnam,VSE
6069,VietSun Esports,LDK,,,2001-09-09,Vietnam,VSE
6070,VietSun Esports,Tado,,Vietnam,1998-05-01,Vietnam,VSE
6071,Villarreal QLASH,Air,"China,Sweden",China,2001-06-07,EMEA,VIL
6072,Villarreal QLASH,cyraXx,,Latvia,2002-04-16,EMEA,VIL
6073,Villarreal QLASH,Devas,,Spain,,EMEA,VIL
6074,Villarreal QLASH,Jiahao,,China,,EMEA,VIL
6075,Villarreal QLASH,Oriloler,,Spain,,EMEA,VIL
6076,Villarreal QLASH,Rox,,Italy,1999-03-23,EMEA,VIL
6077,Villarreal QLASH,YuJian,,China,,EMEA,VIL
6078,VININE,Bladeshow,,Germany,,EMEA,V9
6079,VININE,Kamon,,Germany,,EMEA,V9
6080,VININE,Kutcher,Germany,,,EMEA,V9
6081,VININE,Sola,,Germany,,EMEA,V9
6082,Vipers,ByFalco,,Peru,,Latin America,VIPS
6083,Vipers,Jacklong,,Peru,,Latin America,VIPS
6084,Vipers,Uparela,,Colombia,,Latin America,VIPS
6085,Virginia Polytechnic Institute and State University,404,,China,,North America,VT
6086,Virginia Polytechnic Institute and State University,Andyincher,,United States,,North America,VT
6087,Virginia Polytechnic Institute and State University,Babbles,,United States,,North America,VT
6088,Virginia Polytechnic Institute and State University,Leancuisine,,United States,,North America,VT
6089,Virginia Polytechnic Institute and State University,rege,,United States,,North America,VT
6090,Vitality.Bee,Czajek,,Poland,2003-09-24,EMEA,VITB
6091,Vitality.Bee,Daglas,,Poland,2005-10-23,EMEA,VITB
6092,Vitality.Bee,Innaxe,"Bulgaria,United Kingdom",Bulgaria,1999-03-23,EMEA,VITB
6093,Vitality.Bee,Jactroll,,Poland,1998-08-05,EMEA,VITB
6094,Vitality.Bee,Krog,,Denmark,2000-09-22,EMEA,VITB
6095,Vitality.Bee,Nahovsky,,Poland,1993-05-16,EMEA,VITB
6096,Vitality.Bee,Neon,,Slovakia,1999-04-24,EMEA,VITB
6097,Vitality.Bee,Patkica,,Serbia,,EMEA,VITB
6098,Vitality.Bee,Spale,,Serbia,1992-07-06,EMEA,VITB
6099,ViV Esport,Brosak,,France,,EMEA,ViV
6100,ViV Esport,Hellombre,,France,,EMEA,ViV
6101,ViV Esport,JDG,,France,1998-11-09,EMEA,ViV
6102,ViV Esport,Joinze,,France,,EMEA,ViV
6103,ViV Esport,Jujutw0,,France,1998-11-24,EMEA,ViV
6104,ViV Esport,Serendip,,France,,EMEA,ViV
6105,ViV Esport,Twelve,,France,,EMEA,ViV
6106,ViV Esport,XERSUS,,France,,EMEA,ViV
6107,Vivo Keyd Stars,Damage,,Brazil,1997-06-20,Brazil,VKS
6108,Vivo Keyd Stars,Grell,,Mexico,2001-04-09,Brazil,VKS
6109,Vivo Keyd Stars,Grevthar,,Brazil,1999-08-24,Brazil,VKS
6110,Vivo Keyd Stars,GUIGO,,Brazil,2002-01-28,Brazil,VKS
6111,Vivo Keyd Stars,Hypno,,Brazil,,Brazil,VKS
6112,Vivo Keyd Stars,Sigmaros,,Brazil,,Brazil,VKS
6113,Vivo Keyd Stars,Tombrutu,,Brazil,,Brazil,VKS
6114,Vivo Keyd Stars,Trigo,,Brazil,1999-09-24,Brazil,VKS
6115,Vivo Keyd Stars,Von,,Brazil,1994-03-23,Brazil,VKS
6116,Vivo Keyd Stars Academy,Leleko,,Brazil,,Brazil,VKS.A
6117,Vivo Keyd Stars Academy,Patron,,Brazil,,Brazil,VKS.A
6118,Vivo Keyd Stars Academy,ST3PZ,,Brazil,,Brazil,VKS.A
6119,Vivo Keyd Stars Academy,Sting,,Brazil,2001-07-19,Brazil,VKS.A
6120,Vivo Keyd Stars Academy,Telas,,Brazil,,Brazil,VKS.A
6121,Vivo Keyd Stars Academy,Tyrin,,Brazil,2001-12-11,Brazil,VKS.A
6122,Void Gaming,Gaara,,Greece,,Europe,VG
6123,Void Gaming,Sveronis,,Greece,1998-08-26,Europe,VG
6124,Void Gaming Phenomenon,Owner,,Greece,,Europe,VGP
6125,Waia Snikt,Felkros,,Colombia,,Latin America,WS
6126,Waia Snikt,ImMine,,Ecuador,,Latin America,WS
6127,Waia Snikt,Loers,,Mexico,,Latin America,WS
6128,Waia Snikt,Mayhem,,Mexico,1996-09-15,Latin America,WS
6129,Waia Snikt,Raiden,,Chile,,Latin America,WS
6130,Waia Snikt,Sassae,,Ecuador,2000-02-11,Latin America,WS
6131,Waia Snikt,SlayerSupr,,Mexico,,Latin America,WS
6132,Waia Snikt,Zeth,,Colombia,,Latin America,WS
6133,Waia Snikt,Zeypher,,Colombia,1996-03-06,Latin America,WS
6134,WAP Esports,Chordy,,Argentina,2001-05-10,Latin America,WAP
6135,WAP Esports,Fortu,,Argentina,,Latin America,WAP
6136,WAP Esports,Funky Dog,,Argentina,,Latin America,WAP
