,Team,ID,Nationality,Country,Birthdate,Region,Short
5358,Slash Lions,Demon,,Morocco,,MENA,SL
5359,Slash Lions,Fiory,,Egypt,,MENA,SL
5360,Slash Lions,Jalleba,,Tunisia,,MENA,SL
5361,Slash Lions,Kinhart,,Tunisia,,MENA,SL
5362,Slash Lions,Leyo,,Tunisia,1996-12-23,MENA,SL
5363,Slash Lions,Nakhla,,Tunisia,,MENA,SL
5364,Slash Lions,Race,,Tunisia,,MENA,SL
5365,Solary,Caelan,,France,,EMEA,SLY
5366,Solary,KiKi,,France,1993-03-11,EMEA,SLY
5367,Solary,Krakmo,,France,1994-06-27,EMEA,SLY
5368,Solary,Melonik,,Poland,2002-04-26,EMEA,SLY
5369,Solary,Peng,Sweden,China,2004-03-18,EMEA,SLY
5370,Solary,SamChaka,,France,1979-11-16,EMEA,SLY
5371,Solary,Shlatan,,Poland,2001-07-23,EMEA,SLY
5372,Solary,Steeelback,,France,1996-08-16,EMEA,SLY
5373,Solary,TakeSet,,Denmark,2002-06-26,EMEA,SLY
5374,Solary Academy,Aos Si,,France,2001-09-22,EMEA,SLY.A
5375,Solary Academy,iWa,,France,1999-10-22,EMEA,SLY.A
5376,Spectacled Bears,Alowhed,,Argentina,1998-09-15,Latin America,SB
5377,Spectacled Bears,Azkét,,Chile,,Latin America,SB
5378,Spectacled Bears,Duivel,,Chile,1999-04-14,Latin America,SB
5379,Spectacled Bears,Ewzhier,,Argentina,,Latin America,SB
5380,Spectacled Bears,JuanDeDios,,Bolivia,,Latin America,SB
5381,Spectacled Bears,Kanaxi,,Argentina,,Latin America,SB
5382,Spectacled Bears,Nainess,,Chile,,Latin America,SB
5383,Spectacled Bears,Shiku,,Peru,2004-04-28,Latin America,SB
5384,Spectacled Bears,Uxie,,Argentina,2002-02-14,Latin America,SB
5385,Spectacled Bears,Vitae,,Argentina,,Latin America,SB
5386,Spicy Gorillas,AmExx,,Serbia,,EMEA,SCG
5387,Spicy Gorillas,Exduardo,,Portugal,,EMEA,SCG
5388,Spicy Gorillas,Luchoo,,Bulgaria,,EMEA,SCG
5389,Spicy Gorillas,LuknoM,,Czech Republic,,EMEA,SCG
5390,Spicy Gorillas,Renas,,Portugal,1998-12-03,EMEA,SCG
5391,Spicy Gorillas,V1dde,,Sweden,,EMEA,SCG
5392,SPIKE Syndicate,behave,,Poland,1998-03-26,EMEA,SPK
5393,SPIKE Syndicate,Ecstassy,,Romania,2002-08-22,EMEA,SPK
5394,SPIKE Syndicate,Phaxi,,Slovenia,1997-02-17,EMEA,SPK
5395,SPIKE Syndicate,Rubi0o,,Spain,2000-07-19,EMEA,SPK
5396,SPIKE Syndicate,tibor,,Croatia,2001-05-31,EMEA,SPK
5397,SPIKE Syndicate,Velocity,,Germany,2000-11-26,EMEA,SPK
5398,Spirituals,Granja,,Colombia,1998-08-19,Latin America,STS
5399,Spirituals,Jealow,,Peru,,Latin America,STS
5400,Spirituals,Jhao,,Colombia,,Latin America,STS
5401,Spirituals,Kim,,Colombia,,Latin America,STS
5402,Spirituals,Master Jos,,Bolivia,,Latin America,STS
5403,Spirituals,Saya,,Colombia,2001-11-16,Latin America,STS
5404,St. Clair College,Akashi,,Morocco,,North America,SCC
5405,St. Clair College,Alonso,,Germany,,North America,SCC
5406,St. Clair College,BakeryBoy,,Canada,,North America,SCC
5407,St. Clair College,Bosketi,,Canada,,North America,SCC
5408,St. Clair College,Fresh,,Canada,,North America,SCC
5409,St. Clair College,JON1,,Canada,,North America,SCC
5410,St. Clair College,LLyr,,Canada,,North America,SCC
5411,St. Clair College,Matty,,Canada,2000-02-29,North America,SCC
5412,St. Clair College,RickLafleur,,Canada,,North America,SCC
5413,St. Clair College,ROCKBOOM,,United States,2003-03-10,North America,SCC
5414,St. Clair College,Zefirot,,Canada,1999-11-30,North America,SCC
5415,State University of New York at Buffalo,Areeb,,United States,,North America,UB
5416,State University of New York at Buffalo,FREE999,,United States,,North America,UB
5417,State University of New York at Buffalo,Nyeong,,United States,,North America,UB
5418,Stone Movistar,Dany,,Argentina,1997-08-15,Latin America,STM
5419,Stone Movistar,Deliria,,Argentina,,Latin America,STM
5420,Stone Movistar,Farhn,,Argentina,,Latin America,STM
5421,Stone Movistar,Van,,Argentina,,Latin America,STM
5422,Stormbringers,FloKy,,Spain,1997-03-19,EMEA,SB
5423,Stormbringers,Make,,Spain,,EMEA,SB
5424,Stormbringers,Marcv1,,Spain,,EMEA,SB
5425,Stormbringers,Oda,,Spain,2003-09-28,EMEA,SB
5426,Stormbringers,Raziel,,Spain,1995-11-25,EMEA,SB
5427,Stormbringers,Zherathor,,Spain,,EMEA,SB
5428,STRAT Esport,Nozpy,,France,,Europe,STRAT
5429,STRAW,Eαgle,,Italy,2001-05-03,EMEA,STRAW
5430,STRAW,Gama,,Italy,,EMEA,STRAW
5431,STRAW,Gotrek,,Italy,2001-01-06,EMEA,STRAW
5432,STRAW,Lex,Italy,,,EMEA,STRAW
5433,STRAW,Shiziy,,Italy,,EMEA,STRAW
5434,STRAW,Valton,Italy,,,EMEA,STRAW
5435,Super Nova Sentinels,Hyami,United States,France,2000-07-06,North America,SN.S
5436,Super Sunshine Fruit Basket Warriors,Reppy,,United States,2001-10-17,North America,SSFW
5437,Supernova,Avril,,Philippines,2001-08-12,North America,SN
5438,Supernova,Gabrielle,,United States,2003-04-13,North America,SN
5439,Supernova,Music,Israel,Canada,2000-02-03,North America,SN
5440,Supernova,pookar,,United States,1991-10-11,North America,SN
5441,Supernova,Qwacker,,United States,2001-05-21,North America,SN
5442,Supernova,RobbyBob,,United States,2000-03-11,North America,SN
5443,Supernova,Shiazuri,,Singapore,1998-08-26,North America,SN
5444,Supernova,Sketch,,United States,,North America,SN
5445,T1,Bengi,,South Korea,1993-11-21,Korea,T1
5446,T1,Boxer,,South Korea,1980-09-04,Korea,T1
5447,T1,Faker,,South Korea,1996-05-07,Korea,T1
5448,T1,Flame,,South Korea,1992-08-13,Korea,T1
5449,T1,Gumayusi,,South Korea,2002-02-06,Korea,T1
5450,T1,Joe Marsh,,United States,,Korea,T1
5451,T1,Keria,,South Korea,2002-10-14,Korea,T1
5452,T1,Oner,,South Korea,2002-12-24,Korea,T1
5453,T1,Roach,,South Korea,1999-01-31,Korea,T1
5454,T1,Sky,,South Korea,1998-07-17,Korea,T1
5455,T1,Tom,,South Korea,1995-05-22,Korea,T1
5456,T1,Wolf,,South Korea,1996-09-09,Korea,T1
5457,T1,Zeus,,South Korea,2004-01-31,Korea,T1
5458,T1 Academy,ADC Test,,South Korea,2005-03-27,Korea,T1.A
5459,T1 Academy,ADC Test,,South Korea,2005-06-27,Korea,T1.A
5460,T1 Academy,Cella,,South Korea,1984-08-07,Korea,T1.A
5461,T1 Academy,Hoon,,South Korea,1999-11-03,Korea,T1.A
5462,T1 Academy,Laden,,South Korea,1992-06-05,Korea,T1.A
5463,T1 Academy,MID Test,,South Korea,,Korea,T1.A
5464,T1 Academy,Quokka,,South Korea,2007-06-13,Korea,T1.A
5465,T1 Academy,Soft,,South Korea,2008-07-29,Korea,T1.A
5466,T1 Academy,Sup Test,,South Korea,2005-08-06,Korea,T1.A
5467,T1 Challengers,Baut,,South Korea,2001-03-30,Korea,T1.C
5468,T1 Challengers,Dal,,South Korea,2005-01-11,Korea,T1.C
5469,T1 Challengers,Forest,,South Korea,2002-03-22,Korea,T1.C
5470,T1 Challengers,Nice,,South Korea,2002-01-18,Korea,T1.C
5471,T1 Challengers,Poby,,South Korea,2006-02-07,Korea,T1.C
5472,T1 Challengers,Ruin,,South Korea,1995-11-16,Korea,T1.C
5473,T1 Challengers,Smash,,South Korea,2006-07-20,Korea,T1.C
5474,Taurus Esports,Asesinol,,Spain,,EMEA,TAU
5475,Taurus Esports,Bloom,Spain,Romania,1999-09-19,EMEA,TAU
5476,Taurus Esports,Bogu,,Spain,,EMEA,TAU
5477,Taurus Esports,Exiled,,Spain,,EMEA,TAU
5478,Taurus Esports,Kurilius,,Spain,,EMEA,TAU
5479,Taurus Esports,Pelu,,Spain,,EMEA,TAU
5480,Taurus Esports,Rainnn,,Spain,1998-01-26,EMEA,TAU
5481,Taurus Esports,Toyejo,,Spain,2000-11-11,EMEA,TAU
5482,Team 7AM,Dipsy,,Netherlands,1997-10-03,EMEA,7AM
5483,Team 7AM,Erolle,,Denmark,2001-08-14,EMEA,7AM
5484,Team 7AM,FlickeR,,Portugal,2005-04-15,EMEA,7AM
5485,Team 7AM,Julbu,,Denmark,2001-11-09,EMEA,7AM
5486,Team 7AM,KINGPIN,,Netherlands,2000-02-10,EMEA,7AM
5487,Team 7AM,sumi,,Netherlands,2000-10-20,EMEA,7AM
5488,Team 7AM,Yoni,,Belgium,1997-03-16,EMEA,7AM
5489,Team 7AM,Zhergoth,,Netherlands,1997-07-18,EMEA,7AM
5490,Team Amazigh,Arag0rne,,Greece,1996-06-13,EMEA,AMAZ
5491,Team Amazigh,Ejsner,,Poland,,EMEA,AMAZ
5492,Team Amazigh,Frozen,"Morocco,Russia",Morocco,2002-02-20,EMEA,AMAZ
5493,Team Amazigh,Lightshaw,,Tunisia,,EMEA,AMAZ
5494,Team Amazigh,Shadow,,Tunisia,,EMEA,AMAZ
5495,Team Amazigh,Spear,,Tunisia,,EMEA,AMAZ
5496,Team Ambition,Bejjaniii,,Venezuela,2000-03-06,North America,TA
5497,Team Ambition,Enzo Nev,,United States,,North America,TA
5498,Team Ambition,Leemo,,Canada,2004-10-22,North America,TA
5499,Team Ambition,Levitate,,United States,,North America,TA
5500,Team Ambition,Rey,,Mexico,,North America,TA
5501,Team Ambition,Snow2,,Canada,,North America,TA
5502,Team Anomaly Breaker,Amami,,Mexico,,Latin America,TAB
5503,Team Anomaly Breaker,Brio,,Mexico,2001-10-03,Latin America,TAB
5504,Team Anomaly Breaker,Helcrank,,Peru,,Latin America,TAB
5505,Team Anomaly Breaker,Logan,,Peru,,Latin America,TAB
5506,Team Anomaly Breaker,Máscaras,,Mexico,,Latin America,TAB
5507,Team Anomaly Breaker,Santi,,Mexico,2003-10-22,Latin America,TAB
5508,Team Aze,Acce,,Argentina,1995-10-06,Latin America,AZE
5509,Team Aze,Aloned,,Chile,1999-11-06,Latin America,AZE
5510,Team Aze,Autoboost,,Mexico,1993-01-28,Latin America,AZE
5511,Team Aze,Cheoni,,South Korea,2001-02-02,Latin America,AZE
5512,Team Aze,Ellim,,South Korea,2000-05-25,Latin America,AZE
5513,Team Aze,IgnaVilu1,,Argentina,2002-11-21,Latin America,AZE
5514,Team Aze,Skin,,Mexico,1990-10-26,Latin America,AZE
5515,Team Aze,Straight,,Ecuador,1999-10-14,Latin America,AZE
5516,Team BDS,Adam,,France,2001-12-30,EMEA,BDS
5517,Team BDS,Arces,,Poland,1992-09-06,EMEA,BDS
5518,Team BDS,Crownie,,Slovenia,1998-04-17,EMEA,BDS
5519,Team BDS,GotoOne,,France,1994-06-08,EMEA,BDS
5520,Team BDS,Labrov,,Greece,2002-02-12,EMEA,BDS
5521,Team BDS,MenQ,,Poland,1994-08-31,EMEA,BDS
5522,Team BDS,nuc,,France,2002-10-17,EMEA,BDS
5523,Team BDS,Sheo,,France,2001-07-05,EMEA,BDS
5524,Team BDS,ShouldBthat,,France,,EMEA,BDS
5525,Team BDS,Striker,,France,,EMEA,BDS
5526,Team BDS Academy,Agresivoo,,Poland,1999-07-09,EMEA,BDS.A
5527,Team BDS Academy,deIord,,Poland,1995-04-11,EMEA,BDS.A
5528,Team BDS Academy,Erdote,,Poland,1999-07-19,EMEA,BDS.A
5529,Team BDS Academy,MAXI,,Denmark,2000-06-24,EMEA,BDS.A
5530,Team BDS Academy,Reeker,,Germany,2001-05-15,EMEA,BDS.A
5531,Team BDS Academy,xMatty,,United Kingdom,1999-07-16,EMEA,BDS.A
5532,Team Bliss,Akia,,South Korea,2000-04-22,PCS,TB
5533,Team Bliss,Beats,,Australia,,PCS,TB
5534,Team Bliss,Bloodline,,China,,PCS,TB
5535,Team Bliss,Calvin,,Hong Kong,,PCS,TB
5536,Team Bliss,Daystar,,South Korea,2003-09-23,PCS,TB
5537,Team Bliss,leemas,Turkey,,,PCS,TB
5538,Team Bliss,Lived,,Australia,,PCS,TB
5539,Team Bliss,SCOTT,,South Korea,2001-08-02,PCS,TB
5540,Team Bliss,Whynot,,New Zealand,,PCS,TB
5541,Team Death Knights,Diesel,,United States,,North America,TDK
5542,Team Death Knights,InoriB,,United States,2005-05-27,North America,TDK
5543,Team Death Knights,Jensonn,,United States,1997-11-02,North America,TDK
5544,Team Death Knights,Saint Ghoul,,United States,2005-01-21,North America,TDK
5545,Team Death Knights,Sauce,,United States,2002-10-16,North America,TDK
5546,Team Death Knights,Vital,,United States,1997-08-01,North America,TDK
5547,Team Death Knights,weniwin,,Canada,,North America,TDK
5548,Team Du Sud,Boukada,,France,2002-10-01,EMEA,TDS
5549,Team Du Sud,Furuy,,Netherlands,2000-12-16,EMEA,TDS
5550,Team Du Sud,HONOR,,France,,EMEA,TDS
5551,Team Du Sud,matiaslaclasse,,France,2000-09-22,EMEA,TDS
5552,Team Du Sud,Maynter,,Ukraine,,EMEA,TDS
5553,Team Du Sud,Phila,,Finland,,EMEA,TDS
5554,Team Du Sud,Sotze,,Italy,,EMEA,TDS
5555,Team ESCA Gaming,Adison,,Poland,,EMEA,ESCA
5556,Team ESCA Gaming,Ephekles,,Germany,,EMEA,ESCA
5557,Team ESCA Gaming,Grzybek,,Poland,,EMEA,ESCA
5558,Team ESCA Gaming,Respite,,Poland,,EMEA,ESCA
5559,Team ESCA Gaming,Sanchi,,Poland,,EMEA,ESCA
5560,Team ESCA Gaming,Sawyor,,Czech Republic,1999-12-08,EMEA,ESCA
5561,Team ESCA Gaming,WaenA,,Turkey,2000-02-13,EMEA,ESCA
5562,Team Fish Taco,lunacia,,United States,,North America,TACO
5563,Team Fish Taco,Nxi,,United States,1999-08-12,North America,TACO
5564,Team Fish Taco,Onat,,Canada,,North America,TACO
5565,Team Fish Taco,RoseThorn,United States,South Korea,2000-01-06,North America,TACO
5566,Team Fish Taco,Sherv,,Canada,,North America,TACO
5567,Team Fish Taco,Spawn,,Canada,1998-05-18,North America,TACO
5568,Team Fish Taco,Trick,,Canada,,North America,TACO
5569,Team GO,Duke,,France,1991-10-01,EMEA,GO
5570,Team GO,Jezu,,France,2000-07-27,EMEA,GO
5571,Team GO,kamilius,,Slovakia,2000-07-06,EMEA,GO
5572,Team GO,Lyncas,,Lithuania,2003-12-10,EMEA,GO
5573,Team GO,Ragner,,Turkey,2000-12-19,EMEA,GO
5574,Team GO,toucouille,,France,2001-05-01,EMEA,GO
5575,Team GO Aurora,Balleeno,,Italy,1995-04-19,EMEA,GOA
5576,Team GO Aurora,Cosmïc,,France,2001-04-06,EMEA,GOA
5577,Team GO Aurora,Delicate,,Greece,,EMEA,GOA
5578,Team GO Aurora,Kyanna,,Slovenia,1997-08-25,EMEA,GOA
5579,Team GO Aurora,Sanah,,France,1998-02-03,EMEA,GOA
5580,Team Heretics,Araneae,,Spain,1989-05-19,EMEA,TH
5581,Team Heretics,Evi,,Japan,1995-11-15,EMEA,TH
5582,Team Heretics,Flakked,,Spain,2001-04-25,EMEA,TH
5583,Team Heretics,Haqriim,,Spain,,EMEA,TH
5584,Team Heretics,Jankos,,Poland,1995-07-23,EMEA,TH
5585,Team Heretics,Mersa,,Greece,2002-08-22,EMEA,TH
5586,Team Heretics,Peter Dun,,United Kingdom,1987-07-24,EMEA,TH
5587,Team Heretics,Samux,,Spain,1995-06-11,EMEA,TH
5588,Team Heretics,SeeEl,Australia,South Korea,1996-06-12,EMEA,TH
5589,Team Heretics,Vetheo,,France,2002-07-26,EMEA,TH
5590,Team Heretics,Werlyb,,Spain,1997-08-14,EMEA,TH
5591,Team Insidious,Articuna,,Latvia,1997-07-02,EMEA,INS
5592,Team Insidious,Carozo44,,Argentina,,EMEA,INS
5593,Team Insidious,Dafnis,,Greece,,EMEA,INS
5594,Team Insidious,edru,,Hungary,2001-02-20,EMEA,INS
5595,Team Insidious,Gr1zy,,Greece,,EMEA,INS
5596,Team Insidious,TsarCanya,,Russia,,EMEA,INS
5597,Team Liquid,bobqin,,Canada,1996-10-18,North America,TL
5598,Team Liquid,Broxah,,Denmark,1997-08-12,North America,TL
5599,Team Liquid,Bwipo,,Belgium,1998-12-24,North America,TL
5600,Team Liquid,CoreJJ,,South Korea,1994-06-22,North America,TL
5601,Team Liquid,Dodo,,South Korea,1989-02-25,North America,TL
5602,Team Liquid,Haeri,,Australia,2001-02-02,North America,TL
5603,Team Liquid,LiQuiD112,,United States,1981-07-11,North America,TL
5604,Team Liquid,Lourlo,,United States,1998-03-24,North America,TL
5605,Team Liquid,Mayumi,,Brazil,2002-05-22,North America,TL
5606,Team Liquid,Midbeast,,Australia,1995-04-22,North America,TL
5607,Team Liquid,Pyosik,,South Korea,2000-03-12,North America,TL
5608,Team Liquid,Rakin,,Brazil,1994-12-25,North America,TL
5609,Team Liquid,Reignover,,South Korea,1995-07-04,North America,TL
5610,Team Liquid,SirhcEz,,Philippines,,North America,TL
5611,Team Liquid,Summit,,South Korea,1998-12-08,North America,TL
5612,Team Liquid,Yeon,,United States,2002-01-07,North America,TL
5613,Team Liquid Challengers,APA,,United States,2002-03-05,North America,TLC
5614,Team Liquid Challengers,Arrow,,South Korea,1994-07-20,North America,TLC
5615,Team Liquid Challengers,Bradley,,United States,2001-05-03,North America,TLC
5616,Team Liquid Challengers,Kim Down,,South Korea,1999-12-19,North America,TLC
5617,Team Liquid Challengers,Mir,,South Korea,2000-05-24,North America,TLC
5618,Team Liquid Challengers,Spawn,,Australia,,North America,TLC
5619,Team Occupy,Casper,,Jordan,1999-07-03,MENA,OPY
5620,Team Occupy,Cowboy,,Egypt,1997-01-22,MENA,OPY
5621,Team Paradox,Adasz,,Poland,,EMEA,TPX
5622,Team Paradox,EyeOftheStorm,,Greece,,EMEA,TPX
5623,Team Paradox,JohnGiannis,,Greece,2001-11-30,EMEA,TPX
5624,Team Paradox,Kerveros,,Greece,,EMEA,TPX
5625,Team Paradox,O Pandas,,Greece,1998-05-28,EMEA,TPX
5626,Team Paradox,Paparotis,,Greece,2003-01-28,EMEA,TPX
5627,Team Paradox,Slice,,Sweden,,EMEA,TPX
5628,Team Paradox,Sojo,,Poland,,EMEA,TPX
5629,Team Paradox,TheSerius,,Greece,2005-09-09,EMEA,TPX
5630,Team Paradox,ZwiZell,,Sweden,,EMEA,TPX
5631,Team Phantasma,Ariana,,Poland,2003-12-08,EMEA,TP
5632,Team Phantasma,Carnage,,Greece,2003-07-04,EMEA,TP
5633,Team Phantasma,J0J0C,,Greece,1998-09-19,EMEA,TP
5634,Team Phantasma,NorthnLghts,,Greece,1996-09-14,EMEA,TP
5635,Team Phantasma,Only35,,Turkey,2000-04-30,EMEA,TP
5636,Team Phantasma,Predicted,,Greece,2002-05-17,EMEA,TP
5637,Team Phantasma,Sengio,,Greece,2003-12-01,EMEA,TP
5638,Team Phantasma,Unkn0wn5,,Greece,,EMEA,TP
5639,Team Pique Sel,Chap,,France,1996-01-03,EMEA,PXXL
5640,Team Pique Sel,GoB,,France,,EMEA,PXXL
5641,Team Pique Sel,Rhobalas,,France,1994-09-23,EMEA,PXXL
5642,Team Plink,Argentum,,United States,1999-12-01,North America,TP
5643,Team Plink,Dun,,Canada,,North America,TP
5644,Team Plink,niinim,,United States,,North America,TP
5645,Team Plink,omly,,United States,,North America,TP
5646,Team Plink,SappyMS,,Canada,,North America,TP
5647,Team Plink,Sunlight,,United States,,North America,TP
5648,Team Plink,Vakin,,Canada,1998-09-11,North America,TP
5649,Team Plink,YNO,,United States,2001-02-13,North America,TP
5650,Team Queso,Samcro,,Spain,,Europe,TQ
5651,Team Refuse,GaraXy,,Greece,2005-06-16,EMEA,RFS
5652,Team Refuse,HirumaY,,Turkey,,EMEA,RFS
5653,Team Refuse,Jimsnop,,Greece,1999-11-06,EMEA,RFS
5654,Team Refuse,Kebap,,Turkey,,EMEA,RFS
5655,Team Refuse,LDroppinq,United Kingdom,Greece,2003-07-13,EMEA,RFS
5656,Team Refuse,Noki,,Turkey,,EMEA,RFS
5657,Team Refuse,Ozgur,,Turkey,,EMEA,RFS
5658,Team Sampi,Charca,,Czech Republic,,EMEA,SMP
5659,Team Sampi,Kyoshi,,Czech Republic,,EMEA,SMP
5660,Team Sampi,Stanik,,Czech Republic,,EMEA,SMP
5661,Team Sampi,SyLees,Slovakia,,,EMEA,SMP
5662,Team Sampi,Vizi,,Czech Republic,,EMEA,SMP
5663,Team Sampi,Wondro,,Slovakia,,EMEA,SMP
5664,Team Sampi,Zubac,,Czech Republic,,EMEA,SMP
5665,Team Spirit,Seigimitsu,,Russia,,CIS,TSPT
5666,Team UNiTY,Blade,,Bulgaria,,EMEA,UNY
5667,Team UNiTY,Dacreq,,Norway,1995-02-04,EMEA,UNY
5668,Team UNiTY,FIERCE,,Sweden,,EMEA,UNY
5669,Team UNiTY,Hoci,,Slovakia,,EMEA,UNY
5670,Team UNiTY,J3rkie,,Czech Republic,,EMEA,UNY
5671,Team UNiTY,KNEZA,,Czech Republic,2004-02-25,EMEA,UNY
5672,Team UNiTY,Uzol,,Poland,2003-06-17,EMEA,UNY
5673,Team UNiTY,Youdaaa,,Czech Republic,,EMEA,UNY
5674,Team Vitality,Bo,,China,2002-03-02,EMEA,VIT
5675,Team Vitality,Carter,,United Kingdom,,EMEA,VIT
5676,Team Vitality,Hjarnan,,Sweden,1993-11-18,EMEA,VIT
5677,Team Vitality,Kaiser,,Germany,1998-11-19,EMEA,VIT
5678,Team Vitality,Kayys,,United States,,EMEA,VIT
5679,Team Vitality,Perkz,,Croatia,1998-09-30,EMEA,VIT
5680,Team Vitality,Photon,,South Korea,2001-11-30,EMEA,VIT
5681,Team Vitality,Selfmade,,Poland,1999-12-15,EMEA,VIT
5682,Team Vitality,Stuii,,Germany,1993-08-03,EMEA,VIT
5683,Team Vitality,Upset,,Germany,1999-12-16,EMEA,VIT
5684,Team WE,Changan,,China,,China,WE
5685,Team WE,Cube,,China,2002-07-14,China,WE
5686,Team WE,Demon,,China,2002-02-20,China,WE
5687,Team WE,Heng,,China,2001-07-16,China,WE
5688,Team WE,Hope,,China,2000-09-29,China,WE
5689,Team WE,Iwandy,,China,2000-08-27,China,WE
5690,Team WE,Shanks,,China,2001-03-15,China,WE
5691,Team WE,Sky,,China,,China,WE
5692,Team WE,WarHorse,,Taiwan,1991-03-30,China,WE
5693,Team WE Academy,705,,China,2002-05-28,China,WE.A
5694,Team WE Academy,BuLuKaKa,,Hong Kong,2004-05-10,China,WE.A
5695,Team WE Academy,Kedaya,,China,2001-05-04,China,WE.A
5696,Team WE Academy,Lingye,,Taiwan,,China,WE.A
5697,Team WE Academy,mxx,,China,,China,WE.A
5698,Team WE Academy,Stay,,China,2003-01-19,China,WE.A
5699,Team WE Academy,TheNut,,China,,China,WE.A
5700,Team WE Academy,View,,China,2002-07-30,China,WE.A
5701,Team WE Academy,wake,,China,,China,WE.A
5702,Team WE Academy,Xing,,China,2002-04-17,China,WE.A
5703,Team WE Academy,Yanxiang,,China,,China,WE.A
5704,Team Whales,Artemis,,Vietnam,2001-02-24,Vietnam,TW
5705,Team Whales,BeanJ,,Vietnam,2003-01-27,Vietnam,TW
5706,Team Whales,Bie,,Vietnam,1999-12-09,Vietnam,TW
5707,Team Whales,CBL,,Vietnam,1998-10-23,Vietnam,TW
5708,Team Whales,Ciel,,Vietnam,1999-04-17,Vietnam,TW
5709,Team Whales,Glory,,Vietnam,2002-01-12,Vietnam,TW
5710,Team Whales,Means,,Vietnam,,Vietnam,TW
5711,Team Whales,Nagiya,,Vietnam,2002-07-06,Vietnam,TW
5712,Team Whales,Vit,,Vietnam,2001-02-19,Vietnam,TW
5713,Team Whales,Yuna,,Vietnam,1988-12-05,Vietnam,TW
5714,Team Zhonyas Revolution,Fugis,,Greece,,EMEA,TZR
5715,Team Zhonyas Revolution,leao1,,Greece,2001-12-03,EMEA,TZR
5716,Team Zhonyas Revolution,Leventor,,Greece,,EMEA,TZR
5717,Team Zhonyas Revolution,Loading,,Turkey,,EMEA,TZR
5718,Team Zhonyas Revolution,Phenomenal,,Greece,,EMEA,TZR
5719,Team Zhonyas Revolution,SergMade,,Greece,,EMEA,TZR
5720,Team Zhonyas Revolution,Xavi,,Poland,,EMEA,TZR
5721,TeamOrangeGaming,Crowno,,Austria,,EMEA,TOG
5722,TeamOrangeGaming,de sidere,,North Macedonia,2001-11-25,EMEA,TOG
5723,TeamOrangeGaming,Deicara,,Germany,1998-12-17,EMEA,TOG
5724,TeamOrangeGaming,Nio,,Germany,2000-11-07,EMEA,TOG
5725,TeamOrangeGaming,Riku,,Germany,2000-12-16,EMEA,TOG
5726,TeamOrangeGaming,Timmi Bey,,Netherlands,1998-02-09,EMEA,TOG
5727,TeamOrangeGaming,Zoiren,,Czech Republic,1998-03-17,EMEA,TOG
5728,Tempest Gaming,chorps,,Canada,,North America,TPG
5729,Tempest Gaming,Equaltrace,,India,1998-09-08,North America,TPG
5730,Tempest Gaming,Nilemars,,Egypt,,North America,TPG
5731,Tempest Gaming,SXT SVN,,United States,,North America,TPG
5732,Tempest Gaming,Vince,,United States,,North America,TPG
5733,Tempest Gaming,White Snow,,Canada,,North America,TPG
5734,Test Your Limits,Mastermind,,Greece,,Europe,TYL
5735,Texas A&amp;M University,ArekXander,,United States,2002-03-14,North America,TAM
5736,Texas A&amp;M University,BreadBin,,United States,,North America,TAM
5737,Texas A&amp;M University,ckreborn,,United States,,North America,TAM
5738,Texas A&amp;M University,Coat,,Mexico,,North America,TAM
5739,Texas A&amp;M University,nicosoccer11,,United States,,North America,TAM
5740,Texas A&amp;M University,Retri,,United States,,North America,TAM
5741,TFK,Bort,,Colombia,,Latin America,TFK
5742,TFK,Kusara,,Colombia,,Latin America,TFK
5743,The Kings,Deam,,Costa Rica,2000-07-14,Latin America,TK
5744,The League of Extraordinary Monsters,9Lives,,United States,1999-12-22,North America,LXM
5745,The League of Extraordinary Monsters,Kookykrook,,United States,,North America,LXM
5746,The League of Extraordinary Monsters,Nerthu,,United States,,North America,LXM
5747,The League of Extraordinary Monsters,riversided,,United States,2000-02-17,North America,LXM
5748,The League of Extraordinary Monsters,Viceera,,United States,,North America,LXM
5749,The Nameless,Adam,,Palestine,,North America,NE
5750,The Nameless,duong pro,United States,Vietnam,,North America,NE
5751,The Nameless,Gible,,United States,,North America,NE
5752,The Nameless,Ryecheria,,Canada,,North America,NE
5753,The Nameless,Schoon,,United States,,North America,NE
5754,The Nameless,Sin Pi,,United States,,North America,NE
5755,The Nameless,Swordblue,"Philippines,United States",Philippines,,North America,NE
5756,The Nameless,Tomeito,United States,China,,North America,NE
5757,The Northern Front,AdaMed,,Poland,,North America,TNF
5758,The Northern Front,Coeus,,Canada,,North America,TNF
5759,The Northern Front,Dec0y,,Canada,2000-04-27,North America,TNF
5760,The Northern Front,Flocon,,Canada,2006-01-07,North America,TNF
5761,The Northern Front,Goodshot,,United States,,North America,TNF
5762,The Northern Front,Hades,,United Kingdom,,North America,TNF
5763,The Northern Front,HEXmyst,,Vietnam,2005-08-24,North America,TNF
5764,The Northern Front,LittleChimp,,United States,,North America,TNF
5765,The Northern Front,xusty,,Brazil,,North America,TNF
5766,ThunderFlash,Antonio,,Poland,,EMEA,TF
5767,ThunderFlash,Bless,,Poland,,EMEA,TF
5768,ThunderFlash,Haster,,Poland,,EMEA,TF
5769,ThunderFlash,Tenshi,,Poland,,EMEA,TF
5770,ThunderFlash,Traffy,,Poland,,EMEA,TF
5771,ThunderTalk Gaming,1xn,,China,2004-05-01,China,TT
5772,ThunderTalk Gaming,Along,,China,,China,TT
