,Tournament,League,League_short,Date,Team1,Team2,Team1Score,Team2Score,Winner
11655,LLA 2020 Opening,Liga Latinoamerica,LLA,2020-04-12 21:00:00,Isurus,XTEN Esports,1,0,1
11656,LLA 2020 Opening,Liga Latinoamerica,LLA,2020-04-12 22:00:00,Furious Gaming,Rainbow7,1,0,1
11657,LLA 2020 Opening,Liga Latinoamerica,LLA,2020-04-12 23:00:00,INFINITY,Azules Esports,1,0,1
7181,LPL 2020 Spring,Tencent LoL Pro League,LPL,2020-04-13 07:00:00,Oh My God,eStar (Chinese Team),0,2,2
7182,LPL 2020 Spring,Tencent LoL Pro League,LPL,2020-04-13 10:00:00,LNG Esports,Royal Never Give Up,0,2,2
15415,TCL 2020 Winter,Turkish Championship League,TCL,2020-04-13 11:00:00,Beşiktaş Esports,Istanbul Wildcats,0,1,2
7183,LPL 2020 Spring,Tencent LoL Pro League,LPL,2020-04-13 12:00:00,Victory Five,Top Esports,0,2,2
15416,TCL 2020 Winter,Turkish Championship League,TCL,2020-04-13 12:00:00,Fenerbahçe Esports,Dark Passage,1,0,1
15417,TCL 2020 Winter,Turkish Championship League,TCL,2020-04-13 13:00:00,5 Ronin,Team AURORA,0,1,2
15418,TCL 2020 Winter,Turkish Championship League,TCL,2020-04-13 14:00:00,Galakticos,Papara SuperMassive,1,0,1
7184,LPL 2020 Spring,Tencent LoL Pro League,LPL,2020-04-14 07:00:00,Rogue Warriors,JD Gaming,0,2,2
7185,LPL 2020 Spring,Tencent LoL Pro League,LPL,2020-04-14 10:00:00,Vici Gaming,Suning,1,2,2
15419,TCL 2020 Winter,Turkish Championship League,TCL,2020-04-14 11:00:00,Dark Passage,Royal Youth,1,0,1
7186,LPL 2020 Spring,Tencent LoL Pro League,LPL,2020-04-14 12:00:00,LGD Gaming,Bilibili Gaming,0,2,2
15420,TCL 2020 Winter,Turkish Championship League,TCL,2020-04-14 12:00:00,Team AURORA,Galakticos,0,1,2
15421,TCL 2020 Winter,Turkish Championship League,TCL,2020-04-14 13:00:00,Istanbul Wildcats,Fenerbahçe Esports,1,0,1
15422,TCL 2020 Winter,Turkish Championship League,TCL,2020-04-14 14:00:00,5 Ronin,Beşiktaş Esports,0,1,2
15423,TCL 2020 Winter,Turkish Championship League,TCL,2020-04-14 15:00:00,Beşiktaş Esports,Team AURORA,0,1,2
4778,LCK 2020 Spring,LoL Champions Korea,LCK,2020-04-15 06:00:00,Gen.G,KT Rolster,2,1,1
7187,LPL 2020 Spring,Tencent LoL Pro League,LPL,2020-04-15 07:00:00,EDward Gaming,Oh My God,2,0,1
4779,LCK 2020 Spring,LoL Champions Korea,LCK,2020-04-15 09:00:00,Afreeca Freecs,T1,0,2,2
7188,LPL 2020 Spring,Tencent LoL Pro League,LPL,2020-04-15 10:00:00,Dominus Esports,Royal Never Give Up,2,0,1
7189,LPL 2020 Spring,Tencent LoL Pro League,LPL,2020-04-15 12:00:00,Invictus Gaming,Team WE,2,1,1
4780,LCK 2020 Spring,LoL Champions Korea,LCK,2020-04-15 12:00:00,DAMWON Gaming,SANDBOX Gaming,2,1,1
7190,LPL 2020 Spring,Tencent LoL Pro League,LPL,2020-04-16 07:00:00,Bilibili Gaming,Victory Five,2,0,1
4781,LCK 2020 Spring,LoL Champions Korea,LCK,2020-04-16 08:00:00,Griffin (Korean Team),Hanwha Life Esports,2,0,1
7191,LPL 2020 Spring,Tencent LoL Pro League,LPL,2020-04-16 10:00:00,LGD Gaming,FunPlus Phoenix,0,2,2
4782,LCK 2020 Spring,LoL Champions Korea,LCK,2020-04-16 11:00:00,APK Prince,DragonX,1,2,2
7192,LPL 2020 Spring,Tencent LoL Pro League,LPL,2020-04-16 12:00:00,Top Esports,eStar (Chinese Team),2,0,1
12699,OPL 2020 Split 1 Playoffs,Oceanic Pro League,OPL,2020-04-17 06:00:00,Dire Wolves,ORDER,3,2,1
7193,LPL 2020 Spring,Tencent LoL Pro League,LPL,2020-04-17 07:00:00,LNG Esports,Team WE,2,1,1
12888,PCS 2020 Spring Playoffs,Pacific Championship Series,PCS,2020-04-17 09:00:00,J Team,Alpha Esports,1,2,2
7194,LPL 2020 Spring,Tencent LoL Pro League,LPL,2020-04-17 10:00:00,JD Gaming,Dominus Esports,2,0,1
7195,LPL 2020 Spring,Tencent LoL Pro League,LPL,2020-04-17 12:00:00,EDward Gaming,Invictus Gaming,0,2,2
12889,PCS 2020 Spring Playoffs,Pacific Championship Series,PCS,2020-04-17 12:00:00,Hong Kong Attitude,Nova Esports (Thai Team),2,0,1
8870,CBLOL 2020 Split 1,Circuit Brazilian League of Legends,CBLOL,2020-04-17 16:00:00,Prodigy Esports,FURIA Uppercut,0,1,2
8871,CBLOL 2020 Split 1,Circuit Brazilian League of Legends,CBLOL,2020-04-17 17:00:00,INTZ,paiN Gaming,1,0,1
8872,CBLOL 2020 Split 1,Circuit Brazilian League of Legends,CBLOL,2020-04-17 18:00:00,Redemption eSports Porto Alegre,KaBuM! Esports,0,1,2
8873,CBLOL 2020 Split 1,Circuit Brazilian League of Legends,CBLOL,2020-04-17 19:00:00,Flamengo Esports,Vivo Keyd,0,1,2
12700,OPL 2020 Split 1 Playoffs,Oceanic Pro League,OPL,2020-04-18 06:00:00,Chiefs Esports Club,Dire Wolves,2,3,2
7196,LPL 2020 Spring,Tencent LoL Pro League,LPL,2020-04-18 07:00:00,Vici Gaming,Victory Five,2,0,1
13843,VCS 2020 Spring Playoffs,Vietnam Championship Series,VCS,2020-04-18 08:00:00,GAM Esports,Team Flash.Vietnam,2,3,2
4783,LCK 2020 Spring Playoffs,LoL Champions Korea,LCK,2020-04-18 08:00:00,KT Rolster,DAMWON Gaming,1,2,2
12890,PCS 2020 Spring Playoffs,Pacific Championship Series,PCS,2020-04-18 09:00:00,Machi Esports,Talon Esports,3,2,1
7197,LPL 2020 Spring,Tencent LoL Pro League,LPL,2020-04-18 10:00:00,FunPlus Phoenix,Rogue Warriors,2,1,1
7198,LPL 2020 Spring,Tencent LoL Pro League,LPL,2020-04-18 12:00:00,Suning,Royal Never Give Up,2,1,1
10124,LCL 2020 Spring Playoffs,LoL Continental League,LCL,2020-04-18 13:00:00,Unicorns of Love.CIS,Elements Pro Gaming,3,0,1
3275,LEC 2020 Spring Playoffs,LoL EMEA Championship,LEC,2020-04-18 15:00:00,MAD Lions,G2 Esports,1,3,2
8874,CBLOL 2020 Split 1,Circuit Brazilian League of Legends,CBLOL,2020-04-18 16:00:00,Vivo Keyd,paiN Gaming,1,0,1
8875,CBLOL 2020 Split 1,Circuit Brazilian League of Legends,CBLOL,2020-04-18 17:00:00,KaBuM! Esports,INTZ,1,0,1
8876,CBLOL 2020 Split 1,Circuit Brazilian League of Legends,CBLOL,2020-04-18 18:00:00,Flamengo Esports,Prodigy Esports,0,1,2
8877,CBLOL 2020 Split 1,Circuit Brazilian League of Legends,CBLOL,2020-04-18 19:00:00,Redemption eSports Porto Alegre,FURIA Uppercut,0,1,2
11658,LLA 2020 Opening,Liga Latinoamerica,LLA,2020-04-18 20:00:00,INFINITY,Isurus,0,1,2
2185,LCS 2020 Spring Playoffs,League of Legends Championship Series,LCS,2020-04-18 20:00:00,Evil Geniuses.NA,FlyQuest,1,3,2
11659,LLA 2020 Opening,Liga Latinoamerica,LLA,2020-04-18 21:00:00,All Knights,Rainbow7,1,0,1
11660,LLA 2020 Opening,Liga Latinoamerica,LLA,2020-04-18 22:00:00,Isurus,XTEN Esports,1,0,1
11661,LLA 2020 Opening,Liga Latinoamerica,LLA,2020-04-18 23:00:00,Rainbow7,INFINITY,1,0,1
11662,LLA 2020 Opening,Liga Latinoamerica,LLA,2020-04-19 00:00:00,All Knights,XTEN Esports,1,0,1
7199,LPL 2020 Spring,Tencent LoL Pro League,LPL,2020-04-19 07:00:00,JD Gaming,LGD Gaming,2,0,1
12891,PCS 2020 Spring Playoffs,Pacific Championship Series,PCS,2020-04-19 09:00:00,Alpha Esports,ahq eSports Club,1,2,2
7200,LPL 2020 Spring,Tencent LoL Pro League,LPL,2020-04-19 10:00:00,Team WE,EDward Gaming,2,1,1
12892,PCS 2020 Spring Playoffs,Pacific Championship Series,PCS,2020-04-19 12:00:00,Hong Kong Attitude,Berjaya Dragons,2,0,1
7201,LPL 2020 Spring,Tencent LoL Pro League,LPL,2020-04-19 12:00:00,Invictus Gaming,LNG Esports,2,1,1
10125,LCL 2020 Spring Playoffs,LoL Continental League,LCL,2020-04-19 13:00:00,RoX (2014 CIS Team),Gambit Esports,3,0,1
3276,LEC 2020 Spring Playoffs,LoL EMEA Championship,LEC,2020-04-19 15:00:00,Fnatic,G2 Esports,0,3,2
8878,CBLOL 2020 Split 1,Circuit Brazilian League of Legends,CBLOL,2020-04-19 16:00:00,Prodigy Esports,KaBuM! Esports,0,1,2
8879,CBLOL 2020 Split 1,Circuit Brazilian League of Legends,CBLOL,2020-04-19 17:00:00,FURIA Uppercut,Flamengo Esports,0,1,2
8880,CBLOL 2020 Split 1,Circuit Brazilian League of Legends,CBLOL,2020-04-19 18:00:00,INTZ,Vivo Keyd,1,0,1
8881,CBLOL 2020 Split 1,Circuit Brazilian League of Legends,CBLOL,2020-04-19 19:00:00,paiN Gaming,Redemption eSports Porto Alegre,0,1,2
2186,LCS 2020 Spring Playoffs,League of Legends Championship Series,LCS,2020-04-19 20:00:00,Cloud9,FlyQuest,3,0,1
11663,LLA 2020 Opening,Liga Latinoamerica,LLA,2020-04-19 20:00:00,Rainbow7,Isurus,1,0,1
11664,LLA 2020 Opening,Liga Latinoamerica,LLA,2020-04-19 21:00:00,XTEN Esports,INFINITY,0,1,2
11665,LLA 2020 Opening,Liga Latinoamerica,LLA,2020-04-19 22:00:00,Isurus,All Knights,0,1,2
11666,LLA 2020 Opening,Liga Latinoamerica,LLA,2020-04-19 23:00:00,XTEN Esports,Rainbow7,0,1,2
11667,LLA 2020 Opening,Liga Latinoamerica,LLA,2020-04-20 00:00:00,INFINITY,All Knights,1,0,1
7202,LPL 2020 Spring,Tencent LoL Pro League,LPL,2020-04-20 07:00:00,Rogue Warriors,LGD Gaming,2,1,1
4784,LCK 2020 Spring Playoffs,LoL Champions Korea,LCK,2020-04-20 08:00:00,DragonX,DAMWON Gaming,3,2,1
7203,LPL 2020 Spring,Tencent LoL Pro League,LPL,2020-04-20 10:00:00,Team WE,Oh My God,2,1,1
7204,LPL 2020 Spring,Tencent LoL Pro League,LPL,2020-04-20 12:00:00,FunPlus Phoenix,Top Esports,0,2,2
4785,LCK 2020 Spring Playoffs,LoL Champions Korea,LCK,2020-04-22 08:00:00,T1,DragonX,3,1,1
7205,LPL 2020 Spring Playoffs,Tencent LoL Pro League,LPL,2020-04-22 09:00:00,eStar (Chinese Team),Team WE,1,3,2
7206,LPL 2020 Spring Playoffs,Tencent LoL Pro League,LPL,2020-04-23 09:00:00,EDward Gaming,Royal Never Give Up,3,1,1
12701,OPL 2020 Split 1 Playoffs,Oceanic Pro League,OPL,2020-04-24 06:00:00,Legacy Esports,Dire Wolves,3,1,1
7207,LPL 2020 Spring Playoffs,Tencent LoL Pro League,LPL,2020-04-24 09:00:00,Top Esports,Team WE,3,1,1
8882,CBLOL 2020 Split 1,Circuit Brazilian League of Legends,CBLOL,2020-04-24 16:00:00,Vivo Keyd,FURIA Uppercut,1,0,1
8883,CBLOL 2020 Split 1,Circuit Brazilian League of Legends,CBLOL,2020-04-24 17:00:00,KaBuM! Esports,paiN Gaming,1,0,1
8884,CBLOL 2020 Split 1,Circuit Brazilian League of Legends,CBLOL,2020-04-24 18:00:00,Flamengo Esports,Redemption eSports Porto Alegre,1,0,1
8885,CBLOL 2020 Split 1,Circuit Brazilian League of Legends,CBLOL,2020-04-24 19:00:00,INTZ,Prodigy Esports,0,1,2
4786,LCK 2020 Spring Playoffs,LoL Champions Korea,LCK,2020-04-25 08:00:00,Gen.G,T1,0,3,2
7208,LPL 2020 Spring Playoffs,Tencent LoL Pro League,LPL,2020-04-25 09:00:00,FunPlus Phoenix,EDward Gaming,3,1,1
8886,CBLOL 2020 Split 1,Circuit Brazilian League of Legends,CBLOL,2020-04-25 16:00:00,KaBuM! Esports,Flamengo Esports,1,0,1
8887,CBLOL 2020 Split 1,Circuit Brazilian League of Legends,CBLOL,2020-04-25 17:00:00,Redemption eSports Porto Alegre,Vivo Keyd,1,0,1
8888,CBLOL 2020 Split 1,Circuit Brazilian League of Legends,CBLOL,2020-04-25 18:00:00,FURIA Uppercut,INTZ,1,0,1
8889,CBLOL 2020 Split 1,Circuit Brazilian League of Legends,CBLOL,2020-04-25 19:00:00,paiN Gaming,Prodigy Esports,1,0,1
11668,LLA 2020 Opening Playoffs,Liga Latinoamerica,LLA,2020-04-25 20:00:00,INFINITY,Isurus,1,3,2
7209,LPL 2020 Spring Playoffs,Tencent LoL Pro League,LPL,2020-04-26 09:00:00,Invictus Gaming,Top Esports,1,3,2
10126,LCL 2020 Spring Playoffs,LoL Continental League,LCL,2020-04-26 13:00:00,Unicorns of Love.CIS,RoX (2014 CIS Team),3,0,1
8890,CBLOL 2020 Split 1,Circuit Brazilian League of Legends,CBLOL,2020-04-26 16:00:00,Prodigy Esports,Redemption eSports Porto Alegre,1,0,1
8891,CBLOL 2020 Split 1,Circuit Brazilian League of Legends,CBLOL,2020-04-26 17:00:00,paiN Gaming,FURIA Uppercut,0,1,2
8892,CBLOL 2020 Split 1,Circuit Brazilian League of Legends,CBLOL,2020-04-26 18:00:00,Vivo Keyd,KaBuM! Esports,0,1,2
8893,CBLOL 2020 Split 1,Circuit Brazilian League of Legends,CBLOL,2020-04-26 19:00:00,Flamengo Esports,INTZ,1,0,1
11669,LLA 2020 Opening Playoffs,Liga Latinoamerica,LLA,2020-04-26 20:00:00,Rainbow7,Isurus,1,3,2
7210,LPL 2020 Spring Playoffs,Tencent LoL Pro League,LPL,2020-04-27 09:00:00,JD Gaming,FunPlus Phoenix,3,0,1
15424,TCL 2020 Winter Playoffs,Turkish Championship League,TCL,2020-04-27 11:00:00,Papara SuperMassive,Team AURORA,1,3,2
4886,LCK 2020 Summer Promotion,LoL Champions Korea,LCK,2020-04-28 08:00:00,SANDBOX Gaming,Team Dynamics,0,2,2
15425,TCL 2020 Winter Playoffs,Turkish Championship League,TCL,2020-04-28 11:00:00,Istanbul Wildcats,Galakticos,3,0,1
4887,LCK 2020 Summer Promotion,LoL Champions Korea,LCK,2020-04-28 11:00:00,Griffin (Korean Team),Seorabeol Gaming,1,2,2
4888,LCK 2020 Summer Promotion,LoL Champions Korea,LCK,2020-04-29 08:00:00,Team Dynamics,Seorabeol Gaming,2,0,1
7211,LPL 2020 Spring Playoffs,Tencent LoL Pro League,LPL,2020-04-29 09:00:00,Invictus Gaming,FunPlus Phoenix,0,3,2
4889,LCK 2020 Summer Promotion,LoL Champions Korea,LCK,2020-04-29 11:00:00,SANDBOX Gaming,Griffin (Korean Team),2,0,1
4890,LCK 2020 Summer Promotion,LoL Champions Korea,LCK,2020-04-30 08:00:00,Seorabeol Gaming,SANDBOX Gaming,0,3,2
13913,VCS 2020 Summer Promotion,Vietnam Championship Series,VCS,2020-05-01 04:00:00,FTV Esports,QTV Gaming,3,0,1
13914,VCS 2020 Summer Promotion,Vietnam Championship Series,VCS,2020-05-01 09:00:00,OverPower Esports,Percent Esports,3,1,1
13915,VCS 2020 Summer Promotion,Vietnam Championship Series,VCS,2020-05-02 04:00:00,QTV Gaming,Percent Esports,0,3,2
12893,PCS 2020 Spring Playoffs,Pacific Championship Series,PCS,2020-05-02 07:00:00,ahq eSports Club,Hong Kong Attitude,2,0,1
13916,VCS 2020 Summer Promotion,Vietnam Championship Series,VCS,2020-05-02 09:00:00,FTV Esports,OverPower Esports,1,3,2
7212,LPL 2020 Spring Playoffs,Tencent LoL Pro League,LPL,2020-05-02 09:00:00,Top Esports,JD Gaming,2,3,2
12894,PCS 2020 Spring Playoffs,Pacific Championship Series,PCS,2020-05-02 10:00:00,Talon Esports,ahq eSports Club,3,2,1
8894,CBLOL 2020 Split 1 Playoffs,Circuit Brazilian League of Legends,CBLOL,2020-05-02 16:00:00,Vivo Keyd,KaBuM! Esports,0,3,2
11670,LLA 2020 Opening Playoffs,Liga Latinoamerica,LLA,2020-05-02 20:00:00,All Knights,Isurus,3,2,1
10884,LJL 2020 Spring Playoffs,LoL Japan League,LJL,2020-05-03 08:00:00,DetonatioN FocusMe,V3 Esports,3,1,1
13917,VCS 2020 Summer Promotion,Vietnam Championship Series,VCS,2020-05-03 08:00:00,FTV Esports,Percent Esports,2,3,2
12895,PCS 2020 Spring Playoffs,Pacific Championship Series,PCS,2020-05-03 09:00:00,Machi Esports,Talon Esports,2,3,2
8895,CBLOL 2020 Split 1 Playoffs,Circuit Brazilian League of Legends,CBLOL,2020-05-03 16:00:00,Flamengo Esports,FURIA Uppercut,3,0,1
10885,LJL 2020 Spring Playoffs,LoL Japan League,LJL,2020-05-04 08:00:00,Sengoku Gaming,DetonatioN FocusMe,1,3,2
15426,TCL 2020 Winter Playoffs,Turkish Championship League,TCL,2020-05-04 11:00:00,Fenerbahçe Esports,Team AURORA,3,2,1
15427,TCL 2020 Winter Playoffs,Turkish Championship League,TCL,2020-05-05 11:00:00,Dark Passage,Istanbul Wildcats,0,3,2
8896,CBLOL 2020 Split 1 Playoffs,Circuit Brazilian League of Legends,CBLOL,2020-05-09 16:00:00,KaBuM! Esports,Flamengo Esports,3,0,1
15428,TCL 2020 Winter Playoffs,Turkish Championship League,TCL,2020-05-11 11:00:00,Fenerbahçe Esports,Istanbul Wildcats,3,0,1
8985,CBLOL 2020 Split 2 Promotion,Circuit Brazilian League of Legends,CBLOL,2020-05-19 21:00:00,INTZ,Team oNe eSports,3,2,1
12702,OPL 2020 Split 2,Oceanic Pro League,OPL,2020-06-05 06:00:00,Chiefs Esports Club,Pentanet.GG,0,1,2
12703,OPL 2020 Split 2,Oceanic Pro League,OPL,2020-06-05 07:00:00,Avant Gaming,MAMMOTH,1,0,1
12704,OPL 2020 Split 2,Oceanic Pro League,OPL,2020-06-05 08:00:00,ORDER,Gravitas,1,0,1
7213,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-05 09:00:00,EDward Gaming,Team WE,1,2,2
12705,OPL 2020 Split 2,Oceanic Pro League,OPL,2020-06-05 09:00:00,Legacy Esports,Dire Wolves,1,0,1
7214,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-05 11:00:00,LNG Esports,Suning,0,2,2
12706,OPL 2020 Split 2,Oceanic Pro League,OPL,2020-06-06 06:00:00,Chiefs Esports Club,Gravitas,1,0,1
12707,OPL 2020 Split 2,Oceanic Pro League,OPL,2020-06-06 07:00:00,Avant Gaming,Dire Wolves,1,0,1
12708,OPL 2020 Split 2,Oceanic Pro League,OPL,2020-06-06 08:00:00,Pentanet.GG,MAMMOTH,1,0,1
12709,OPL 2020 Split 2,Oceanic Pro League,OPL,2020-06-06 09:00:00,ORDER,Legacy Esports,0,1,2
7215,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-06 09:00:00,Victory Five,Dominus Esports,2,0,1
15255,TCL 2020 Summer,Turkish Championship League,TCL,2020-06-06 11:00:00,Fenerbahçe Esports,Istanbul Wildcats,0,1,2
7216,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-06 11:00:00,Oh My God,Royal Never Give Up,0,2,2
15256,TCL 2020 Summer,Turkish Championship League,TCL,2020-06-06 12:00:00,Dark Passage,Team AURORA,1,0,1
15257,TCL 2020 Summer,Turkish Championship League,TCL,2020-06-06 13:00:00,Galakticos,Beşiktaş Esports,0,1,2
15258,TCL 2020 Summer,Turkish Championship League,TCL,2020-06-06 14:00:00,Galatasaray Esports,5 Ronin,1,0,1
15259,TCL 2020 Summer,Turkish Championship League,TCL,2020-06-06 15:00:00,Royal Youth,Papara SuperMassive,0,1,2
8898,CBLOL 2020 Split 2,Circuit Brazilian League of Legends,CBLOL,2020-06-06 16:00:00,paiN Gaming,Flamengo Esports,1,0,1
8899,CBLOL 2020 Split 2,Circuit Brazilian League of Legends,CBLOL,2020-06-06 17:00:00,FURIA,INTZ,0,1,2
8900,CBLOL 2020 Split 2,Circuit Brazilian League of Legends,CBLOL,2020-06-06 18:00:00,Santos e-Sports,Vivo Keyd,1,0,1
8901,CBLOL 2020 Split 2,Circuit Brazilian League of Legends,CBLOL,2020-06-06 19:00:00,Prodigy Esports,KaBuM! Esports,0,1,2
7217,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-07 09:00:00,Team WE,Suning,1,2,2
15260,TCL 2020 Summer,Turkish Championship League,TCL,2020-06-07 11:00:00,Team AURORA,Fenerbahçe Esports,0,1,2
7218,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-07 11:00:00,Bilibili Gaming,Vici Gaming,0,2,2
15261,TCL 2020 Summer,Turkish Championship League,TCL,2020-06-07 12:00:00,Papara SuperMassive,Istanbul Wildcats,0,1,2
15262,TCL 2020 Summer,Turkish Championship League,TCL,2020-06-07 13:00:00,5 Ronin,Royal Youth,0,1,2
15263,TCL 2020 Summer,Turkish Championship League,TCL,2020-06-07 14:00:00,Galatasaray Esports,Galakticos,0,1,2
15264,TCL 2020 Summer,Turkish Championship League,TCL,2020-06-07 15:00:00,Beşiktaş Esports,Dark Passage,1,0,1
8902,CBLOL 2020 Split 2,Circuit Brazilian League of Legends,CBLOL,2020-06-07 16:00:00,Flamengo Esports,INTZ,0,1,2
8903,CBLOL 2020 Split 2,Circuit Brazilian League of Legends,CBLOL,2020-06-07 17:00:00,FURIA,Prodigy Esports,0,1,2
8904,CBLOL 2020 Split 2,Circuit Brazilian League of Legends,CBLOL,2020-06-07 18:00:00,Vivo Keyd,KaBuM! Esports,0,1,2
8905,CBLOL 2020 Split 2,Circuit Brazilian League of Legends,CBLOL,2020-06-07 19:00:00,Santos e-Sports,paiN Gaming,1,0,1
7219,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-08 09:00:00,Oh My God,Victory Five,1,2,2
7220,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-08 11:00:00,LGD Gaming,eStar (Chinese Team),2,1,1
7221,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-09 09:00:00,FunPlus Phoenix,LNG Esports,1,2,2
7222,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-09 11:00:00,Rogue Warriors,Top Esports,0,2,2
7223,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-10 09:00:00,Vici Gaming,Royal Never Give Up,0,2,2
7224,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-10 11:00:00,Suning,JD Gaming,0,2,2
7225,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-11 09:00:00,Dominus Esports,eStar (Chinese Team),0,2,2
7226,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-11 11:00:00,Team WE,Invictus Gaming,2,0,1
12710,OPL 2020 Split 2,Oceanic Pro League,OPL,2020-06-12 06:00:00,Chiefs Esports Club,Avant Gaming,1,0,1
12711,OPL 2020 Split 2,Oceanic Pro League,OPL,2020-06-12 07:00:00,Legacy Esports,Gravitas,1,0,1
12712,OPL 2020 Split 2,Oceanic Pro League,OPL,2020-06-12 08:00:00,Dire Wolves,MAMMOTH,1,0,1
7227,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-12 09:00:00,Royal Never Give Up,LNG Esports,0,2,2
12713,OPL 2020 Split 2,Oceanic Pro League,OPL,2020-06-12 09:00:00,ORDER,Pentanet.GG,1,0,1
7228,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-12 11:00:00,FunPlus Phoenix,Bilibili Gaming,2,0,1
3277,LEC 2020 Summer,LoL EMEA Championship,LEC,2020-06-12 16:00:00,MAD Lions,G2 Esports,0,1,2
3278,LEC 2020 Summer,LoL EMEA Championship,LEC,2020-06-12 17:00:00,Team Vitality,FC Schalke 04 Esports,1,0,1
3279,LEC 2020 Summer,LoL EMEA Championship,LEC,2020-06-12 18:00:00,Origen,SK Gaming,0,1,2
3280,LEC 2020 Summer,LoL EMEA Championship,LEC,2020-06-12 19:00:00,Rogue (European Team),Excel Esports,1,0,1
3281,LEC 2020 Summer,LoL EMEA Championship,LEC,2020-06-12 20:00:00,Misfits Gaming,Fnatic,0,1,2
2187,LCS 2020 Summer,League of Legends Championship Series,LCS,2020-06-13 01:00:00,100 Thieves,Evil Geniuses.NA,0,1,2
2188,LCS 2020 Summer,League of Legends Championship Series,LCS,2020-06-13 02:00:00,FlyQuest,Cloud9,0,1,2
10886,LJL 2020 Summer,LoL Japan League,LJL,2020-06-13 04:00:00,AXIZ,Crest Gaming Act,0,1,2
10887,LJL 2020 Summer,LoL Japan League,LJL,2020-06-13 05:15:00,V3 Esports,AXIZ,1,0,1
12714,OPL 2020 Split 2,Oceanic Pro League,OPL,2020-06-13 06:00:00,Legacy Esports,MAMMOTH,1,0,1
10888,LJL 2020 Summer,LoL Japan League,LJL,2020-06-13 06:30:00,Crest Gaming Act,Burning Core,1,0,1
12715,OPL 2020 Split 2,Oceanic Pro League,OPL,2020-06-13 07:00:00,ORDER,Chiefs Esports Club,0,1,2
10889,LJL 2020 Summer,LoL Japan League,LJL,2020-06-13 07:45:00,Burning Core,V3 Esports,0,1,2
12716,OPL 2020 Split 2,Oceanic Pro League,OPL,2020-06-13 08:00:00,Avant Gaming,Gravitas,0,1,2
7229,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-13 09:00:00,Victory Five,LGD Gaming,1,2,2
10890,LJL 2020 Summer,LoL Japan League,LJL,2020-06-13 09:00:00,Sengoku Gaming,Rascal Jester,1,0,1
12717,OPL 2020 Split 2,Oceanic Pro League,OPL,2020-06-13 09:00:00,Dire Wolves,Pentanet.GG,1,0,1
10891,LJL 2020 Summer,LoL Japan League,LJL,2020-06-13 10:15:00,DetonatioN FocusMe,Sengoku Gaming,0,1,2
7230,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-13 11:00:00,Oh My God,EDward Gaming,0,2,2
15265,TCL 2020 Summer,Turkish Championship League,TCL,2020-06-13 11:00:00,Fenerbahçe Esports,Papara SuperMassive,1,0,1
10892,LJL 2020 Summer,LoL Japan League,LJL,2020-06-13 11:30:00,Fukuoka SoftBank HAWKS gaming,DetonatioN FocusMe,0,1,2
15266,TCL 2020 Summer,Turkish Championship League,TCL,2020-06-13 12:00:00,Istanbul Wildcats,5 Ronin,1,0,1
10893,LJL 2020 Summer,LoL Japan League,LJL,2020-06-13 12:45:00,Rascal Jester,Fukuoka SoftBank HAWKS gaming,0,1,2
15267,TCL 2020 Summer,Turkish Championship League,TCL,2020-06-13 13:00:00,Dark Passage,Galatasaray Esports,1,0,1
15268,TCL 2020 Summer,Turkish Championship League,TCL,2020-06-13 14:00:00,Royal Youth,Galakticos,0,1,2
3282,LEC 2020 Summer,LoL EMEA Championship,LEC,2020-06-13 15:00:00,FC Schalke 04 Esports,SK Gaming,0,1,2
15269,TCL 2020 Summer,Turkish Championship League,TCL,2020-06-13 15:00:00,Team AURORA,Beşiktaş Esports,0,1,2
8906,CBLOL 2020 Split 2,Circuit Brazilian League of Legends,CBLOL,2020-06-13 16:00:00,Vivo Keyd,Prodigy Esports,1,0,1
3283,LEC 2020 Summer,LoL EMEA Championship,LEC,2020-06-13 16:00:00,Rogue (European Team),Misfits Gaming,1,0,1
8907,CBLOL 2020 Split 2,Circuit Brazilian League of Legends,CBLOL,2020-06-13 17:00:00,KaBuM! Esports,Santos e-Sports,0,1,2
3284,LEC 2020 Summer,LoL EMEA Championship,LEC,2020-06-13 17:00:00,Excel Esports,MAD Lions,0,1,2
