Tournament,League,Date,Team1,Team2,WinTeam,Team1Kills,Team2Kills,Team1Gold,Team2Gold,Team1Dragons,Team2Dragons,Team1Barons,Team2Barons,Team1RiftHeralds,Team2RiftHeralds,Team1Towers,Team2Towers,Team1Inhibitors,Team2Inhibitors,Year,Team_T1,Region_code_T1,Team_T2,Region_code_T2,Team_Win,Region_code_Win,Blue/Red
Worlds 2021 Main Event,WCS,2021-10-22 13:57:00,Hanwha Life Esports,T1,T1,1.0,18.0,44584.0,60714.0,1.0,4.0,0.0,2.0,1.0,1.0,0.0,10.0,0.0,3.0,2021,HLE,KR,T1,KR,T1,KR,Red
Worlds 2021 Main Event,WCS,2021-10-23 11:20:00,EDward Gaming,Royal Never Give Up,Royal Never Give Up,8.0,14.0,47827.0,57894.0,0.0,4.0,0.0,1.0,0.0,2.0,2.0,10.0,0.0,2.0,2021,EDG,CN,RNG,CN,RNG,CN,Red
Worlds 2021 Main Event,WCS,2021-10-23 12:44:00,EDward Gaming,Royal Never Give Up,EDward Gaming,23.0,12.0,58595.0,46994.0,2.0,2.0,1.0,0.0,2.0,0.0,10.0,2.0,2.0,0.0,2021,EDG,CN,RNG,CN,EDG,CN,Blue
Worlds 2021 Main Event,WCS,2021-10-23 13:38:00,Royal Never Give Up,EDward Gaming,EDward Gaming,15.0,16.0,64753.0,73017.0,1.0,4.0,0.0,2.0,0.0,2.0,2.0,10.0,0.0,2.0,2021,RNG,CN,EDG,CN,EDG,CN,Red
Worlds 2021 Main Event,WCS,2021-10-23 14:42:00,EDward Gaming,Royal Never Give Up,Royal Never Give Up,5.0,19.0,41507.0,56213.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,9.0,0.0,1.0,2021,EDG,CN,RNG,CN,RNG,CN,Red
Worlds 2021 Main Event,WCS,2021-10-23 15:32:00,EDward Gaming,Royal Never Give Up,EDward Gaming,18.0,4.0,57964.0,44705.0,3.0,1.0,1.0,0.0,2.0,0.0,9.0,2.0,1.0,0.0,2021,EDG,CN,RNG,CN,EDG,CN,Blue
Worlds 2021 Main Event,WCS,2021-10-24 11:27:00,DWG KIA,MAD Lions,DWG KIA,16.0,3.0,57927.0,47346.0,3.0,0.0,2.0,0.0,2.0,0.0,11.0,4.0,5.0,0.0,2021,DK,KR,MAD,EMEA,DK,KR,Blue
Worlds 2021 Main Event,WCS,2021-10-24 12:41:00,MAD Lions,DWG KIA,DWG KIA,20.0,22.0,63776.0,67582.0,4.0,1.0,0.0,1.0,2.0,0.0,5.0,9.0,0.0,1.0,2021,MAD,EMEA,DK,KR,DK,KR,Red
Worlds 2021 Main Event,WCS,2021-10-24 13:42:00,MAD Lions,DWG KIA,DWG KIA,19.0,32.0,67683.0,77645.0,1.0,4.0,1.0,1.0,0.0,2.0,5.0,8.0,0.0,1.0,2021,MAD,EMEA,DK,KR,DK,KR,Red
Worlds 2021 Main Event,WCS,2021-10-25 11:21:00,Gen.G,Cloud9,Gen.G,16.0,11.0,81420.0,72228.0,2.0,4.0,2.0,1.0,2.0,0.0,11.0,6.0,3.0,0.0,2021,GEN,KR,C9,NA,GEN,KR,Blue
Worlds 2021 Main Event,WCS,2021-10-25 12:58:00,Cloud9,Gen.G,Gen.G,4.0,20.0,38666.0,54107.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,10.0,0.0,2.0,2021,C9,NA,GEN,KR,GEN,KR,Red
Worlds 2021 Main Event,WCS,2021-10-25 13:39:00,Cloud9,Gen.G,Gen.G,10.0,17.0,58906.0,63928.0,0.0,4.0,0.0,1.0,2.0,0.0,4.0,8.0,0.0,1.0,2021,C9,NA,GEN,KR,GEN,KR,Red
Worlds 2021 Main Event,WCS,2021-10-30 11:26:00,DWG KIA,T1,DWG KIA,15.0,4.0,57706.0,48402.0,3.0,0.0,1.0,0.0,2.0,0.0,11.0,4.0,3.0,0.0,2021,DK,KR,T1,KR,DK,KR,Blue
Worlds 2021 Main Event,WCS,2021-10-30 12:42:00,T1,DWG KIA,T1,13.0,5.0,66202.0,58820.0,3.0,2.0,1.0,0.0,1.0,1.0,7.0,3.0,1.0,0.0,2021,T1,KR,DK,KR,T1,KR,Blue
Worlds 2021 Main Event,WCS,2021-10-30 13:45:00,DWG KIA,T1,T1,10.0,22.0,60753.0,74332.0,3.0,2.0,0.0,2.0,2.0,0.0,3.0,11.0,0.0,3.0,2021,DK,KR,T1,KR,T1,KR,Red
Worlds 2021 Main Event,WCS,2021-10-30 14:47:00,DWG KIA,T1,DWG KIA,18.0,1.0,58851.0,46204.0,4.0,0.0,1.0,0.0,2.0,0.0,11.0,2.0,3.0,0.0,2021,DK,KR,T1,KR,DK,KR,Blue
Worlds 2021 Main Event,WCS,2021-10-30 15:43:00,T1,DWG KIA,DWG KIA,7.0,15.0,57976.0,64161.0,0.0,5.0,1.0,0.0,2.0,0.0,3.0,7.0,0.0,1.0,2021,T1,KR,DK,KR,DK,KR,Red
Worlds 2021 Main Event,WCS,2021-10-31 11:21:00,EDward Gaming,Gen.G,EDward Gaming,12.0,11.0,66819.0,61333.0,4.0,1.0,1.0,2.0,2.0,0.0,10.0,4.0,1.0,0.0,2021,EDG,CN,GEN,KR,EDG,CN,Blue
Worlds 2021 Main Event,WCS,2021-10-31 12:48:00,Gen.G,EDward Gaming,Gen.G,15.0,3.0,59435.0,48964.0,2.0,1.0,1.0,0.0,1.0,1.0,10.0,3.0,2.0,0.0,2021,GEN,KR,EDG,CN,GEN,KR,Blue
Worlds 2021 Main Event,WCS,2021-10-31 13:43:00,EDward Gaming,Gen.G,Gen.G,11.0,16.0,67540.0,72520.0,4.0,2.0,0.0,1.0,0.0,2.0,5.0,11.0,0.0,2.0,2021,EDG,CN,GEN,KR,GEN,KR,Red
Worlds 2021 Main Event,WCS,2021-10-31 14:48:00,EDward Gaming,Gen.G,EDward Gaming,21.0,6.0,60574.0,47656.0,1.0,3.0,1.0,0.0,1.0,1.0,9.0,3.0,2.0,0.0,2021,EDG,CN,GEN,KR,EDG,CN,Blue
Worlds 2021 Main Event,WCS,2021-10-31 15:49:00,Gen.G,EDward Gaming,EDward Gaming,3.0,19.0,49180.0,65579.0,0.0,4.0,0.0,2.0,1.0,1.0,2.0,11.0,0.0,2.0,2021,GEN,KR,EDG,CN,EDG,CN,Red
Worlds 2021 Main Event,WCS,2021-11-06 11:32:00,DWG KIA,EDward Gaming,EDward Gaming,4.0,16.0,55994.0,67949.0,0.0,4.0,0.0,1.0,1.0,1.0,4.0,11.0,0.0,3.0,2021,DK,KR,EDG,CN,EDG,CN,Red
Worlds 2021 Main Event,WCS,2021-11-06 12:59:00,DWG KIA,EDward Gaming,DWG KIA,22.0,3.0,62481.0,49708.0,3.0,1.0,1.0,1.0,1.0,1.0,10.0,2.0,1.0,0.0,2021,DK,KR,EDG,CN,DK,KR,Blue
Worlds 2021 Main Event,WCS,2021-11-06 13:58:00,EDward Gaming,DWG KIA,DWG KIA,7.0,17.0,54934.0,61496.0,0.0,4.0,0.0,1.0,1.0,1.0,3.0,6.0,0.0,1.0,2021,EDG,CN,DK,KR,DK,KR,Red
Worlds 2021 Main Event,WCS,2021-11-06 15:03:00,EDward Gaming,DWG KIA,EDward Gaming,6.0,3.0,60933.0,51797.0,4.0,0.0,1.0,0.0,2.0,0.0,9.0,2.0,1.0,0.0,2021,EDG,CN,DK,KR,EDG,CN,Blue
Worlds 2021 Main Event,WCS,2021-11-06 16:03:00,DWG KIA,EDward Gaming,EDward Gaming,10.0,21.0,67348.0,74144.0,1.0,5.0,1.0,1.0,2.0,0.0,6.0,11.0,0.0,3.0,2021,DK,KR,EDG,CN,EDG,CN,Red
Worlds 2022 Play-In,WCS,2022-09-29 20:44:00,Isurus,MAD Lions,MAD Lions,12.0,22.0,63282.0,76009.0,2.0,2.0,0.0,3.0,0.0,2.0,5.0,10.0,0.0,1.0,2022,ISG,LAT,MAD,EMEA,MAD,EMEA,Red
Worlds 2022 Play-In,WCS,2022-09-29 22:35:00,Fnatic,Evil Geniuses.NA,Fnatic,10.0,2.0,59587.0,45801.0,3.0,1.0,1.0,0.0,2.0,0.0,10.0,2.0,2.0,0.0,2022,FNC,EMEA,EG,NA,FNC,EMEA,Blue
Worlds 2022 Play-In,WCS,2022-09-29 23:40:00,LOUD,Beyond Gaming,Beyond Gaming,3.0,21.0,44427.0,56850.0,0.0,4.0,0.0,1.0,2.0,0.0,3.0,9.0,0.0,1.0,2022,LLL,BR,BYG,PCS,BYG,PCS,Red
Worlds 2022 Play-In,WCS,2022-09-30 00:40:00,MAD Lions,Istanbul Wildcats,MAD Lions,20.0,11.0,70692.0,60724.0,2.0,3.0,1.0,1.0,2.0,0.0,9.0,4.0,1.0,0.0,2022,MAD,EMEA,IW,EMEA,MAD,EMEA,Blue
Worlds 2022 Play-In,WCS,2022-09-30 01:55:00,Chiefs Esports Club,Fnatic,Fnatic,6.0,17.0,48901.0,60855.0,1.0,2.0,0.0,1.0,2.0,0.0,3.0,9.0,0.0,1.0,2022,CHF,PCS,FNC,EMEA,FNC,EMEA,Red
Worlds 2022 Play-In,WCS,2022-09-30 03:03:00,DetonatioN FocusMe,LOUD,LOUD,5.0,21.0,35465.0,46848.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,9.0,0.0,2.0,2022,DFM,JP,LLL,BR,LLL,BR,Red
Worlds 2022 Play-In,WCS,2022-09-30 04:03:00,Saigon Buffalo,Istanbul Wildcats,Saigon Buffalo,19.0,14.0,67261.0,56883.0,2.0,2.0,2.0,0.0,1.0,1.0,10.0,3.0,3.0,0.0,2022,SGB,VN,IW,EMEA,SGB,VN,Blue
Worlds 2022 Play-In,WCS,2022-09-30 05:06:00,DRX,Royal Never Give Up,DRX,18.0,9.0,77429.0,70163.0,4.0,3.0,1.0,1.0,2.0,0.0,9.0,3.0,2.0,0.0,2022,DRX,KR,RNG,CN,DRX,KR,Blue
Worlds 2022 Play-In,WCS,2022-09-30 20:11:00,Fnatic,DetonatioN FocusMe,Fnatic,20.0,12.0,66107.0,53229.0,3.0,1.0,2.0,0.0,1.0,1.0,9.0,3.0,1.0,0.0,2022,FNC,EMEA,DFM,JP,FNC,EMEA,Blue
Worlds 2022 Play-In,WCS,2022-09-30 21:23:00,Evil Geniuses.NA,LOUD,Evil Geniuses.NA,25.0,13.0,66402.0,57069.0,2.0,2.0,1.0,0.0,1.0,1.0,9.0,4.0,1.0,0.0,2022,EG,NA,LLL,BR,EG,NA,Blue
Worlds 2022 Play-In,WCS,2022-09-30 22:29:00,Saigon Buffalo,Isurus,Saigon Buffalo,26.0,10.0,61203.0,44891.0,2.0,1.0,1.0,0.0,2.0,0.0,10.0,2.0,2.0,0.0,2022,SGB,VN,ISG,LAT,SGB,VN,Blue
Worlds 2022 Play-In,WCS,2022-09-30 23:23:00,DetonatioN FocusMe,Chiefs Esports Club,DetonatioN FocusMe,19.0,10.0,61871.0,50349.0,2.0,2.0,1.0,0.0,1.0,1.0,9.0,2.0,1.0,0.0,2022,DFM,JP,CHF,PCS,DFM,JP,Blue
Worlds 2022 Play-In,WCS,2022-10-01 00:20:00,Evil Geniuses.NA,Beyond Gaming,Evil Geniuses.NA,16.0,5.0,62401.0,50382.0,2.0,2.0,1.0,0.0,2.0,0.0,7.0,1.0,1.0,0.0,2022,EG,NA,BYG,PCS,EG,NA,Blue
Worlds 2022 Play-In,WCS,2022-10-01 01:19:00,DRX,Saigon Buffalo,DRX,11.0,3.0,49333.0,37099.0,2.0,1.0,1.0,0.0,1.0,1.0,8.0,0.0,1.0,0.0,2022,DRX,KR,SGB,VN,DRX,KR,Blue
Worlds 2022 Play-In,WCS,2022-10-01 02:13:00,MAD Lions,Royal Never Give Up,Royal Never Give Up,10.0,21.0,52847.0,64685.0,0.0,4.0,0.0,1.0,1.0,1.0,2.0,11.0,0.0,3.0,2022,MAD,EMEA,RNG,CN,RNG,CN,Red
Worlds 2022 Play-In,WCS,2022-10-01 03:12:00,Istanbul Wildcats,DRX,DRX,10.0,26.0,41280.0,58097.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,11.0,0.0,2.0,2022,IW,EMEA,DRX,KR,DRX,KR,Red
Worlds 2022 Play-In,WCS,2022-10-01 20:11:00,LOUD,Fnatic,LOUD,20.0,6.0,55521.0,45420.0,3.0,0.0,1.0,0.0,1.0,1.0,10.0,3.0,1.0,0.0,2022,LLL,BR,FNC,EMEA,LLL,BR,Blue
Worlds 2022 Play-In,WCS,2022-10-01 21:05:00,MAD Lions,Saigon Buffalo,MAD Lions,20.0,10.0,66394.0,57913.0,1.0,3.0,1.0,0.0,0.0,2.0,8.0,2.0,1.0,0.0,2022,MAD,EMEA,SGB,VN,MAD,EMEA,Blue
Worlds 2022 Play-In,WCS,2022-10-01 22:12:00,Beyond Gaming,DetonatioN FocusMe,DetonatioN FocusMe,20.0,26.0,67943.0,79847.0,1.0,4.0,0.0,3.0,1.0,1.0,2.0,11.0,0.0,3.0,2022,BYG,PCS,DFM,JP,DFM,JP,Red
Worlds 2022 Play-In,WCS,2022-10-01 23:17:00,Evil Geniuses.NA,Chiefs Esports Club,Evil Geniuses.NA,19.0,6.0,54996.0,37636.0,2.0,1.0,1.0,0.0,2.0,0.0,10.0,0.0,2.0,0.0,2022,EG,NA,CHF,PCS,EG,NA,Blue
Worlds 2022 Play-In,WCS,2022-10-02 00:08:00,Royal Never Give Up,Isurus,Royal Never Give Up,33.0,6.0,62978.0,39516.0,3.0,0.0,1.0,0.0,2.0,0.0,11.0,1.0,3.0,0.0,2022,RNG,CN,ISG,LAT,RNG,CN,Blue
Worlds 2022 Play-In,WCS,2022-10-02 01:00:00,Chiefs Esports Club,Beyond Gaming,Beyond Gaming,4.0,13.0,39909.0,51248.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,9.0,0.0,2.0,2022,CHF,PCS,BYG,PCS,BYG,PCS,Red
Worlds 2022 Play-In,WCS,2022-10-02 01:51:00,Royal Never Give Up,Istanbul Wildcats,Royal Never Give Up,24.0,12.0,63860.0,49816.0,4.0,0.0,1.0,0.0,2.0,0.0,11.0,2.0,3.0,0.0,2022,RNG,CN,IW,EMEA,RNG,CN,Blue
Worlds 2022 Play-In,WCS,2022-10-02 02:47:00,Isurus,DRX,DRX,5.0,23.0,34537.0,47850.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,7.0,0.0,1.0,2022,ISG,LAT,DRX,KR,DRX,KR,Red
Worlds 2022 Play-In,WCS,2022-10-02 20:11:00,Beyond Gaming,Fnatic,Fnatic,7.0,23.0,51462.0,66270.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,10.0,0.0,1.0,2022,BYG,PCS,FNC,EMEA,FNC,EMEA,Red
Worlds 2022 Play-In,WCS,2022-10-02 21:10:00,LOUD,Chiefs Esports Club,LOUD,29.0,18.0,60464.0,50772.0,2.0,2.0,1.0,0.0,2.0,0.0,9.0,2.0,1.0,0.0,2022,LLL,BR,CHF,PCS,LLL,BR,Blue
Worlds 2022 Play-In,WCS,2022-10-02 22:07:00,DetonatioN FocusMe,Evil Geniuses.NA,DetonatioN FocusMe,18.0,14.0,72826.0,67155.0,3.0,2.0,1.0,1.0,2.0,0.0,7.0,2.0,1.0,0.0,2022,DFM,JP,EG,NA,DFM,JP,Blue
Worlds 2022 Play-In,WCS,2022-10-02 23:14:00,Istanbul Wildcats,Isurus,Isurus,11.0,20.0,49364.0,59552.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,8.0,0.0,1.0,2022,IW,EMEA,ISG,LAT,ISG,LAT,Red
Worlds 2022 Play-In,WCS,2022-10-03 00:10:00,DRX,MAD Lions,DRX,14.0,10.0,60316.0,60763.0,0.0,4.0,0.0,2.0,0.0,2.0,7.0,5.0,1.0,0.0,2022,DRX,KR,MAD,EMEA,DRX,KR,Blue
Worlds 2022 Play-In,WCS,2022-10-03 01:09:00,Royal Never Give Up,Saigon Buffalo,Royal Never Give Up,9.0,9.0,63454.0,53434.0,3.0,2.0,1.0,0.0,1.0,1.0,10.0,2.0,2.0,0.0,2022,RNG,CN,SGB,VN,RNG,CN,Blue
Worlds 2022 Play-In,WCS,2022-10-03 02:07:00,Evil Geniuses.NA,DetonatioN FocusMe,Evil Geniuses.NA,22.0,8.0,57200.0,47433.0,3.0,1.0,1.0,0.0,2.0,0.0,9.0,3.0,1.0,0.0,2022,EG,NA,DFM,JP,EG,NA,Blue
Worlds 2022 Play-In,WCS,2022-10-03 03:03:00,LOUD,Evil Geniuses.NA,Evil Geniuses.NA,6.0,26.0,41317.0,58609.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,11.0,0.0,3.0,2022,LLL,BR,EG,NA,EG,NA,Red
Worlds 2022 Play-In,WCS,2022-10-03 18:12:00,MAD Lions,Saigon Buffalo,MAD Lions,16.0,6.0,65347.0,54871.0,2.0,2.0,2.0,0.0,2.0,0.0,11.0,3.0,3.0,0.0,2022,MAD,EMEA,SGB,VN,MAD,EMEA,Blue
Worlds 2022 Play-In,WCS,2022-10-03 19:06:00,MAD Lions,Saigon Buffalo,Saigon Buffalo,7.0,17.0,41968.0,50602.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,10.0,0.0,3.0,2022,MAD,EMEA,SGB,VN,SGB,VN,Red
Worlds 2022 Play-In,WCS,2022-10-03 19:54:00,Saigon Buffalo,MAD Lions,MAD Lions,9.0,19.0,36520.0,50497.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,9.0,0.0,1.0,2022,SGB,VN,MAD,EMEA,MAD,EMEA,Red
Worlds 2022 Play-In,WCS,2022-10-03 20:41:00,Saigon Buffalo,MAD Lions,MAD Lions,14.0,22.0,59693.0,64288.0,3.0,2.0,0.0,1.0,0.0,2.0,6.0,10.0,0.0,2.0,2022,SGB,VN,MAD,EMEA,MAD,EMEA,Red
Worlds 2022 Play-In,WCS,2022-10-03 21:42:00,LOUD,DetonatioN FocusMe,LOUD,18.0,20.0,83296.0,76107.0,3.0,3.0,3.0,0.0,2.0,0.0,10.0,5.0,1.0,1.0,2022,LLL,BR,DFM,JP,LLL,BR,Blue
Worlds 2022 Play-In,WCS,2022-10-03 22:50:00,DetonatioN FocusMe,LOUD,DetonatioN FocusMe,21.0,14.0,63314.0,50856.0,3.0,1.0,2.0,0.0,1.0,1.0,9.0,2.0,2.0,0.0,2022,DFM,JP,LLL,BR,DFM,JP,Blue
Worlds 2022 Play-In,WCS,2022-10-03 23:46:00,LOUD,DetonatioN FocusMe,DetonatioN FocusMe,13.0,16.0,50577.0,53383.0,4.0,0.0,1.0,0.0,1.0,1.0,3.0,7.0,0.0,1.0,2022,LLL,BR,DFM,JP,DFM,JP,Red
Worlds 2022 Play-In,WCS,2022-10-04 00:39:00,LOUD,DetonatioN FocusMe,DetonatioN FocusMe,6.0,17.0,39994.0,52963.0,1.0,3.0,0.0,1.0,0.0,2.0,2.0,9.0,0.0,2.0,2022,LLL,BR,DFM,JP,DFM,JP,Red
Worlds 2022 Play-In,WCS,2022-10-04 18:15:00,Evil Geniuses.NA,MAD Lions,Evil Geniuses.NA,14.0,7.0,69547.0,61153.0,2.0,3.0,2.0,0.0,2.0,0.0,8.0,3.0,1.0,0.0,2022,EG,NA,MAD,EMEA,EG,NA,Blue
Worlds 2022 Play-In,WCS,2022-10-04 19:17:00,MAD Lions,Evil Geniuses.NA,Evil Geniuses.NA,6.0,22.0,39102.0,50967.0,0.0,3.0,0.0,1.0,1.0,1.0,2.0,9.0,0.0,2.0,2022,MAD,EMEA,EG,NA,EG,NA,Red
Worlds 2022 Play-In,WCS,2022-10-04 20:05:00,Evil Geniuses.NA,MAD Lions,Evil Geniuses.NA,13.0,3.0,55037.0,44097.0,2.0,1.0,1.0,0.0,1.0,1.0,10.0,2.0,2.0,0.0,2022,EG,NA,MAD,EMEA,EG,NA,Blue
Worlds 2022 Play-In,WCS,2022-10-04 20:59:00,Royal Never Give Up,DetonatioN FocusMe,DetonatioN FocusMe,11.0,15.0,62596.0,69121.0,2.0,4.0,0.0,2.0,2.0,0.0,3.0,8.0,0.0,1.0,2022,RNG,CN,DFM,JP,DFM,JP,Red
Worlds 2022 Play-In,WCS,2022-10-04 22:00:00,Royal Never Give Up,DetonatioN FocusMe,Royal Never Give Up,19.0,9.0,65540.0,54248.0,3.0,1.0,2.0,0.0,1.0,1.0,9.0,3.0,1.0,0.0,2022,RNG,CN,DFM,JP,RNG,CN,Blue
Worlds 2022 Play-In,WCS,2022-10-04 23:04:00,Royal Never Give Up,DetonatioN FocusMe,Royal Never Give Up,17.0,4.0,72028.0,55253.0,4.0,1.0,2.0,0.0,1.0,1.0,10.0,1.0,1.0,0.0,2022,RNG,CN,DFM,JP,RNG,CN,Blue
Worlds 2022 Play-In,WCS,2022-10-05 00:04:00,DetonatioN FocusMe,Royal Never Give Up,Royal Never Give Up,4.0,19.0,42088.0,57595.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,10.0,0.0,2.0,2022,DFM,JP,RNG,CN,RNG,CN,Red
Worlds 2022 Main Event,WCS,2022-10-07 21:16:00,Cloud9,Fnatic,Fnatic,6.0,15.0,52116.0,60456.0,1.0,4.0,0.0,1.0,2.0,0.0,3.0,9.0,0.0,1.0,2022,C9,NA,FNC,EMEA,FNC,EMEA,Red
Worlds 2022 Main Event,WCS,2022-10-07 22:19:00,G2 Esports,DWG KIA,DWG KIA,7.0,17.0,50406.0,68395.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,11.0,0.0,5.0,2022,G2,EMEA,DK,KR,DK,KR,Red
Worlds 2022 Main Event,WCS,2022-10-07 23:22:00,CTBC Flying Oyster,100 Thieves,CTBC Flying Oyster,16.0,9.0,62352.0,52659.0,3.0,1.0,1.0,1.0,1.0,1.0,10.0,2.0,1.0,0.0,2022,CFO,PCS,100,NA,CFO,PCS,Blue
Worlds 2022 Main Event,WCS,2022-10-08 00:33:00,JD Gaming,Evil Geniuses.NA,JD Gaming,24.0,14.0,60517.0,49675.0,1.0,3.0,1.0,0.0,2.0,0.0,9.0,2.0,1.0,0.0,2022,JDG,CN,EG,NA,JDG,CN,Blue
Worlds 2022 Main Event,WCS,2022-10-08 01:41:00,T1,EDward Gaming,T1,18.0,6.0,45553.0,36751.0,2.0,1.0,0.0,1.0,1.0,1.0,8.0,0.0,1.0,0.0,2022,T1,KR,EDG,CN,T1,KR,Blue
Worlds 2022 Main Event,WCS,2022-10-08 02:39:00,Gen.G,Royal Never Give Up,Royal Never Give Up,5.0,14.0,47976.0,56829.0,0.0,4.0,0.0,1.0,0.0,2.0,2.0,8.0,0.0,1.0,2022,GEN,KR,RNG,CN,RNG,CN,Red
Worlds 2022 Main Event,WCS,2022-10-08 21:10:00,Rogue (European Team),DRX,Rogue (European Team),20.0,10.0,67981.0,58567.0,4.0,1.0,2.0,0.0,1.0,1.0,9.0,3.0,1.0,0.0,2022,RGE,EMEA,DRX,KR,RGE,EMEA,Blue
Worlds 2022 Main Event,WCS,2022-10-08 22:18:00,Evil Geniuses.NA,G2 Esports,G2 Esports,2.0,19.0,42635.0,53243.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0,9.0,0.0,2.0,2022,EG,NA,G2,EMEA,G2,EMEA,Red
Worlds 2022 Main Event,WCS,2022-10-08 23:36:00,Fnatic,T1,Fnatic,19.0,7.0,58737.0,45639.0,2.0,2.0,1.0,0.0,1.0,1.0,10.0,4.0,2.0,0.0,2022,FNC,EMEA,T1,KR,FNC,EMEA,Blue
Worlds 2022 Main Event,WCS,2022-10-09 00:29:00,EDward Gaming,Cloud9,EDward Gaming,15.0,4.0,56755.0,44099.0,3.0,1.0,1.0,0.0,2.0,0.0,10.0,1.0,2.0,0.0,2022,EDG,CN,C9,NA,EDG,CN,Blue
Worlds 2022 Main Event,WCS,2022-10-09 01:34:00,Top Esports,GAM Esports,Top Esports,23.0,6.0,54793.0,38379.0,2.0,1.0,1.0,0.0,2.0,0.0,10.0,1.0,2.0,0.0,2022,TES,CN,GAM,VN,TES,CN,Blue
Worlds 2022 Main Event,WCS,2022-10-09 02:28:00,DWG KIA,JD Gaming,JD Gaming,11.0,18.0,61953.0,70689.0,3.0,3.0,1.0,1.0,2.0,0.0,4.0,9.0,0.0,1.0,2022,DK,KR,JDG,CN,JDG,CN,Red
Worlds 2022 Main Event,WCS,2022-10-09 21:11:00,GAM Esports,Rogue (European Team),Rogue (European Team),5.0,14.0,62693.0,69963.0,2.0,4.0,1.0,1.0,0.0,2.0,4.0,7.0,0.0,1.0,2022,GAM,VN,RGE,EMEA,RGE,EMEA,Red
Worlds 2022 Main Event,WCS,2022-10-09 22:18:00,100 Thieves,Gen.G,Gen.G,8.0,17.0,45667.0,56529.0,0.0,4.0,0.0,1.0,2.0,0.0,1.0,9.0,0.0,2.0,2022,100,NA,GEN,KR,GEN,KR,Red
Worlds 2022 Main Event,WCS,2022-10-09 23:13:00,EDward Gaming,Fnatic,EDward Gaming,19.0,9.0,68641.0,59208.0,2.0,2.0,2.0,0.0,0.0,2.0,10.0,5.0,2.0,0.0,2022,EDG,CN,FNC,EMEA,EDG,CN,Blue
Worlds 2022 Main Event,WCS,2022-10-10 00:20:00,Cloud9,T1,T1,3.0,18.0,36663.0,53769.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,11.0,0.0,3.0,2022,C9,NA,T1,KR,T1,KR,Red
Worlds 2022 Main Event,WCS,2022-10-10 01:13:00,Royal Never Give Up,CTBC Flying Oyster,Royal Never Give Up,21.0,6.0,61133.0,46058.0,3.0,1.0,1.0,0.0,2.0,0.0,11.0,2.0,3.0,0.0,2022,RNG,CN,CFO,PCS,RNG,CN,Blue
Worlds 2022 Main Event,WCS,2022-10-10 02:28:00,DRX,Top Esports,DRX,15.0,2.0,62099.0,48107.0,3.0,1.0,1.0,0.0,2.0,0.0,10.0,1.0,1.0,0.0,2022,DRX,KR,TES,CN,DRX,KR,Blue
Worlds 2022 Main Event,WCS,2022-10-10 21:12:00,JD Gaming,G2 Esports,JD Gaming,15.0,15.0,64503.0,62149.0,2.0,2.0,0.0,1.0,1.0,1.0,10.0,4.0,1.0,0.0,2022,JDG,CN,G2,EMEA,JDG,CN,Blue
Worlds 2022 Main Event,WCS,2022-10-10 22:13:00,Rogue (European Team),Top Esports,Rogue (European Team),18.0,6.0,64885.0,54360.0,2.0,2.0,2.0,0.0,1.0,1.0,9.0,5.0,1.0,1.0,2022,RGE,EMEA,TES,CN,RGE,EMEA,Blue
Worlds 2022 Main Event,WCS,2022-10-10 23:13:00,DWG KIA,Evil Geniuses.NA,DWG KIA,12.0,8.0,52226.0,47488.0,4.0,1.0,0.0,0.0,1.0,0.0,7.0,2.0,1.0,0.0,2022,DK,KR,EG,NA,DK,KR,Blue
Worlds 2022 Main Event,WCS,2022-10-11 00:09:00,100 Thieves,Royal Never Give Up,Royal Never Give Up,4.0,17.0,42890.0,54884.0,0.0,4.0,0.0,1.0,2.0,0.0,3.0,8.0,0.0,1.0,2022,100,NA,RNG,CN,RNG,CN,Red
Worlds 2022 Main Event,WCS,2022-10-11 01:00:00,Gen.G,CTBC Flying Oyster,Gen.G,25.0,10.0,75755.0,68046.0,4.0,1.0,1.0,1.0,1.0,1.0,7.0,4.0,1.0,0.0,2022,GEN,KR,CFO,PCS,GEN,KR,Blue
Worlds 2022 Main Event,WCS,2022-10-11 02:05:00,GAM Esports,DRX,DRX,6.0,15.0,37798.0,46984.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,7.0,0.0,1.0,2022,GAM,VN,DRX,KR,DRX,KR,Red
