Tournament,League,Date,Team1,Team2,WinTeam,Team1Kills,Team2Kills,Team1Gold,Team2Gold,Team1Dragons,Team2Dragons,Team1Barons,Team2Barons,Team1RiftHeralds,Team2RiftHeralds,Team1Towers,Team2Towers,Team1Inhibitors,Team2Inhibitors,Year,Team_T1,Region_code_T1,Team_T2,Region_code_T2,Team_Win,Region_code_Win,Blue/Red
Worlds 2014,WCS,2014-09-21 11:23:00,Star Horn Royal Club,Taipei Assassins,Star Horn Royal Club,14.0,5.0,57100.0,36400.0,3.0,0.0,1.0,0.0,,,11.0,0.0,,,2014,RYL,CN,TPA,INT,RYL,CN,Blue
Worlds 2014,WCS,2014-09-21 12:16:00,ahq eSports Club,EDward Gaming,ahq eSports Club,11.0,6.0,69300.0,74300.0,0.0,4.0,0.0,2.0,,,8.0,7.0,,,2014,ahq,PCS,EDG,CN,ahq,PCS,Blue
Worlds 2014,WCS,2014-09-21 13:47:00,SK Gaming,TSM,SK Gaming,21.0,17.0,84400.0,82100.0,1.0,5.0,1.0,1.0,,,9.0,7.0,,,2014,SK,EMEA,TSM,NA,SK,EMEA,Blue
Worlds 2014,WCS,2014-09-21 14:49:00,Samsung White,EDward Gaming,Samsung White,26.0,7.0,67200.0,45400.0,3.0,1.0,2.0,0.0,,,9.0,1.0,,,2014,SSW,KR,EDG,CN,SSW,KR,Blue
Worlds 2014,WCS,2014-09-21 16:00:00,EDward Gaming,ahq eSports Club,EDward Gaming,23.0,15.0,76200.0,53000.0,5.0,0.0,2.0,0.0,,,10.0,1.0,,,2014,EDG,CN,ahq,PCS,EDG,CN,Blue
Worlds 2014,WCS,2014-09-25 09:15:00,LMQ,Oh My God,LMQ,23.0,8.0,61800.0,47400.0,3.0,1.0,1.0,0.0,,,9.0,4.0,,,2014,LMQ,NA,OMG,CN,LMQ,NA,Blue
Worlds 2014,WCS,2014-09-25 10:20:00,NaJin White Shield,KaBuM! Esports,NaJin White Shield,13.0,1.0,52800.0,30600.0,3.0,0.0,1.0,0.0,,,10.0,0.0,,,2014,NJWS,KR,KBM,BR,NJWS,KR,Blue
Worlds 2014,WCS,2014-09-25 11:16:00,Samsung Blue,Oh My God,Samsung Blue,24.0,10.0,66700.0,47800.0,4.0,1.0,1.0,0.0,,,9.0,3.0,,,2014,SSB,KR,OMG,CN,SSB,KR,Blue
Worlds 2014,WCS,2014-09-25 12:18:00,Cloud9,Alliance,Cloud9,8.0,2.0,63500.0,48300.0,4.0,1.0,1.0,0.0,,,10.0,3.0,,,2014,C9,NA,ALL,EMEA,C9,NA,Blue
Worlds 2014,WCS,2014-09-25 13:43:00,Fnatic,LMQ,LMQ,5.0,13.0,53200.0,65500.0,2.0,2.0,0.0,2.0,,,4.0,11.0,,,2014,FNC,EMEA,LMQ,NA,LMQ,NA,Red
Worlds 2014,WCS,2014-09-25 14:36:00,Cloud9,KaBuM! Esports,Cloud9,14.0,3.0,59900.0,42800.0,4.0,0.0,1.0,0.0,,,9.0,3.0,,,2014,C9,NA,KBM,BR,C9,NA,Blue
Worlds 2014,WCS,2014-09-26 08:59:00,NaJin White Shield,Alliance,NaJin White Shield,11.0,10.0,76700.0,70500.0,3.0,1.0,2.0,0.0,,,11.0,6.0,,,2014,NJWS,KR,ALL,EMEA,NJWS,KR,Blue
Worlds 2014,WCS,2014-09-26 10:17:00,Samsung Blue,Fnatic,Fnatic,6.0,18.0,56500.0,75800.0,2.0,4.0,0.0,2.0,,,3.0,11.0,,,2014,SSB,KR,FNC,EMEA,FNC,EMEA,Red
Worlds 2014,WCS,2014-09-26 11:29:00,NaJin White Shield,Cloud9,NaJin White Shield,21.0,9.0,60400.0,43300.0,3.0,0.0,1.0,0.0,,,11.0,3.0,,,2014,NJWS,KR,C9,NA,NJWS,KR,Blue
Worlds 2014,WCS,2014-09-26 12:34:00,Oh My God,Fnatic,Oh My God,14.0,2.0,63800.0,45500.0,4.0,0.0,0.0,0.0,,,10.0,2.0,,,2014,OMG,CN,FNC,EMEA,OMG,CN,Blue
Worlds 2014,WCS,2014-09-26 13:45:00,Alliance,KaBuM! Esports,Alliance,14.0,4.0,64500.0,48100.0,2.0,0.0,1.0,0.0,,,11.0,1.0,,,2014,ALL,EMEA,KBM,BR,ALL,EMEA,Blue
Worlds 2014,WCS,2014-09-26 14:48:00,Samsung Blue,LMQ,Samsung Blue,26.0,3.0,59100.0,36200.0,3.0,1.0,1.0,0.0,,,10.0,0.0,,,2014,SSB,KR,LMQ,NA,SSB,KR,Blue
Worlds 2014,WCS,2014-09-27 06:05:00,Fnatic,Oh My God,Oh My God,15.0,26.0,103200.0,122700.0,2.0,5.0,2.0,3.0,,,11.0,10.0,,,2014,FNC,EMEA,OMG,CN,OMG,CN,Red
Worlds 2014,WCS,2014-09-27 07:38:00,Alliance,Cloud9,Alliance,19.0,12.0,62400.0,54900.0,0.0,3.0,1.0,0.0,,,11.0,4.0,,,2014,ALL,EMEA,C9,NA,ALL,EMEA,Blue
Worlds 2014,WCS,2014-09-27 08:51:00,LMQ,Fnatic,Fnatic,8.0,26.0,49100.0,74200.0,0.0,4.0,0.0,1.0,,,2.0,11.0,,,2014,LMQ,NA,FNC,EMEA,FNC,EMEA,Red
Worlds 2014,WCS,2014-09-27 09:58:00,KaBuM! Esports,NaJin White Shield,NaJin White Shield,2.0,11.0,47300.0,64300.0,1.0,2.0,0.0,1.0,,,2.0,11.0,,,2014,KBM,BR,NJWS,KR,NJWS,KR,Red
Worlds 2014,WCS,2014-09-27 11:05:00,Oh My God,Samsung Blue,Samsung Blue,1.0,11.0,36600.0,48100.0,2.0,1.0,0.0,1.0,,,2.0,7.0,,,2014,OMG,CN,SSB,KR,SSB,KR,Red
Worlds 2014,WCS,2014-09-27 12:11:00,Alliance,NaJin White Shield,Alliance,14.0,0.0,73200.0,49800.0,4.0,0.0,2.0,0.0,,,10.0,0.0,,,2014,ALL,EMEA,NJWS,KR,ALL,EMEA,Blue
Worlds 2014,WCS,2014-09-28 05:56:00,KaBuM! Esports,Cloud9,Cloud9,7.0,9.0,48500.0,63300.0,0.0,4.0,0.0,1.0,,,3.0,9.0,,,2014,KBM,BR,C9,NA,C9,NA,Red
Worlds 2014,WCS,2014-09-28 07:00:00,LMQ,Samsung Blue,Samsung Blue,16.0,33.0,68100.0,87200.0,2.0,5.0,1.0,1.0,,,5.0,9.0,,,2014,LMQ,NA,SSB,KR,SSB,KR,Red
Worlds 2014,WCS,2014-09-28 08:12:00,KaBuM! Esports,Alliance,KaBuM! Esports,19.0,18.0,69900.0,55100.0,4.0,0.0,1.0,1.0,,,11.0,1.0,,,2014,KBM,BR,ALL,EMEA,KBM,BR,Blue
Worlds 2014,WCS,2014-09-28 09:14:00,Fnatic,Samsung Blue,Samsung Blue,11.0,16.0,60700.0,73400.0,2.0,3.0,0.0,2.0,,,5.0,11.0,,,2014,FNC,EMEA,SSB,KR,SSB,KR,Red
Worlds 2014,WCS,2014-09-28 10:30:00,Cloud9,NaJin White Shield,Cloud9,19.0,15.0,81900.0,81500.0,1.0,5.0,1.0,0.0,,,10.0,7.0,,,2014,C9,NA,NJWS,KR,C9,NA,Blue
Worlds 2014,WCS,2014-09-28 11:56:00,Oh My God,LMQ,Oh My God,15.0,5.0,68000.0,47500.0,4.0,1.0,1.0,0.0,,,9.0,2.0,,,2014,OMG,CN,LMQ,NA,OMG,CN,Blue
Worlds 2014,WCS,2014-09-28 13:01:00,NaJin White Shield,Cloud9,NaJin White Shield,25.0,8.0,77200.0,61900.0,3.0,2.0,2.0,0.0,,,10.0,7.0,,,2014,NJWS,KR,C9,NA,NJWS,KR,Blue
Worlds 2014,WCS,2014-10-03 08:00:00,Samsung White,TSM,Samsung White,12.0,3.0,46900.0,38600.0,2.0,0.0,0.0,0.0,,,8.0,5.0,,,2014,SSW,KR,TSM,NA,SSW,KR,Blue
Worlds 2014,WCS,2014-10-03 08:52:00,TSM,Samsung White,Samsung White,11.0,33.0,40700.0,62400.0,0.0,2.0,0.0,1.0,,,1.0,9.0,,,2014,TSM,NA,SSW,KR,SSW,KR,Red
Worlds 2014,WCS,2014-10-03 09:46:00,Samsung White,TSM,TSM,5.0,14.0,39800.0,53100.0,2.0,2.0,0.0,1.0,,,1.0,11.0,,,2014,SSW,KR,TSM,NA,TSM,NA,Red
Worlds 2014,WCS,2014-10-03 10:34:00,TSM,Samsung White,Samsung White,10.0,26.0,57000.0,75600.0,1.0,4.0,0.0,2.0,,,8.0,10.0,,,2014,TSM,NA,SSW,KR,SSW,KR,Red
Worlds 2014,WCS,2014-10-04 04:57:00,Samsung Blue,Cloud9,Cloud9,7.0,29.0,44700.0,66900.0,0.0,4.0,0.0,1.0,,,3.0,10.0,,,2014,SSB,KR,C9,NA,C9,NA,Red
Worlds 2014,WCS,2014-10-04 06:03:00,Cloud9,Samsung Blue,Samsung Blue,5.0,29.0,57800.0,78500.0,2.0,3.0,1.0,1.0,,,5.0,10.0,,,2014,C9,NA,SSB,KR,SSB,KR,Red
Worlds 2014,WCS,2014-10-04 07:08:00,Samsung Blue,Cloud9,Samsung Blue,21.0,10.0,60300.0,44000.0,3.0,0.0,1.0,0.0,,,10.0,3.0,,,2014,SSB,KR,C9,NA,SSB,KR,Blue
Worlds 2014,WCS,2014-10-04 08:06:00,Cloud9,Samsung Blue,Samsung Blue,19.0,26.0,55000.0,65000.0,1.0,3.0,0.0,1.0,,,7.0,8.0,,,2014,C9,NA,SSB,KR,SSB,KR,Red
Worlds 2014,WCS,2014-10-05 04:59:00,Star Horn Royal Club,EDward Gaming,Star Horn Royal Club,14.0,6.0,63700.0,48100.0,4.0,0.0,1.0,0.0,,,9.0,4.0,,,2014,RYL,CN,EDG,CN,RYL,CN,Blue
Worlds 2014,WCS,2014-10-05 06:00:00,EDward Gaming,Star Horn Royal Club,Star Horn Royal Club,12.0,22.0,48300.0,60700.0,2.0,2.0,0.0,2.0,,,4.0,9.0,,,2014,EDG,CN,RYL,CN,RYL,CN,Red
Worlds 2014,WCS,2014-10-05 06:57:00,Star Horn Royal Club,EDward Gaming,EDward Gaming,21.0,33.0,59000.0,71800.0,1.0,4.0,0.0,1.0,,,4.0,8.0,,,2014,RYL,CN,EDG,CN,EDG,CN,Red
Worlds 2014,WCS,2014-10-05 08:01:00,EDward Gaming,Star Horn Royal Club,EDward Gaming,16.0,8.0,52700.0,36700.0,1.0,1.0,1.0,0.0,,,10.0,1.0,,,2014,EDG,CN,RYL,CN,EDG,CN,Blue
Worlds 2014,WCS,2014-10-05 08:50:00,Star Horn Royal Club,EDward Gaming,Star Horn Royal Club,14.0,10.0,69900.0,56800.0,3.0,2.0,1.0,0.0,,,9.0,3.0,,,2014,RYL,CN,EDG,CN,RYL,CN,Blue
Worlds 2014,WCS,2014-10-06 08:01:00,NaJin White Shield,Oh My God,Oh My God,5.0,13.0,64800.0,73400.0,3.0,2.0,0.0,2.0,,,5.0,8.0,,,2014,NJWS,KR,OMG,CN,OMG,CN,Red
Worlds 2014,WCS,2014-10-06 09:14:00,Oh My God,NaJin White Shield,Oh My God,26.0,6.0,84800.0,63700.0,6.0,0.0,0.0,2.0,,,10.0,4.0,,,2014,OMG,CN,NJWS,KR,OMG,CN,Blue
Worlds 2014,WCS,2014-10-06 10:25:00,NaJin White Shield,Oh My God,Oh My God,10.0,24.0,57000.0,75400.0,3.0,2.0,0.0,1.0,,,3.0,10.0,,,2014,NJWS,KR,OMG,CN,OMG,CN,Red
Worlds 2014,WCS,2014-10-11 08:09:00,Samsung Blue,Samsung White,Samsung White,3.0,24.0,33800.0,59200.0,0.0,4.0,0.0,1.0,,,2.0,10.0,,,2014,SSB,KR,SSW,KR,SSW,KR,Red
Worlds 2014,WCS,2014-10-11 09:07:00,Samsung White,Samsung Blue,Samsung White,27.0,11.0,67900.0,46600.0,4.0,1.0,2.0,0.0,,,10.0,2.0,,,2014,SSW,KR,SSB,KR,SSW,KR,Blue
Worlds 2014,WCS,2014-10-11 09:55:00,Samsung Blue,Samsung White,Samsung White,3.0,28.0,29700.0,43800.0,0.0,2.0,0.0,0.0,,,3.0,7.0,,,2014,SSB,KR,SSW,KR,SSW,KR,Red
Worlds 2014,WCS,2014-10-12 08:08:00,Star Horn Royal Club,Oh My God,Oh My God,7.0,23.0,37900.0,59800.0,0.0,3.0,0.0,1.0,,,2.0,11.0,,,2014,RYL,CN,OMG,CN,OMG,CN,Red
Worlds 2014,WCS,2014-10-12 09:00:00,Oh My God,Star Horn Royal Club,Star Horn Royal Club,15.0,20.0,68600.0,78900.0,3.0,2.0,0.0,2.0,,,3.0,9.0,,,2014,OMG,CN,RYL,CN,RYL,CN,Red
Worlds 2014,WCS,2014-10-12 10:10:00,Star Horn Royal Club,Oh My God,Star Horn Royal Club,20.0,19.0,68700.0,77700.0,2.0,4.0,1.0,0.0,,,6.0,9.0,,,2014,RYL,CN,OMG,CN,RYL,CN,Blue
Worlds 2014,WCS,2014-10-12 11:18:00,Oh My God,Star Horn Royal Club,Oh My God,22.0,6.0,68300.0,47100.0,3.0,1.0,1.0,0.0,,,10.0,1.0,,,2014,OMG,CN,RYL,CN,OMG,CN,Blue
Worlds 2014,WCS,2014-10-12 12:15:00,Star Horn Royal Club,Oh My God,Star Horn Royal Club,32.0,9.0,65500.0,42200.0,3.0,0.0,1.0,0.0,,,9.0,1.0,,,2014,RYL,CN,OMG,CN,RYL,CN,Blue
Worlds 2014,WCS,2014-10-19 07:01:00,Star Horn Royal Club,Samsung White,Samsung White,1.0,16.0,30600.0,49300.0,0.0,2.0,0.0,1.0,,,1.0,10.0,,,2014,RYL,CN,SSW,KR,SSW,KR,Red
Worlds 2014,WCS,2014-10-19 07:46:00,Samsung White,Star Horn Royal Club,Samsung White,26.0,8.0,59300.0,39600.0,2.0,1.0,1.0,0.0,,,9.0,0.0,,,2014,SSW,KR,RYL,CN,SSW,KR,Blue
Worlds 2014,WCS,2014-10-19 08:39:00,Star Horn Royal Club,Samsung White,Star Horn Royal Club,19.0,14.0,68800.0,58500.0,2.0,2.0,1.0,0.0,,,10.0,2.0,,,2014,RYL,CN,SSW,KR,RYL,CN,Blue
Worlds 2014,WCS,2014-10-19 09:44:00,Samsung White,Star Horn Royal Club,Samsung White,19.0,5.0,46400.0,30900.0,2.0,0.0,0.0,0.0,,,8.0,1.0,,,2014,SSW,KR,RYL,CN,SSW,KR,Blue
Worlds 2015,WCS,2015-10-01 13:27:00,Fnatic,Invictus Gaming,Fnatic,8.0,1.0,54700.0,40100.0,3.0,0.0,1.0,0.0,,,7.0,0.0,,,2015,FNC,EMEA,iG,CN,FNC,EMEA,Blue
Worlds 2015,WCS,2015-10-01 15:24:00,Cloud9,ahq eSports Club,Cloud9,9.0,2.0,42600.0,33400.0,2.0,0.0,1.0,0.0,,,7.0,2.0,,,2015,C9,NA,ahq,PCS,C9,NA,Blue
Worlds 2015,WCS,2015-10-01 16:18:00,SK Telecom T1,H2k-Gaming,SK Telecom T1,11.0,5.0,56400.0,44400.0,4.0,0.0,1.0,0.0,,,11.0,2.0,,,2015,T1,KR,H2K,EMEA,T1,KR,Blue
Worlds 2015,WCS,2015-10-01 17:17:00,EDward Gaming,Bangkok Titans,EDward Gaming,14.0,1.0,40000.0,25400.0,2.0,0.0,0.0,0.0,,,8.0,0.0,,,2015,EDG,CN,BKT,PCS,EDG,CN,Blue
Worlds 2015,WCS,2015-10-01 18:07:00,Counter Logic Gaming,Flash Wolves,Counter Logic Gaming,10.0,10.0,67200.0,67700.0,2.0,3.0,0.0,1.0,,,9.0,6.0,,,2015,CLG,NA,FW,INT,CLG,NA,Blue
Worlds 2015,WCS,2015-10-01 19:20:00,paiN Gaming,KOO Tigers,KOO Tigers,5.0,23.0,41900.0,60900.0,1.0,3.0,0.0,1.0,,,3.0,9.0,,,2015,PNG,BR,HLE,KR,HLE,KR,Red
Worlds 2015,WCS,2015-10-02 13:54:00,KT Rolster,TSM,KT Rolster,16.0,3.0,67400.0,53000.0,1.0,3.0,1.0,0.0,,,10.0,3.0,,,2015,KT,KR,TSM,NA,KT,KR,Blue
Worlds 2015,WCS,2015-10-02 15:02:00,LGD Gaming,Origen,Origen,10.0,16.0,66400.0,74700.0,2.0,3.0,1.0,1.0,,,5.0,11.0,,,2015,LGD,CN,OG,EMEA,OG,EMEA,Red
Worlds 2015,WCS,2015-10-02 16:32:00,Bangkok Titans,SK Telecom T1,SK Telecom T1,7.0,22.0,36100.0,54600.0,0.0,3.0,0.0,1.0,,,0.0,9.0,,,2015,BKT,PCS,T1,KR,T1,KR,Red
Worlds 2015,WCS,2015-10-02 17:30:00,H2k-Gaming,EDward Gaming,EDward Gaming,5.0,22.0,50800.0,67400.0,0.0,4.0,0.0,2.0,,,3.0,11.0,,,2015,H2K,EMEA,EDG,CN,EDG,CN,Red
Worlds 2015,WCS,2015-10-02 18:30:00,Flash Wolves,KOO Tigers,Flash Wolves,15.0,7.0,68500.0,54300.0,2.0,2.0,2.0,0.0,,,11.0,5.0,,,2015,FW,INT,HLE,KR,FW,INT,Blue
Worlds 2015,WCS,2015-10-02 19:31:00,Counter Logic Gaming,paiN Gaming,Counter Logic Gaming,23.0,7.0,56400.0,44000.0,2.0,1.0,0.0,0.0,,,10.0,4.0,,,2015,CLG,NA,PNG,BR,CLG,NA,Blue
Worlds 2015,WCS,2015-10-03 11:51:00,EDward Gaming,SK Telecom T1,SK Telecom T1,6.0,19.0,50500.0,70300.0,1.0,4.0,0.0,2.0,,,3.0,9.0,,,2015,EDG,CN,T1,KR,T1,KR,Red
Worlds 2015,WCS,2015-10-03 13:00:00,H2k-Gaming,Bangkok Titans,H2k-Gaming,25.0,14.0,66500.0,48000.0,3.0,1.0,2.0,0.0,,,11.0,1.0,,,2015,H2K,EMEA,BKT,PCS,H2K,EMEA,Blue
Worlds 2015,WCS,2015-10-03 14:12:00,LGD Gaming,KT Rolster,KT Rolster,4.0,22.0,44900.0,60600.0,1.0,1.0,0.0,1.0,,,2.0,10.0,,,2015,LGD,CN,KT,KR,KT,KR,Red
Worlds 2015,WCS,2015-10-03 15:19:00,Origen,TSM,Origen,12.0,3.0,60800.0,48900.0,4.0,0.0,1.0,0.0,,,10.0,2.0,,,2015,OG,EMEA,TSM,NA,OG,EMEA,Blue
Worlds 2015,WCS,2015-10-03 16:21:00,Invictus Gaming,Cloud9,Cloud9,16.0,23.0,57400.0,68400.0,1.0,2.0,0.0,2.0,,,3.0,9.0,,,2015,iG,CN,C9,NA,C9,NA,Red
Worlds 2015,WCS,2015-10-03 17:33:00,ahq eSports Club,Fnatic,ahq eSports Club,24.0,17.0,69400.0,68100.0,4.0,2.0,0.0,1.0,,,7.0,6.0,,,2015,ahq,PCS,FNC,EMEA,ahq,PCS,Blue
Worlds 2015,WCS,2015-10-04 11:55:00,TSM,LGD Gaming,TSM,27.0,14.0,64000.0,56600.0,2.0,2.0,0.0,1.0,,,10.0,4.0,,,2015,TSM,NA,LGD,CN,TSM,NA,Blue
Worlds 2015,WCS,2015-10-04 12:56:00,KT Rolster,Origen,Origen,12.0,11.0,59800.0,68300.0,1.0,4.0,0.0,2.0,,,4.0,11.0,,,2015,KT,KR,OG,EMEA,OG,EMEA,Red
Worlds 2015,WCS,2015-10-04 14:09:00,Invictus Gaming,ahq eSports Club,Invictus Gaming,13.0,5.0,69000.0,64099.0,3.0,2.0,1.0,1.0,,,8.0,6.0,,,2015,iG,CN,ahq,PCS,iG,CN,Blue
Worlds 2015,WCS,2015-10-04 15:27:00,Cloud9,Fnatic,Cloud9,13.0,16.0,69600.0,68900.0,3.0,2.0,2.0,0.0,,,9.0,7.0,,,2015,C9,NA,FNC,EMEA,C9,NA,Blue
Worlds 2015,WCS,2015-10-04 16:39:00,KOO Tigers,Counter Logic Gaming,KOO Tigers,23.0,4.0,56300.0,40000.0,1.0,1.0,1.0,0.0,,,9.0,3.0,,,2015,HLE,KR,CLG,NA,HLE,KR,Blue
Worlds 2015,WCS,2015-10-04 17:37:00,paiN Gaming,Flash Wolves,paiN Gaming,13.0,10.0,75500.0,68400.0,2.0,3.0,0.0,1.0,,,9.0,7.0,,,2015,PNG,BR,FW,INT,PNG,BR,Blue
Worlds 2015,WCS,2015-10-08 11:49:00,Counter Logic Gaming,KOO Tigers,KOO Tigers,8.0,27.0,34700.0,49800.0,0.0,2.0,0.0,1.0,,,2.0,9.0,,,2015,CLG,NA,HLE,KR,HLE,KR,Red
Worlds 2015,WCS,2015-10-08 12:46:00,Flash Wolves,paiN Gaming,Flash Wolves,15.0,14.0,80600.0,81800.0,5.0,2.0,1.0,1.0,,,7.0,9.0,,,2015,FW,INT,PNG,BR,FW,INT,Blue
Worlds 2015,WCS,2015-10-08 14:03:00,KOO Tigers,paiN Gaming,KOO Tigers,16.0,5.0,48100.0,33400.0,3.0,0.0,1.0,0.0,,,10.0,1.0,,,2015,HLE,KR,PNG,BR,HLE,KR,Blue
Worlds 2015,WCS,2015-10-08 15:01:00,Flash Wolves,Counter Logic Gaming,Flash Wolves,22.0,9.0,66700.0,55100.0,1.0,3.0,2.0,0.0,,,9.0,3.0,,,2015,FW,INT,CLG,NA,FW,INT,Blue
Worlds 2015,WCS,2015-10-08 16:05:00,KOO Tigers,Flash Wolves,Flash Wolves,9.0,24.0,55100.0,68100.0,2.0,2.0,0.0,2.0,,,3.0,11.0,,,2015,HLE,KR,FW,INT,FW,INT,Red
Worlds 2015,WCS,2015-10-08 17:05:00,paiN Gaming,Counter Logic Gaming,paiN Gaming,21.0,12.0,63600.0,52800.0,3.0,1.0,1.0,0.0,,,8.0,4.0,,,2015,PNG,BR,CLG,NA,PNG,BR,Blue
Worlds 2015,WCS,2015-10-09 11:59:00,SK Telecom T1,EDward Gaming,SK Telecom T1,16.0,4.0,46000.0,32500.0,2.0,0.0,1.0,0.0,,,7.0,0.0,,,2015,T1,KR,EDG,CN,T1,KR,Blue
Worlds 2015,WCS,2015-10-09 12:48:00,Bangkok Titans,H2k-Gaming,H2k-Gaming,4.0,21.0,32700.0,52100.0,0.0,1.0,0.0,1.0,,,1.0,9.0,,,2015,BKT,PCS,H2K,EMEA,H2K,EMEA,Red
Worlds 2015,WCS,2015-10-09 13:50:00,Bangkok Titans,EDward Gaming,EDward Gaming,15.0,22.0,58100.0,68600.0,1.0,2.0,0.0,1.0,,,4.0,9.0,,,2015,BKT,PCS,EDG,CN,EDG,CN,Red
Worlds 2015,WCS,2015-10-09 14:52:00,H2k-Gaming,SK Telecom T1,SK Telecom T1,8.0,19.0,43200.0,55700.0,0.0,3.0,0.0,1.0,,,3.0,8.0,,,2015,H2K,EMEA,T1,KR,T1,KR,Red
Worlds 2015,WCS,2015-10-09 16:09:00,EDward Gaming,H2k-Gaming,EDward Gaming,11.0,1.0,56000.0,47400.0,2.0,2.0,1.0,0.0,,,9.0,5.0,,,2015,EDG,CN,H2K,EMEA,EDG,CN,Blue
Worlds 2015,WCS,2015-10-09 17:07:00,SK Telecom T1,Bangkok Titans,SK Telecom T1,16.0,4.0,51400.0,37300.0,2.0,0.0,1.0,0.0,,,8.0,2.0,,,2015,T1,KR,BKT,PCS,T1,KR,Blue
Worlds 2015,WCS,2015-10-10 09:46:00,TSM,Origen,Origen,6.0,9.0,78800.0,90600.0,3.0,5.0,0.0,2.0,,,5.0,10.0,,,2015,TSM,NA,OG,EMEA,OG,EMEA,Red
Worlds 2015,WCS,2015-10-10 11:20:00,KT Rolster,LGD Gaming,KT Rolster,16.0,2.0,70000.0,52300.0,4.0,1.0,1.0,0.0,,,10.0,2.0,,,2015,KT,KR,LGD,CN,KT,KR,Blue
Worlds 2015,WCS,2015-10-10 12:31:00,TSM,KT Rolster,KT Rolster,12.0,21.0,71400.0,82200.0,3.0,2.0,1.0,0.0,,,7.0,9.0,,,2015,TSM,NA,KT,KR,KT,KR,Red
Worlds 2015,WCS,2015-10-10 14:08:00,Origen,LGD Gaming,LGD Gaming,7.0,22.0,56100.0,72700.0,0.0,4.0,0.0,1.0,,,3.0,9.0,,,2015,OG,EMEA,LGD,CN,LGD,CN,Red
Worlds 2015,WCS,2015-10-10 14:53:00,Origen,KT Rolster,KT Rolster,17.0,24.0,66500.0,76300.0,1.0,3.0,0.0,2.0,,,3.0,9.0,,,2015,OG,EMEA,KT,KR,KT,KR,Red
Worlds 2015,WCS,2015-10-10 16:02:00,LGD Gaming,TSM,LGD Gaming,29.0,13.0,70400.0,54800.0,2.0,2.0,2.0,0.0,,,11.0,3.0,,,2015,LGD,CN,TSM,NA,LGD,CN,Blue
Worlds 2015,WCS,2015-10-11 07:51:00,ahq eSports Club,Invictus Gaming,ahq eSports Club,14.0,6.0,60700.0,49000.0,2.0,2.0,1.0,0.0,,,11.0,1.0,,,2015,ahq,PCS,iG,CN,ahq,PCS,Blue
Worlds 2015,WCS,2015-10-11 08:55:00,Fnatic,Cloud9,Fnatic,26.0,8.0,46900.0,33700.0,2.0,0.0,0.0,0.0,,,10.0,4.0,,,2015,FNC,EMEA,C9,NA,FNC,EMEA,Blue
Worlds 2015,WCS,2015-10-11 09:58:00,ahq eSports Club,Cloud9,ahq eSports Club,17.0,4.0,52800.0,38500.0,1.0,1.0,1.0,0.0,,,9.0,1.0,,,2015,ahq,PCS,C9,NA,ahq,PCS,Blue
Worlds 2015,WCS,2015-10-11 10:42:00,Invictus Gaming,Fnatic,Fnatic,5.0,15.0,35000.0,51900.0,0.0,3.0,0.0,1.0,,,0.0,10.0,,,2015,iG,CN,FNC,EMEA,FNC,EMEA,Red
Worlds 2015,WCS,2015-10-11 11:32:00,Cloud9,Invictus Gaming,Invictus Gaming,14.0,29.0,71000.0,87400.0,1.0,5.0,0.0,2.0,,,8.0,10.0,,,2015,C9,NA,iG,CN,iG,CN,Red
Worlds 2015,WCS,2015-10-11 12:47:00,Fnatic,ahq eSports Club,Fnatic,24.0,23.0,88500.0,80700.0,2.0,3.0,1.0,1.0,,,9.0,9.0,,,2015,FNC,EMEA,ahq,PCS,FNC,EMEA,Blue
Worlds 2015,WCS,2015-10-11 14:12:00,Cloud9,ahq eSports Club,ahq eSports Club,12.0,19.0,50000.0,64300.0,1.0,3.0,0.0,1.0,,,3.0,10.0,,,2015,C9,NA,ahq,PCS,ahq,PCS,Red
Worlds 2015,WCS,2015-10-15 15:43:00,Flash Wolves,Origen,Origen,13.0,12.0,69500.0,74600.0,1.0,4.0,0.0,2.0,,,6.0,10.0,,,2015,FW,INT,OG,EMEA,OG,EMEA,Red
Worlds 2015,WCS,2015-10-15 17:15:00,Origen,Flash Wolves,Origen,16.0,13.0,70000.0,62600.0,2.0,2.0,1.0,1.0,,,9.0,5.0,,,2015,OG,EMEA,FW,INT,OG,EMEA,Blue
Worlds 2015,WCS,2015-10-15 18:20:00,Flash Wolves,Origen,Flash Wolves,12.0,4.0,69500.0,58500.0,3.0,2.0,2.0,0.0,,,11.0,4.0,,,2015,FW,INT,OG,EMEA,FW,INT,Blue
Worlds 2015,WCS,2015-10-15 19:24:00,Origen,Flash Wolves,Origen,15.0,6.0,71500.0,56800.0,3.0,1.0,1.0,0.0,,,11.0,3.0,,,2015,OG,EMEA,FW,INT,OG,EMEA,Blue
Worlds 2015,WCS,2015-10-16 15:34:00,SK Telecom T1,ahq eSports Club,SK Telecom T1,11.0,5.0,60300.0,48900.0,3.0,1.0,1.0,0.0,,,9.0,3.0,,,2015,T1,KR,ahq,PCS,T1,KR,Blue
Worlds 2015,WCS,2015-10-16 17:05:00,ahq eSports Club,SK Telecom T1,SK Telecom T1,4.0,20.0,36900.0,53000.0,1.0,2.0,0.0,1.0,,,2.0,10.0,,,2015,ahq,PCS,T1,KR,T1,KR,Red
