,Tournament,League,League_short,Date,Team1,Team2,Team1Score,Team2Score,Winner,Date__precision
657,GPL 2015 Spring,Garena Premier League,GPL,2015-01-29 10:00:00,269 Gaming,Insidious Gaming Legends,1,1,0,0
658,GPL 2015 Spring,Garena Premier League,GPL,2015-01-29 12:00:00,Kuala Lumpur Hunters,Team KTHXBAI,1,1,0,0
659,GPL 2015 Spring,Garena Premier League,GPL,2015-01-30 10:00:00,269 Gaming,Kuala Lumpur Hunters,2,0,1,0
660,GPL 2015 Spring,Garena Premier League,GPL,2015-01-30 12:00:00,Insidious Gaming Legends,Team KTHXBAI,2,0,1,0
661,GPL 2015 Spring,Garena Premier League,GPL,2015-02-04 10:00:00,Saigon Jokers,Jakarta Juggernauts,2,0,1,0
662,GPL 2015 Spring,Garena Premier League,GPL,2015-02-04 12:00:00,Team Fat Rabbit,Full Louis,1,1,0,0
663,GPL 2015 Spring,Garena Premier League,GPL,2015-02-05 10:00:00,Bangkok Titans,Diamond Team,2,0,1,0
664,GPL 2015 Spring,Garena Premier League,GPL,2015-02-05 12:00:00,Hanoi Fate,Wargods,2,0,1,0
665,GPL 2015 Spring,Garena Premier League,GPL,2015-02-06 10:00:00,Saigon Jokers,Team Fat Rabbit,2,0,1,0
666,GPL 2015 Spring,Garena Premier League,GPL,2015-02-06 12:00:00,Jakarta Juggernauts,Full Louis,0,2,2,0
667,GPL 2015 Spring,Garena Premier League,GPL,2015-03-11 10:00:00,Bangkok Titans,Ultimate,1,1,0,0
668,GPL 2015 Spring,Garena Premier League,GPL,2015-03-11 12:00:00,Full Louis,269 Gaming,0,2,2,0
669,GPL 2015 Spring,Garena Premier League,GPL,2015-03-12 10:00:00,Saigon Jokers,Insidious Gaming Legends,1,1,0,0
670,GPL 2015 Spring,Garena Premier League,GPL,2015-03-12 12:00:00,Hanoi Fate,Saigon Fantastic Five,0,2,2,0
671,GPL 2015 Spring,Garena Premier League,GPL,2015-03-14 10:00:00,269 Gaming,Ultimate,1,1,0,0
672,GPL 2015 Spring,Garena Premier League,GPL,2015-03-14 12:00:00,Bangkok Titans,Full Louis,1,1,0,0
673,GPL 2015 Spring,Garena Premier League,GPL,2015-03-15 10:00:00,Saigon Fantastic Five,Insidious Gaming Legends,1,1,0,0
674,GPL 2015 Spring,Garena Premier League,GPL,2015-03-15 12:00:00,Saigon Jokers,Hanoi Fate,1,1,0,0
675,GPL 2015 Spring,Garena Premier League,GPL,2015-03-18 10:00:00,269 Gaming,Bangkok Titans,0,2,2,0
676,GPL 2015 Spring,Garena Premier League,GPL,2015-03-18 12:00:00,Ultimate,Full Louis,1,1,0,0
677,GPL 2015 Spring,Garena Premier League,GPL,2015-03-19 10:00:00,Insidious Gaming Legends,Hanoi Fate,2,0,1,0
678,GPL 2015 Spring,Garena Premier League,GPL,2015-03-19 12:00:00,Saigon Fantastic Five,Saigon Jokers,0,2,2,0
679,GPL 2015 Spring,Garena Premier League,GPL,2015-03-21 10:00:00,Ultimate,Bangkok Titans,0,2,2,0
680,GPL 2015 Spring,Garena Premier League,GPL,2015-03-21 12:00:00,269 Gaming,Full Louis,1,1,0,0
681,GPL 2015 Spring,Garena Premier League,GPL,2015-03-22 10:00:00,Insidious Gaming Legends,Saigon Jokers,2,0,1,0
682,GPL 2015 Spring,Garena Premier League,GPL,2015-03-22 12:00:00,Saigon Fantastic Five,Hanoi Fate,2,0,1,0
683,GPL 2015 Spring,Garena Premier League,GPL,2015-03-25 12:00:00,Ultimate,269 Gaming,0,2,2,0
684,GPL 2015 Spring,Garena Premier League,GPL,2015-03-26 10:00:00,Insidious Gaming Legends,Saigon Fantastic Five,0,2,2,0
685,GPL 2015 Spring,Garena Premier League,GPL,2015-03-26 12:00:00,Hanoi Fate,Saigon Jokers,0,2,2,0
686,GPL 2015 Spring,Garena Premier League,GPL,2015-03-27 08:00:00,Full Louis,Bangkok Titans,0,2,2,0
687,GPL 2015 Spring,Garena Premier League,GPL,2015-03-28 10:00:00,Hanoi Fate,Insidious Gaming Legends,0,2,2,0
688,GPL 2015 Spring,Garena Premier League,GPL,2015-03-28 10:00:00,Saigon Jokers,Saigon Fantastic Five,0,2,2,0
689,GPL 2015 Spring,Garena Premier League,GPL,2015-03-29 10:00:00,Bangkok Titans,269 Gaming,0,2,2,0
690,GPL 2015 Spring,Garena Premier League,GPL,2015-03-29 10:00:00,Full Louis,Ultimate,2,0,1,0
691,GPL 2015 Spring,Garena Premier League,GPL,2015-03-30 11:00:00,Bangkok Titans,269 Gaming,2,0,1,0
692,GPL 2015 Spring Playoffs,Garena Premier League,GPL,2015-04-11 02:00:00,269 Gaming,Saigon Fantastic Five,2,3,2,0
693,GPL 2015 Spring Playoffs,Garena Premier League,GPL,2015-04-11 09:00:00,Bangkok Titans,Insidious Gaming Legends,3,0,1,0
694,GPL 2015 Spring Playoffs,Garena Premier League,GPL,2015-04-12 02:00:00,269 Gaming,Insidious Gaming Legends,3,1,1,0
695,GPL 2015 Spring Playoffs,Garena Premier League,GPL,2015-04-12 09:00:00,Saigon Fantastic Five,Bangkok Titans,3,0,1,0
696,GPL 2015 Spring Vietnamese Qualifier,Garena Premier League,GPL,2014-10-25 03:00:00,Danang Elements HoL,269 Gaming,0,1,2,0
697,GPL 2015 Spring Vietnamese Qualifier,Garena Premier League,GPL,2014-10-25 03:00:00,Hanoi Fate,Ultimate,0,1,2,0
698,GPL 2015 Spring Vietnamese Qualifier,Garena Premier League,GPL,2014-10-25 04:00:00,Hanoi Phoenix,Boba Marines,0,1,2,0
699,GPL 2015 Spring Vietnamese Qualifier,Garena Premier League,GPL,2014-10-25 04:00:00,Saigon Fantastic Five,Hanoi Dragons,1,0,1,0
700,GPL 2015 Spring Vietnamese Qualifier,Garena Premier League,GPL,2014-10-25 05:00:00,Full Louis,Danang Elements HoL,0,1,2,0
701,GPL 2015 Spring Vietnamese Qualifier,Garena Premier League,GPL,2014-10-25 05:00:00,Saigon Jokers,Ultimate,1,0,1,0
702,GPL 2015 Spring Vietnamese Qualifier,Garena Premier League,GPL,2014-10-25 06:00:00,Hanoi Fate,Hanoi Phoenix,1,0,1,0
703,GPL 2015 Spring Vietnamese Qualifier,Garena Premier League,GPL,2014-10-25 06:00:00,Saigon Fantastic Five,269 Gaming,1,0,1,0
704,GPL 2015 Spring Vietnamese Qualifier,Garena Premier League,GPL,2014-10-25 07:00:00,Full Louis,Hanoi Dragons,1,0,1,0
705,GPL 2015 Spring Vietnamese Qualifier,Garena Premier League,GPL,2014-10-25 07:00:00,Saigon Jokers,Boba Marines,1,0,1,0
706,GPL 2015 Spring Vietnamese Qualifier,Garena Premier League,GPL,2014-10-25 08:00:00,Saigon Fantastic Five,Danang Elements HoL,1,0,1,0
707,GPL 2015 Spring Vietnamese Qualifier,Garena Premier League,GPL,2014-10-25 08:00:00,Ultimate,Hanoi Phoenix,0,1,2,0
708,GPL 2015 Spring Vietnamese Qualifier,Garena Premier League,GPL,2014-10-25 09:00:00,Hanoi Dragons,Danang Elements HoL,1,0,1,0
709,GPL 2015 Spring Vietnamese Qualifier,Garena Premier League,GPL,2014-10-25 09:00:00,Saigon Jokers,Hanoi Phoenix,1,0,1,0
710,GPL 2015 Spring Vietnamese Qualifier,Garena Premier League,GPL,2014-10-25 10:00:00,269 Gaming,Full Louis,0,1,2,0
711,GPL 2015 Spring Vietnamese Qualifier,Garena Premier League,GPL,2014-10-25 10:00:00,Boba Marines,Hanoi Fate,0,1,2,0
712,GPL 2015 Spring Vietnamese Qualifier,Garena Premier League,GPL,2014-10-26 03:00:00,269 Gaming,Hanoi Dragons,0,1,1,0
713,GPL 2015 Spring Vietnamese Qualifier,Garena Premier League,GPL,2014-10-26 03:00:00,Saigon Jokers,Hanoi Fate,1,0,2,0
714,GPL 2015 Spring Vietnamese Qualifier,Garena Premier League,GPL,2014-10-26 04:00:00,Boba Marines,Ultimate,0,1,2,0
715,GPL 2015 Spring Vietnamese Qualifier,Garena Premier League,GPL,2014-10-26 04:00:00,Saigon Fantastic Five,Full Louis,1,0,1,0
716,GPL 2015 Spring Vietnamese Qualifier,Garena Premier League,GPL,2014-10-26 05:00:00,Hanoi Dragons,Danang Elements HoL,0,1,2,0
717,GPL 2015 Spring Vietnamese Qualifier,Garena Premier League,GPL,2014-10-26 05:00:00,Hanoi Phoenix,Boba Marines,1,0,1,0
718,GPL 2015 Spring Vietnamese Qualifier,Garena Premier League,GPL,2014-10-26 06:00:00,Full Louis,269 Gaming,1,0,1,0
719,GPL 2015 Spring Vietnamese Qualifier,Garena Premier League,GPL,2014-10-26 08:00:00,269 Gaming,Hanoi Phoenix,2,0,1,0
720,GPL 2015 Spring Vietnamese Qualifier,Garena Premier League,GPL,2014-10-26 08:00:00,Ultimate,Danang Elements HoL,2,0,1,0
721,GPL 2015 Summer,Garena Premier League,GPL,2015-06-24 11:00:00,ZOTAC United,Saigon Jokers,0,2,2,0
722,GPL 2015 Summer,Garena Premier League,GPL,2015-06-24 13:00:00,Thirsty Chinchillas,Jakarta Juggernauts,2,0,1,0
723,GPL 2015 Summer,Garena Premier League,GPL,2015-06-25 11:00:00,Hanoi Fate,Saigon Fantastic Five,1,1,0,0
724,GPL 2015 Summer,Garena Premier League,GPL,2015-06-25 13:00:00,Imperium Pro Team,Wargods,1,1,0,0
725,GPL 2015 Summer,Garena Premier League,GPL,2015-06-26 11:00:00,Full Louis,Impunity Legends,2,0,1,0
726,GPL 2015 Summer,Garena Premier League,GPL,2015-06-26 13:00:00,Kuala Lumpur Hunters,Team Proioxis,0,2,2,0
727,GPL 2015 Summer,Garena Premier League,GPL,2015-07-01 11:00:00,Boba Marines,Bangkok Titans,0,2,2,0
728,GPL 2015 Summer,Garena Premier League,GPL,2015-07-01 13:00:00,Go To Sleep,Mineski,1,1,0,0
729,GPL 2015 Summer,Garena Premier League,GPL,2015-07-02 11:00:00,Jakarta Juggernauts,ZOTAC United,0,2,2,0
730,GPL 2015 Summer,Garena Premier League,GPL,2015-07-02 13:00:00,Saigon Jokers,Thirsty Chinchillas,2,0,1,0
731,GPL 2015 Summer,Garena Premier League,GPL,2015-07-03 11:00:00,Team Proioxis,Full Louis,0,2,2,0
732,GPL 2015 Summer,Garena Premier League,GPL,2015-07-03 13:00:00,Impunity Legends,Kuala Lumpur Hunters,0,2,2,0
733,GPL 2015 Summer,Garena Premier League,GPL,2015-07-08 11:00:00,Wargods,Hanoi Fate,0,2,2,0
734,GPL 2015 Summer,Garena Premier League,GPL,2015-07-08 13:00:00,Saigon Fantastic Five,Imperium Pro Team,1,1,0,0
735,GPL 2015 Summer,Garena Premier League,GPL,2015-07-09 11:00:00,Mineski,Boba Marines,0,2,2,0
736,GPL 2015 Summer,Garena Premier League,GPL,2015-07-09 13:00:00,Bangkok Titans,Go To Sleep,2,0,1,0
737,GPL 2015 Summer,Garena Premier League,GPL,2015-07-10 11:00:00,Jakarta Juggernauts,Saigon Jokers,0,2,2,0
738,GPL 2015 Summer,Garena Premier League,GPL,2015-07-10 11:00:00,ZOTAC United,Thirsty Chinchillas,1,1,0,0
739,GPL 2015 Summer,Garena Premier League,GPL,2015-07-10 14:00:00,Mineski,Go To Sleep,0,1,2,0
740,GPL 2015 Summer,Garena Premier League,GPL,2015-07-10 14:00:00,Thirsty Chinchillas,ZOTAC United,0,1,2,0
741,GPL 2015 Summer,Garena Premier League,GPL,2015-07-10 14:00:00,Wargods,Imperium Pro Team,0,1,2,0
742,GPL 2015 Summer,Garena Premier League,GPL,2015-07-15 11:00:00,Boba Marines,Go To Sleep,2,0,1,0
743,GPL 2015 Summer,Garena Premier League,GPL,2015-07-15 11:00:00,Mineski,Bangkok Titans,0,2,2,0
744,GPL 2015 Summer,Garena Premier League,GPL,2015-07-16 11:00:00,Full Louis,Kuala Lumpur Hunters,1,1,0,0
745,GPL 2015 Summer,Garena Premier League,GPL,2015-07-16 11:00:00,Team Proioxis,Impunity Legends,0,2,2,0
746,GPL 2015 Summer,Garena Premier League,GPL,2015-07-17 11:00:00,Hanoi Fate,Imperium Pro Team,2,0,1,0
747,GPL 2015 Summer,Garena Premier League,GPL,2015-07-17 11:00:00,Wargods,Saigon Fantastic Five,1,1,0,0
748,GPL 2015 Summer,Garena Premier League,GPL,2015-08-03 08:00:00,Hanoi Fate,Boba Marines,0,1,2,0
749,GPL 2015 Summer,Garena Premier League,GPL,2015-08-03 09:00:00,Saigon Fantastic Five,Bangkok Titans,0,1,2,0
750,GPL 2015 Summer,Garena Premier League,GPL,2015-08-03 10:00:00,Saigon Jokers,ZOTAC United,1,0,1,0
751,GPL 2015 Summer,Garena Premier League,GPL,2015-08-03 11:00:00,Full Louis,Kuala Lumpur Hunters,1,0,1,0
752,GPL 2015 Summer,Garena Premier League,GPL,2015-08-03 12:00:00,Hanoi Fate,Saigon Fantastic Five,0,1,2,0
753,GPL 2015 Summer,Garena Premier League,GPL,2015-08-03 13:00:00,Saigon Jokers,Bangkok Titans,0,1,2,0
754,GPL 2015 Summer,Garena Premier League,GPL,2015-08-04 08:00:00,Full Louis,ZOTAC United,1,0,1,0
755,GPL 2015 Summer,Garena Premier League,GPL,2015-08-04 09:00:00,Boba Marines,Kuala Lumpur Hunters,1,0,1,0
756,GPL 2015 Summer,Garena Premier League,GPL,2015-08-04 10:00:00,Saigon Jokers,Saigon Fantastic Five,1,0,1,0
757,GPL 2015 Summer,Garena Premier League,GPL,2015-08-04 11:00:00,Full Louis,Hanoi Fate,0,1,2,0
758,GPL 2015 Summer,Garena Premier League,GPL,2015-08-04 12:00:00,Kuala Lumpur Hunters,ZOTAC United,0,1,2,0
759,GPL 2015 Summer,Garena Premier League,GPL,2015-08-04 13:00:00,Bangkok Titans,Boba Marines,0,1,2,0
760,GPL 2015 Summer,Garena Premier League,GPL,2015-08-05 08:00:00,ZOTAC United,Hanoi Fate,0,1,2,0
761,GPL 2015 Summer,Garena Premier League,GPL,2015-08-05 09:00:00,Boba Marines,Saigon Fantastic Five,1,0,1,0
762,GPL 2015 Summer,Garena Premier League,GPL,2015-08-05 10:00:00,Bangkok Titans,Full Louis,0,1,2,0
763,GPL 2015 Summer,Garena Premier League,GPL,2015-08-05 11:00:00,Kuala Lumpur Hunters,Saigon Jokers,0,1,2,0
764,GPL 2015 Summer,Garena Premier League,GPL,2015-08-05 12:00:00,Saigon Fantastic Five,ZOTAC United,1,0,1,0
765,GPL 2015 Summer,Garena Premier League,GPL,2015-08-05 13:00:00,Full Louis,Boba Marines,0,1,2,0
766,GPL 2015 Summer,Garena Premier League,GPL,2015-08-06 08:00:00,Kuala Lumpur Hunters,Bangkok Titans,0,1,2,0
767,GPL 2015 Summer,Garena Premier League,GPL,2015-08-06 09:00:00,Saigon Jokers,Hanoi Fate,1,0,1,0
768,GPL 2015 Summer,Garena Premier League,GPL,2015-08-06 10:00:00,Saigon Fantastic Five,Full Louis,0,1,2,0
769,GPL 2015 Summer,Garena Premier League,GPL,2015-08-06 11:00:00,ZOTAC United,Bangkok Titans,0,1,2,0
770,GPL 2015 Summer,Garena Premier League,GPL,2015-08-06 12:00:00,Hanoi Fate,Kuala Lumpur Hunters,1,0,1,0
771,GPL 2015 Summer,Garena Premier League,GPL,2015-08-06 13:00:00,Boba Marines,Saigon Jokers,0,1,2,0
772,GPL 2015 Summer,Garena Premier League,GPL,2015-08-07 08:00:00,Saigon Jokers,Full Louis,0,1,2,0
773,GPL 2015 Summer,Garena Premier League,GPL,2015-08-07 09:00:00,Boba Marines,ZOTAC United,1,0,1,0
774,GPL 2015 Summer,Garena Premier League,GPL,2015-08-07 10:00:00,Kuala Lumpur Hunters,Saigon Fantastic Five,0,1,2,0
775,GPL 2015 Summer,Garena Premier League,GPL,2015-08-07 11:00:00,Bangkok Titans,Hanoi Fate,1,0,1,0
776,GPL 2015 Summer Playoffs,Garena Premier League,GPL,2015-08-08 03:00:00,Full Louis,Bangkok Titans,0,3,2,0
777,GPL 2015 Summer Playoffs,Garena Premier League,GPL,2015-08-08 08:00:00,Boba Marines,Saigon Jokers,0,3,2,0
778,GPL 2015 Summer Playoffs,Garena Premier League,GPL,2015-08-09 03:00:00,Full Louis,Boba Marines,3,2,1,0
779,GPL 2015 Summer Playoffs,Garena Premier League,GPL,2015-08-09 08:00:00,Bangkok Titans,Saigon Jokers,3,0,1,0
780,GPL 2016 Spring,Garena Premier League,GPL,2016-04-06 03:00:00,Bangkok Titans,Saigon Jokers,1,0,1,0
781,GPL 2016 Spring,Garena Premier League,GPL,2016-04-06 04:00:00,Bangkok Titans,Team Rigel,1,0,1,0
782,GPL 2016 Spring,Garena Premier League,GPL,2016-04-06 05:00:00,Team Rigel,Imperium Pro Team,0,1,2,0
783,GPL 2016 Spring,Garena Premier League,GPL,2016-04-06 06:00:00,Imperium Pro Team,Kuala Lumpur Hunters,1,0,1,0
784,GPL 2016 Spring,Garena Premier League,GPL,2016-04-06 07:00:00,Kuala Lumpur Hunters,Kanaya Gaming,1,0,1,0
785,GPL 2016 Spring,Garena Premier League,GPL,2016-04-06 08:00:00,Kanaya Gaming,Saigon Jokers,0,1,2,0
786,GPL 2016 Spring,Garena Premier League,GPL,2016-04-07 03:00:00,Kanaya Gaming,Team Rigel,0,1,2,0
787,GPL 2016 Spring,Garena Premier League,GPL,2016-04-07 04:00:00,Bangkok Titans,Kanaya Gaming,1,0,1,0
788,GPL 2016 Spring,Garena Premier League,GPL,2016-04-07 05:00:00,Imperium Pro Team,Bangkok Titans,0,1,2,0
789,GPL 2016 Spring,Garena Premier League,GPL,2016-04-07 06:00:00,Saigon Jokers,Imperium Pro Team,0,1,2,0
790,GPL 2016 Spring,Garena Premier League,GPL,2016-04-07 07:00:00,Kuala Lumpur Hunters,Saigon Jokers,0,1,2,0
791,GPL 2016 Spring,Garena Premier League,GPL,2016-04-07 08:00:00,Team Rigel,Kuala Lumpur Hunters,0,1,2,0
792,GPL 2016 Spring,Garena Premier League,GPL,2016-04-08 03:00:00,Imperium Pro Team,Kanaya Gaming,1,0,1,0
793,GPL 2016 Spring,Garena Premier League,GPL,2016-04-08 04:20:00,Bangkok Titans,Kuala Lumpur Hunters,0,1,2,0
794,GPL 2016 Spring,Garena Premier League,GPL,2016-04-08 06:00:00,Team Rigel,Saigon Jokers,0,1,2,0
795,GPL 2016 Spring,Garena Premier League,GPL,2016-04-09 03:00:00,Imperium Pro Team,Saigon Jokers,1,3,2,0
796,GPL 2016 Spring,Garena Premier League,GPL,2016-04-09 07:40:00,Bangkok Titans,Kuala Lumpur Hunters,3,1,1,0
797,GPL 2016 Spring,Garena Premier League,GPL,2016-04-10 06:00:00,Bangkok Titans,Saigon Jokers,1,3,2,0
798,GPL 2016 Summer,Garena Premier League,GPL,2016-08-08 08:00:00,Vestigial,Saigon Jokers,0,1,2,0
799,GPL 2016 Summer,Garena Premier League,GPL,2016-08-08 09:00:00,Kuala Lumpur Hunters,Kanaya Gaming,1,0,1,0
800,GPL 2016 Summer,Garena Premier League,GPL,2016-08-08 10:00:00,Acclaim EmpireX,Bangkok Titans,1,0,1,0
801,GPL 2016 Summer,Garena Premier League,GPL,2016-08-08 11:00:00,Kanaya Gaming,Saigon Jokers,0,1,2,0
802,GPL 2016 Summer,Garena Premier League,GPL,2016-08-08 12:00:00,Vestigial,Bangkok Titans,1,0,1,0
803,GPL 2016 Summer,Garena Premier League,GPL,2016-08-08 13:00:00,Kuala Lumpur Hunters,Acclaim EmpireX,1,0,1,0
804,GPL 2016 Summer,Garena Premier League,GPL,2016-08-09 08:00:00,Kanaya Gaming,Vestigial,0,1,2,0
805,GPL 2016 Summer,Garena Premier League,GPL,2016-08-09 09:00:00,Acclaim EmpireX,Saigon Jokers,0,1,2,0
806,GPL 2016 Summer,Garena Premier League,GPL,2016-08-09 10:00:00,Bangkok Titans,Kuala Lumpur Hunters,1,0,1,0
807,GPL 2016 Summer,Garena Premier League,GPL,2016-08-09 11:00:00,Kanaya Gaming,Acclaim EmpireX,0,1,2,0
808,GPL 2016 Summer,Garena Premier League,GPL,2016-08-09 12:00:00,Vestigial,Kuala Lumpur Hunters,0,1,2,0
809,GPL 2016 Summer,Garena Premier League,GPL,2016-08-09 13:00:00,Saigon Jokers,Bangkok Titans,0,1,2,0
810,GPL 2016 Summer,Garena Premier League,GPL,2016-08-10 08:00:00,Bangkok Titans,Kanaya Gaming,1,0,1,0
811,GPL 2016 Summer,Garena Premier League,GPL,2016-08-10 09:00:00,Acclaim EmpireX,Vestigial,0,1,2,0
812,GPL 2016 Summer,Garena Premier League,GPL,2016-08-10 10:00:00,Saigon Jokers,Kuala Lumpur Hunters,1,0,1,0
813,GPL 2016 Summer,Garena Premier League,GPL,2016-08-10 11:00:00,Kuala Lumpur Hunters,Vestigial,1,0,1,0
814,GPL 2016 Summer,Garena Premier League,GPL,2016-08-10 12:00:00,Bangkok Titans,Vestigial,1,0,1,0
815,GPL 2016 Summer,Garena Premier League,GPL,2016-08-10 13:00:00,Kuala Lumpur Hunters,Bangkok Titans,0,1,2,0
816,GPL 2016 Summer,Garena Premier League,GPL,2016-08-13 05:30:00,Kuala Lumpur Hunters,Bangkok Titans,0,3,2,0
817,GPL 2016 Summer,Garena Premier League,GPL,2016-08-13 10:00:00,Vestigial,Saigon Jokers,0,3,2,0
818,GPL 2016 Summer,Garena Premier League,GPL,2016-08-14 10:00:00,Bangkok Titans,Saigon Jokers,2,3,2,0
819,GPL 2017 Spring,Garena Premier League,GPL,2017-04-12 06:00:00,Fortius,Kuala Lumpur Hunters,0,1,2,0
820,GPL 2017 Spring,Garena Premier League,GPL,2017-04-12 07:00:00,Mineski,Team Rigel,1,0,1,0
821,GPL 2017 Spring,Garena Premier League,GPL,2017-04-12 08:00:00,Fortius,Mineski,1,0,1,0
822,GPL 2017 Spring,Garena Premier League,GPL,2017-04-12 09:00:00,Kuala Lumpur Hunters,Team Rigel,1,0,1,0
823,GPL 2017 Spring,Garena Premier League,GPL,2017-04-12 10:00:00,Team Rigel,Fortius,0,1,2,0
824,GPL 2017 Spring,Garena Premier League,GPL,2017-04-12 11:00:00,Kuala Lumpur Hunters,Mineski,0,1,2,0
825,GPL 2017 Spring,Garena Premier League,GPL,2017-04-13 06:00:00,Mineski,Kuala Lumpur Hunters,1,0,1,0
826,GPL 2017 Spring,Garena Premier League,GPL,2017-04-13 07:00:00,Fortius,Team Rigel,0,1,2,0
827,GPL 2017 Spring,Garena Premier League,GPL,2017-04-13 08:00:00,Team Rigel,Kuala Lumpur Hunters,0,1,2,0
828,GPL 2017 Spring,Garena Premier League,GPL,2017-04-13 09:00:00,Mineski,Fortius,1,0,1,0
829,GPL 2017 Spring,Garena Premier League,GPL,2017-04-13 10:00:00,Team Rigel,Mineski,1,0,1,0
830,GPL 2017 Spring,Garena Premier League,GPL,2017-04-13 11:00:00,Kuala Lumpur Hunters,Fortius,1,0,1,0
831,GPL 2017 Spring,Garena Premier League,GPL,2017-04-14 03:00:00,Ascension Gaming,Mineski,3,2,1,0
832,GPL 2017 Spring,Garena Premier League,GPL,2017-04-14 08:00:00,GIGABYTE Marines,Kuala Lumpur Hunters,3,2,1,0
833,GPL 2017 Spring,Garena Premier League,GPL,2017-04-16 07:00:00,Ascension Gaming,GIGABYTE Marines,0,3,2,0
834,GPL 2017 Summer,Garena Premier League,GPL,2017-08-21 04:00:00,Resurgence,Team Manila Eagles,0,1,2,0
835,GPL 2017 Summer,Garena Premier League,GPL,2017-08-21 05:00:00,Young Generation,Kuala Lumpur Hunters,0,1,2,0
836,GPL 2017 Summer,Garena Premier League,GPL,2017-08-21 06:00:00,Headhunters,Resurgence,0,1,2,0
837,GPL 2017 Summer,Garena Premier League,GPL,2017-08-21 07:00:00,Team Manila Eagles,Young Generation,0,1,2,0
838,GPL 2017 Summer,Garena Premier League,GPL,2017-08-21 08:00:00,Young Generation,Headhunters,1,0,1,0
839,GPL 2017 Summer,Garena Premier League,GPL,2017-08-21 09:00:00,Headhunters,Team Manila Eagles,1,0,1,0
840,GPL 2017 Summer,Garena Premier League,GPL,2017-08-21 10:00:00,Team Manila Eagles,Kuala Lumpur Hunters,1,0,1,0
841,GPL 2017 Summer,Garena Premier League,GPL,2017-08-21 11:00:00,Kuala Lumpur Hunters,Resurgence,0,1,2,0
842,GPL 2017 Summer,Garena Premier League,GPL,2017-08-22 04:00:00,Resurgence,Young Generation,0,1,2,0
843,GPL 2017 Summer,Garena Premier League,GPL,2017-08-22 05:00:00,Kuala Lumpur Hunters,Headhunters,1,0,1,0
844,GPL 2017 Summer,Garena Premier League,GPL,2017-08-22 06:00:00,Headhunters,Kuala Lumpur Hunters,0,1,2,0
845,GPL 2017 Summer,Garena Premier League,GPL,2017-08-22 07:00:00,Young Generation,Resurgence,1,0,1,0
846,GPL 2017 Summer,Garena Premier League,GPL,2017-08-22 08:00:00,Resurgence,Kuala Lumpur Hunters,1,0,1,0
847,GPL 2017 Summer,Garena Premier League,GPL,2017-08-22 09:00:00,Kuala Lumpur Hunters,Team Manila Eagles,0,1,2,0
848,GPL 2017 Summer,Garena Premier League,GPL,2017-08-22 10:00:00,Team Manila Eagles,Headhunters,1,0,1,0
849,GPL 2017 Summer,Garena Premier League,GPL,2017-08-22 11:00:00,Headhunters,Young Generation,0,1,2,0
850,GPL 2017 Summer,Garena Premier League,GPL,2017-08-23 04:00:00,Young Generation,Team Manila Eagles,1,0,1,0
851,GPL 2017 Summer,Garena Premier League,GPL,2017-08-23 05:00:00,Resurgence,Headhunters,1,0,1,0
852,GPL 2017 Summer,Garena Premier League,GPL,2017-08-23 06:00:00,Kuala Lumpur Hunters,Young Generation,0,1,2,0
853,GPL 2017 Summer,Garena Premier League,GPL,2017-08-23 07:00:00,Team Manila Eagles,Resurgence,1,0,1,0
854,GPL 2017 Summer,Garena Premier League,GPL,2017-08-25 04:00:00,GIGABYTE Marines,Team Manila Eagles,3,0,1,0
855,GPL 2017 Summer,Garena Premier League,GPL,2017-08-25 09:00:00,Ascension Gaming,Young Generation,3,2,1,0
856,GPL 2017 Summer,Garena Premier League,GPL,2017-08-26 04:00:00,Team Manila Eagles,Young Generation,0,3,2,0
857,GPL 2017 Summer,Garena Premier League,GPL,2017-08-26 09:00:00,GIGABYTE Marines,Ascension Gaming,3,0,1,0
