,Tournament,League,Date,Team1,Team2,WinTeam,Team1Kills,Team2Kills,Team1Gold,Team2Gold,Team1Dragons,Team2Dragons,Team1Barons,Team2Barons,Team1RiftHeralds,Team2RiftHeralds,Team1Towers,Team2Towers,Team1Inhibitors,Team2Inhibitors,Year,Team_T1,Region_code_T1,Team_T2,Region_code_T2,Team_Win,Region_code_Win,Blue/Red,Win_RiftHeralds,Lose_RiftHeralds,Win_Towers,Lose_Towers,Win_Inhibitors,Lose_Inhibitors,Win_Kills,Lose_Kills,Win_Dragons,Lose_Dragons,Win_Barons,Lose_Barons
13132,OPL 2018 Split 1,OPL,2018-02-25 05:37:00,Tectonic,Bombers,Bombers,10,18,61026,74726,0,2,0,1,0,1,3,9,0,1,2018,TTC,PCS,BMR,PCS,BMR,PCS,Red,1,0,9,3,1,0,18,10,2,0,1,0
13133,LCK 2018 Spring,LCK,2018-02-25 07:39:00,Jin Air Green Wings,KT Rolster,KT Rolster,6,16,71217,84058,1,4,1,2,1,0,5,11,0,3,2018,JAG,KR,KT,KR,KT,KR,Red,0,1,11,5,3,0,16,6,4,1,2,1
13134,LCK 2018 Spring,LCK,2018-02-25 08:52:00,KT Rolster,Jin Air Green Wings,Jin Air Green Wings,9,11,70415,83968,1,4,0,2,0,0,4,9,0,1,2018,KT,KR,JAG,KR,JAG,KR,Red,0,0,9,4,1,0,11,9,4,1,2,0
13136,LCK 2018 Spring,LCK,2018-02-25 10:01:00,Jin Air Green Wings,KT Rolster,KT Rolster,1,11,50838,63255,1,3,0,2,1,0,2,9,0,1,2018,JAG,KR,KT,KR,KT,KR,Red,0,1,9,2,1,0,11,1,3,1,2,0
13138,LMS 2018 Spring,LMS,2018-02-25 10:48:00,Team Afro,Hong Kong Attitude,Team Afro,20,18,90010,79792,4,1,3,0,1,0,10,2,1,0,2018,AFR,INT,HKA,PCS,AFR,INT,Blue,1,0,10,2,1,0,20,18,4,1,3,0
13140,LCK 2018 Spring,LCK,2018-02-25 11:40:00,MVP,bbq Olivers,MVP,7,0,72789,57435,4,0,2,0,1,0,11,0,3,0,2018,MVP,KR,bbq,KR,MVP,KR,Blue,1,0,11,0,3,0,7,0,4,0,2,0
13141,TCL 2018 Winter,TCL,2018-02-25 11:51:00,Team AURORA,YouthCrew Esports,YouthCrew Esports,11,20,52511,66453,0,3,0,2,0,1,1,9,0,1,2018,AUR,EMEA,YC,EMEA,YC,EMEA,Red,1,0,9,1,1,0,20,11,3,0,2,0
13142,LMS 2018 Spring,LMS,2018-02-25 12:06:00,Hong Kong Attitude,Team Afro,Hong Kong Attitude,18,12,79220,66276,3,0,2,0,1,0,11,1,4,0,2018,HKA,PCS,AFR,INT,HKA,PCS,Blue,1,0,11,1,4,0,18,12,3,0,2,0
13144,LCK 2018 Spring,LCK,2018-02-25 12:30:00,bbq Olivers,MVP,MVP,7,9,63733,78738,0,5,0,2,1,0,1,10,0,2,2018,bbq,KR,MVP,KR,MVP,KR,Red,0,1,10,1,2,0,9,7,5,0,2,0
13145,TCL 2018 Winter,TCL,2018-02-25 12:44:00,Galakticos,Fenerbahçe Esports,Fenerbahçe Esports,16,19,73444,79748,2,2,0,1,0,1,5,10,1,2,2018,GAL,EMEA,FB,EMEA,FB,EMEA,Red,1,0,10,5,2,1,19,16,2,2,1,0
13148,LMS 2018 Spring,LMS,2018-02-25 13:14:00,Team Afro,Hong Kong Attitude,Hong Kong Attitude,4,17,42560,61145,0,2,0,1,0,1,0,9,0,1,2018,AFR,INT,HKA,PCS,HKA,PCS,Red,1,0,9,0,1,0,17,4,2,0,1,0
13149,TCL 2018 Winter,TCL,2018-02-25 13:53:00,Royal Bandits,Dark Passage,Royal Bandits,9,3,52209,37900,3,0,1,0,1,0,11,0,4,0,2018,RBE,EMEA,DP,EMEA,RBE,EMEA,Blue,1,0,11,0,4,0,9,3,3,0,1,0
13150,LCL 2018 Spring,LCL,2018-02-25 14:10:00,Elements Pro Gaming,Vega Squadron,Elements Pro Gaming,16,12,86696,76924,3,2,0,2,0,0,9,4,1,0,2018,EPG,INT,VEG,INT,EPG,INT,Blue,0,0,9,4,1,0,16,12,3,2,0,2
13151,TCL 2018 Winter,TCL,2018-02-25 14:43:00,SuperMassive Esports,HWA Gaming,SuperMassive Esports,17,9,64862,50104,3,0,1,0,1,0,10,2,1,0,2018,SUP,EMEA,HWA,EMEA,SUP,EMEA,Blue,1,0,10,2,1,0,17,9,3,0,1,0
13153,CLS 2018 Opening,CLS,2018-02-25 15:44:00,Legatum,Universidad Católica Esports,Legatum,15,2,56326,47731,0,2,1,1,1,0,9,3,1,0,2018,LGT,INT,UC,LAT,LGT,INT,Blue,1,0,9,3,1,0,15,2,0,2,1,1
13154,CBLOL 2018 Split 1,CBLOL,2018-02-25 16:00:00,INTZ,paiN Gaming,INTZ,14,7,72086,60917,2,2,2,0,1,0,10,3,2,0,2018,ITZ,BR,PNG,BR,ITZ,BR,Blue,1,0,10,3,2,0,14,7,2,2,2,0
13155,LCL 2018 Spring,LCL,2018-02-25 16:22:00,Dragon Army,Team Just,Team Just,0,15,44809,61999,1,3,0,1,0,1,1,9,0,1,2018,DA,INT,TJ,INT,TJ,INT,Red,1,0,9,1,1,0,15,0,3,1,1,0
13156,CLS 2018 Opening,CLS,2018-02-25 16:38:00,Hafnet eSports,Rebirth eSports,Rebirth eSports,19,17,72376,79447,3,1,1,1,1,0,3,11,0,4,2018,HAF,LAT,RBT,LAT,RBT,LAT,Red,0,1,11,3,4,0,17,19,1,3,1,1
13157,CBLOL 2018 Split 1,CBLOL,2018-02-25 17:11:00,paiN Gaming,INTZ,paiN Gaming,10,1,68222,56015,3,0,2,0,1,0,11,2,4,0,2018,PNG,BR,ITZ,BR,PNG,BR,Blue,1,0,11,2,4,0,10,1,3,0,2,0
13158,LCL 2018 Spring,LCL,2018-02-25 17:22:00,M19,Vaevictis eSports,M19,17,8,73698,65859,3,2,0,2,1,0,8,5,2,0,2018,M19,INT,VS,INT,M19,INT,Blue,1,0,8,5,2,0,17,8,3,2,0,2
13159,CLS 2018 Opening,CLS,2018-02-25 17:51:00,Dark Horse,Isurus,Dark Horse,13,6,55308,48812,3,0,1,0,1,0,11,2,4,0,2018,DHX,LAT,ISG,LAT,DHX,LAT,Blue,1,0,11,2,4,0,13,6,3,0,1,0
13160,CBLOL 2018 Split 1,CBLOL,2018-02-25 18:11:00,INTZ,paiN Gaming,INTZ,12,8,58559,57259,0,2,0,1,1,0,9,3,2,0,2018,ITZ,BR,PNG,BR,ITZ,BR,Blue,1,0,9,3,2,0,12,8,0,2,0,1
13161,LCL 2018 Spring,LCL,2018-02-25 18:23:00,Team Just,Gambit Esports,Gambit Esports,5,24,55464,69135,0,3,0,2,1,0,3,10,0,2,2018,TJ,INT,GMB,INT,GMB,INT,Red,0,1,10,3,2,0,24,5,3,0,2,0
13162,CLS 2018 Opening,CLS,2018-02-25 18:53:00,Kaos Latin Gamers,Furious Gaming,Kaos Latin Gamers,22,13,70025,59613,3,0,1,1,1,0,10,5,1,1,2018,KLG,LAT,FG,LAT,KLG,LAT,Blue,1,0,10,5,1,1,22,13,3,0,1,1
13163,CBLOL 2018 Split 1,CBLOL,2018-02-25 19:07:00,ProGaming Esports,CNB e-Sports Club,ProGaming Esports,12,9,77364,64562,3,3,3,0,1,0,11,2,5,0,2018,PRG,BR,CNB,BR,PRG,BR,Blue,1,0,11,2,5,0,12,9,3,3,3,0
13164,NA LCS 2018 Spring,NA LCS,2018-02-25 19:46:00,OpTic Gaming,TSM,TSM,2,14,54272,72232,0,4,0,2,1,0,3,9,0,1,2018,OPT,NA,TSM,NA,TSM,NA,Red,0,1,9,3,1,0,14,2,4,0,2,0
13165,CBLOL 2018 Split 1,CBLOL,2018-02-25 20:24:00,CNB e-Sports Club,ProGaming Esports,CNB e-Sports Club,13,9,85370,76462,3,1,2,1,1,0,11,3,5,0,2018,CNB,BR,PRG,BR,CNB,BR,Blue,1,0,11,3,5,0,13,9,3,1,2,1
13166,NA LCS 2018 Spring,NA LCS,2018-02-25 20:45:00,FlyQuest,100 Thieves,100 Thieves,6,13,59487,69610,0,4,0,3,1,0,3,11,0,5,2018,FLY,NA,100,NA,100,NA,Red,0,1,11,3,5,0,13,6,4,0,3,0
13167,CBLOL 2018 Split 1,CBLOL,2018-02-25 21:37:00,ProGaming Esports,CNB e-Sports Club,CNB e-Sports Club,6,16,62244,74592,1,3,0,2,0,1,4,10,0,2,2018,PRG,BR,CNB,BR,CNB,BR,Red,1,0,10,4,2,0,16,6,3,1,2,0
13168,NA LCS 2018 Spring,NA LCS,2018-02-25 21:46:00,Echo Fox,Team Liquid,Echo Fox,11,4,45786,34761,1,0,1,0,0,1,7,0,1,0,2018,FOX,NA,TL,NA,FOX,NA,Blue,0,1,7,0,1,0,11,4,1,0,1,0
13169,NA LCS 2018 Spring,NA LCS,2018-02-25 22:33:00,Counter Logic Gaming,Golden Guardians,Golden Guardians,8,15,52287,59400,3,0,0,2,0,1,3,7,0,1,2018,CLG,NA,GG,NA,GG,NA,Red,1,0,7,3,1,0,15,8,0,3,2,0
13170,NA LCS 2018 Spring,NA LCS,2018-02-25 23:31:00,Cloud9,Clutch Gaming,Cloud9,12,4,52013,37318,2,0,1,0,1,0,9,0,1,0,2018,C9,NA,CG,NA,C9,NA,Blue,1,0,9,0,1,0,12,4,2,0,1,0
13176,TCL 2018 Winter,TCL,2018-02-26 14:47:00,Royal Bandits,Team AURORA,Royal Bandits,12,1,49001,36574,2,0,1,0,0,0,9,1,2,0,2018,RBE,EMEA,AUR,EMEA,RBE,EMEA,Blue,0,0,9,1,2,0,12,1,2,0,1,0
13177,TCL 2018 Winter,TCL,2018-02-26 15:33:00,Galakticos,Dark Passage,Dark Passage,6,21,42221,58412,0,2,0,1,0,1,0,11,0,3,2018,GAL,EMEA,DP,EMEA,DP,EMEA,Red,1,0,11,0,3,0,21,6,2,0,1,0
13178,TCL 2018 Winter,TCL,2018-02-26 16:25:00,SuperMassive Esports,YouthCrew Esports,SuperMassive Esports,32,15,57183,40920,1,1,1,0,0,1,10,1,2,0,2018,SUP,EMEA,YC,EMEA,SUP,EMEA,Blue,0,1,10,1,2,0,32,15,1,1,1,0
13179,TCL 2018 Winter,TCL,2018-02-26 17:17:00,Fenerbahçe Esports,HWA Gaming,Fenerbahçe Esports,12,4,60067,49150,3,0,1,1,1,0,7,1,1,0,2018,FB,EMEA,HWA,EMEA,FB,EMEA,Blue,1,0,7,1,1,0,12,4,3,0,1,1
13180,LCK 2018 Spring,LCK,2018-02-27 07:41:00,Afreeca Freecs,KSV eSports,Afreeca Freecs,10,5,75254,66001,2,0,2,0,1,0,8,2,1,0,2018,KDF,KR,KSV,KR,KDF,KR,Blue,1,0,8,2,1,0,10,5,2,0,2,0
13181,LCK 2018 Spring,LCK,2018-02-27 08:46:00,KSV eSports,Afreeca Freecs,Afreeca Freecs,1,10,50330,69122,0,4,0,2,0,1,1,10,0,2,2018,KSV,KR,KDF,KR,KDF,KR,Red,1,0,10,1,2,0,10,1,4,0,2,0
13184,LCK 2018 Spring,LCK,2018-02-27 10:41:00,KT Rolster,ROX Tigers,ROX Tigers,3,9,48242,60916,0,4,0,1,0,1,0,10,0,2,2018,KT,KR,ROX,KR,ROX,KR,Red,1,0,10,0,2,0,9,3,4,0,1,0
13186,LCK 2018 Spring,LCK,2018-02-27 11:44:00,ROX Tigers,KT Rolster,ROX Tigers,15,5,60801,46103,1,1,1,0,0,0,11,0,3,0,2018,ROX,KR,KT,KR,ROX,KR,Blue,0,0,11,0,3,0,15,5,1,1,1,0
13188,LCK 2018 Spring,LCK,2018-02-28 07:39:00,Jin Air Green Wings,bbq Olivers,bbq Olivers,11,18,88810,92331,3,1,1,2,0,1,8,10,3,1,2018,JAG,KR,bbq,KR,bbq,KR,Red,1,0,10,8,1,3,18,11,1,3,2,1
13189,LCK 2018 Spring,LCK,2018-02-28 09:04:00,bbq Olivers,Jin Air Green Wings,bbq Olivers,21,9,109962,99572,4,2,3,1,0,1,10,5,4,0,2018,bbq,KR,JAG,KR,bbq,KR,Blue,0,1,10,5,4,0,21,9,4,2,3,1
13192,LCK 2018 Spring,LCK,2018-02-28 10:44:00,Kingzone DragonX,MVP,Kingzone DragonX,14,8,77424,64374,1,4,2,0,1,0,9,3,1,0,2018,KZ,KR,MVP,KR,KZ,KR,Blue,1,0,9,3,1,0,14,8,1,4,2,0
13193,LMS 2018 Spring,LMS,2018-02-28 10:45:00,G-Rex,J Team,J Team,5,17,52181,65175,0,3,0,2,0,1,0,11,0,3,2018,GRX,PCS,JT,PCS,JT,PCS,Red,1,0,11,0,3,0,17,5,3,0,2,0
13195,LMS 2018 Spring,LMS,2018-02-28 12:02:00,G-Rex,J Team,G-Rex,14,9,93104,89124,4,2,2,1,0,0,11,3,4,0,2018,GRX,PCS,JT,PCS,GRX,PCS,Blue,0,0,11,3,4,0,14,9,4,2,2,1
13197,LCK 2018 Spring,LCK,2018-02-28 12:38:00,MVP,Kingzone DragonX,Kingzone DragonX,3,25,40181,56475,0,2,0,1,0,1,0,9,0,2,2018,MVP,KR,KZ,KR,KZ,KR,Red,1,0,9,0,2,0,25,3,2,0,1,0
13199,LMS 2018 Spring,LMS,2018-02-28 13:34:00,G-Rex,J Team,G-Rex,20,10,69004,57044,2,1,1,1,1,0,9,2,1,0,2018,GRX,PCS,JT,PCS,GRX,PCS,Blue,1,0,9,2,1,0,20,10,2,1,1,1
13200,LCK 2018 Spring,LCK,2018-03-01 07:29:00,Afreeca Freecs,SK Telecom T1,Afreeca Freecs,13,0,70049,58146,2,2,2,0,0,1,8,1,1,0,2018,KDF,KR,T1,KR,KDF,KR,Blue,0,1,8,1,1,0,13,0,2,2,2,0
13201,LMS 2018 Spring,LMS,2018-03-01 07:44:00,Team Afro,Machi Esports,Machi Esports,5,10,72915,87033,3,2,1,3,0,0,4,11,0,3,2018,AFR,INT,MCX,PCS,MCX,PCS,Red,0,0,11,4,3,0,10,5,2,3,3,1
13202,VCS 2018 Spring,VCS,2018-03-01 08:17:00,EVOS Esports,Cherry Esports,Cherry Esports,16,19,80102,79799,1,3,0,1,0,0,4,11,0,4,2018,EVS,VN,CR,VN,CR,VN,Red,0,0,11,4,4,0,19,16,3,1,1,0
13203,LCK 2018 Spring,LCK,2018-03-01 08:45:00,SK Telecom T1,Afreeca Freecs,SK Telecom T1,13,4,84236,71459,3,1,1,0,1,0,9,1,2,0,2018,T1,KR,KDF,KR,T1,KR,Blue,1,0,9,1,2,0,13,4,3,1,1,0
13204,LMS 2018 Spring,LMS,2018-03-01 09:22:00,Machi Esports,Team Afro,Team Afro,7,9,71525,77117,1,2,0,3,0,0,5,10,0,2,2018,MCX,PCS,AFR,INT,AFR,INT,Red,0,0,10,5,2,0,9,7,2,1,3,0
13205,LCK 2018 Spring,LCK,2018-03-01 09:55:00,Afreeca Freecs,SK Telecom T1,Afreeca Freecs,13,5,77306,65092,5,0,2,0,0,0,11,4,3,0,2018,KDF,KR,T1,KR,KDF,KR,Blue,0,0,11,4,3,0,13,5,5,0,2,0
13206,VCS 2018 Spring,VCS,2018-03-01 10:11:00,Cherry Esports,EVOS Esports,EVOS Esports,1,12,33318,49483,0,2,0,1,0,1,0,11,0,3,2018,CR,VN,EVS,VN,EVS,VN,Red,1,0,11,0,3,0,12,1,2,0,1,0
13207,LMS 2018 Spring,LMS,2018-03-01 10:31:00,Machi Esports,Team Afro,Team Afro,6,23,61511,78577,0,1,0,2,0,0,2,10,0,1,2018,MCX,PCS,AFR,INT,AFR,INT,Red,0,0,10,2,1,0,23,6,1,0,2,0
13208,VCS 2018 Spring,VCS,2018-03-01 10:52:00,EVOS Esports,Cherry Esports,Cherry Esports,18,21,73086,74798,0,3,1,1,0,1,1,10,0,6,2018,EVS,VN,CR,VN,CR,VN,Red,1,0,10,1,6,0,21,18,3,0,1,1
13209,LCK 2018 Spring,LCK,2018-03-01 10:58:00,KT Rolster,Kongdoo Monster,KT Rolster,10,2,55370,37706,2,0,1,0,1,0,9,0,2,0,2018,KT,KR,KDM,KR,KT,KR,Blue,1,0,9,0,2,0,10,2,2,0,1,0
13210,LMS 2018 Spring,LMS,2018-03-01 11:48:00,Flash Wolves,J Team,Flash Wolves,13,0,74035,60024,3,0,1,0,0,0,11,1,3,0,2018,FW,INT,JT,PCS,FW,INT,Blue,0,0,11,1,3,0,13,0,3,0,1,0
13212,LCK 2018 Spring,LCK,2018-03-01 12:21:00,Kongdoo Monster,KT Rolster,KT Rolster,5,17,46989,65617,0,4,0,1,0,1,1,10,0,2,2018,KDM,KR,KT,KR,KT,KR,Red,1,0,10,1,2,0,17,5,4,0,1,0
13213,LMS 2018 Spring,LMS,2018-03-01 13:03:00,J Team,Flash Wolves,Flash Wolves,3,16,47416,65532,1,2,0,1,0,1,0,9,0,1,2018,JT,PCS,FW,INT,FW,INT,Red,1,0,9,0,1,0,16,3,2,1,1,0
13216,LJL 2018 Spring,LJL,2018-03-02 04:33:00,DetonatioN FocusMe,V3 Esports,DetonatioN FocusMe,14,3,60890,44840,3,0,1,0,1,0,11,1,3,0,2018,DFM,JP,V3,JP,DFM,JP,Blue,1,0,11,1,3,0,14,3,3,0,1,0
13217,LJL 2018 Spring,LJL,2018-03-02 05:44:00,V3 Esports,DetonatioN FocusMe,DetonatioN FocusMe,4,18,49963,61382,0,2,0,1,0,1,2,11,0,4,2018,V3,JP,DFM,JP,DFM,JP,Red,1,0,11,2,4,0,18,4,2,0,1,0
13218,LJL 2018 Spring,LJL,2018-03-02 06:51:00,Unsold Stuff Gaming,PENTAGRAM,PENTAGRAM,5,11,55121,66610,0,3,0,1,0,1,1,9,0,1,2018,USG,JP,PGM,JP,PGM,JP,Red,1,0,9,1,1,0,11,5,3,0,1,0
13219,LMS 2018 Spring,LMS,2018-03-02 07:50:00,Flash Wolves,Machi Esports,Flash Wolves,13,1,55862,42711,2,0,1,0,1,0,8,1,1,0,2018,FW,INT,MCX,PCS,FW,INT,Blue,1,0,8,1,1,0,13,1,2,0,1,0
13220,LJL 2018 Spring,LJL,2018-03-02 08:30:00,PENTAGRAM,Unsold Stuff Gaming,Unsold Stuff Gaming,9,13,46806,57701,1,1,0,1,0,1,2,7,0,1,2018,PGM,JP,USG,JP,USG,JP,Red,1,0,7,2,1,0,13,9,1,1,1,0
13221,VCS 2018 Spring,VCS,2018-03-02 08:31:00,FTV Esports,Hall of Fame,FTV Esports,10,3,53466,40957,2,1,1,0,0,0,9,1,1,0,2018,FTV,VN,HOF,VN,FTV,VN,Blue,0,0,9,1,1,0,10,3,2,1,1,0
13222,LMS 2018 Spring,LMS,2018-03-02 08:49:00,Machi Esports,Flash Wolves,Flash Wolves,7,25,47859,60083,0,1,0,1,0,1,3,8,0,2,2018,MCX,PCS,FW,INT,FW,INT,Red,1,0,8,3,2,0,25,7,1,0,1,0
13223,VCS 2018 Spring,VCS,2018-03-02 09:39:00,Hall of Fame,FTV Esports,FTV Esports,3,16,33333,52038,0,1,0,1,0,1,0,10,0,1,2018,HOF,VN,FTV,VN,FTV,VN,Red,1,0,10,0,1,0,16,3,1,0,1,0
13225,LMS 2018 Spring,LMS,2018-03-02 10:01:00,Hong Kong Attitude,J Team,J Team,11,16,59929,70323,3,1,1,1,0,0,2,7,0,1,2018,HKA,PCS,JT,PCS,JT,PCS,Red,0,0,7,2,1,0,16,11,1,3,1,1
13226,LJL 2018 Spring,LJL,2018-03-02 10:12:00,7th heaven,Rascal Jester,Rascal Jester,17,13,75351,85412,1,4,0,3,0,0,3,11,0,5,2018,7h,JP,RJ,JP,RJ,JP,Red,0,0,11,3,5,0,13,17,4,1,3,0
13228,LMS 2018 Spring,LMS,2018-03-02 11:08:00,J Team,Hong Kong Attitude,Hong Kong Attitude,0,11,57833,68463,0,4,0,1,1,0,3,9,0,1,2018,JT,PCS,HKA,PCS,HKA,PCS,Red,0,1,9,3,1,0,11,0,4,0,1,0
13230,LJL 2018 Spring,LJL,2018-03-02 11:34:00,Rascal Jester,7th heaven,7th heaven,10,11,86354,100697,1,4,1,3,0,1,1,11,0,8,2018,RJ,JP,7h,JP,7h,JP,Red,1,0,11,1,8,0,11,10,4,1,3,1
13231,VCS 2018 Spring,VCS,2018-03-02 12:02:00,Young Generation,GIGABYTE Marines,Young Generation,15,9,62962,59737,0,4,1,1,1,0,7,5,1,1,2018,YGE,VN,GAM,VN,YGE,VN,Blue,1,0,7,5,1,1,15,9,0,4,1,1
13232,LMS 2018 Spring,LMS,2018-03-02 12:07:00,J Team,Hong Kong Attitude,J Team,16,9,67046,58083,2,0,1,0,0,1,9,3,2,0,2018,JT,PCS,HKA,PCS,JT,PCS,Blue,0,1,9,3,2,0,16,9,2,0,1,0
13234,LJL 2018 Spring,LJL,2018-03-02 13:06:00,Rascal Jester,7th heaven,Rascal Jester,18,9,67445,58257,2,1,1,1,1,0,9,3,2,0,2018,RJ,JP,7h,JP,RJ,JP,Blue,1,0,9,3,2,0,18,9,2,1,1,1
13235,VCS 2018 Spring,VCS,2018-03-02 13:17:00,GIGABYTE Marines,Young Generation,GIGABYTE Marines,14,8,69877,60891,2,2,2,0,0,1,9,4,1,0,2018,GAM,VN,YGE,VN,GAM,VN,Blue,0,1,9,4,1,0,14,8,2,2,2,0
13236,VCS 2018 Spring,VCS,2018-03-02 14:14:00,Young Generation,GIGABYTE Marines,GIGABYTE Marines,16,19,62964,70998,1,3,1,1,1,0,4,9,0,2,2018,YGE,VN,GAM,VN,GAM,VN,Red,0,1,9,4,2,0,19,16,3,1,1,1
13237,EU LCS 2018 Spring,EU LCS,2018-03-02 16:41:00,Team ROCCAT,Giants Gaming,Team ROCCAT,11,4,64274,49434,2,0,1,0,0,1,11,0,3,0,2018,ROC,EMEA,GIA,EMEA,ROC,EMEA,Blue,0,1,11,0,3,0,11,4,2,0,1,0
13238,EU LCS 2018 Spring,EU LCS,2018-03-02 17:59:00,Unicorns of Love,H2k-Gaming,Unicorns of Love,18,16,85342,80429,3,1,2,1,0,0,10,5,3,0,2018,UOL,EMEA,H2K,EMEA,UOL,EMEA,Blue,0,0,10,5,3,0,18,16,3,1,2,1
13239,EU LCS 2018 Spring,EU LCS,2018-03-02 19:07:00,Splyce,G2 Esports,Splyce,11,1,57716,47178,3,0,2,0,1,0,10,1,2,0,2018,SPY,EMEA,G2,EMEA,SPY,EMEA,Blue,1,0,10,1,2,0,11,1,3,0,2,0
13240,EU LCS 2018 Spring,EU LCS,2018-03-02 20:06:00,FC Schalke 04 Esports,Team Vitality,Team Vitality,6,8,67007,78160,1,3,0,3,1,0,2,11,0,4,2018,S04,EMEA,VIT,EMEA,VIT,EMEA,Red,0,1,11,2,4,0,8,6,3,1,3,0
13241,EU LCS 2018 Spring,EU LCS,2018-03-02 21:09:00,Misfits Gaming,Fnatic,Misfits Gaming,22,11,101315,93862,4,2,3,1,1,0,10,4,3,0,2018,MSF,EMEA,FNC,EMEA,MSF,EMEA,Blue,1,0,10,4,3,0,22,11,4,2,3,1
13242,LLN 2018 Opening,LLN,2018-03-02 22:47:00,Gaming Gaming,Dash9 Gaming,Gaming Gaming,15,2,58670,42366,3,0,1,0,1,0,11,0,3,0,2018,GG,LAT,D9,INT,GG,LAT,Blue,1,0,11,0,3,0,15,2,3,0,1,0
13243,LLN 2018 Opening,LLN,2018-03-02 23:47:00,INFINITY,Rainbow7,Rainbow7,2,12,56421,71665,0,4,0,2,1,0,2,11,0,3,2018,INF,LAT,R7,LAT,R7,LAT,Red,0,1,11,2,3,0,12,2,4,0,2,0
13244,LLN 2018 Opening,LLN,2018-03-03 00:50:00,ZAGA Talent Gaming,Predators Esports,Predators Esports,6,13,50772,66552,0,2,0,1,0,1,1,11,0,3,2018,ZTG,INT,PDS,LAT,PDS,LAT,Red,1,0,11,1,3,0,13,6,2,0,1,0
13245,OPL 2018 Split 1,OPL,2018-03-03 02:51:00,Tectonic,Avant Gaming,Avant Gaming,20,33,82520,96311,0,5,2,2,0,1,3,10,0,3,2018,TTC,PCS,AV,PCS,AV,PCS,Red,1,0,10,3,3,0,33,20,5,0,2,2
13246,OPL 2018 Split 1,OPL,2018-03-03 03:56:00,Avant Gaming,Tectonic,Avant Gaming,20,10,65215,47998,2,0,1,0,1,0,10,0,2,0,2018,AV,PCS,TTC,PCS,AV,PCS,Blue,1,0,10,0,2,0,20,10,2,0,1,0
13247,LJL 2018 Spring,LJL,2018-03-03 04:45:00,V3 Esports,7th heaven,V3 Esports,7,2,70206,55879,4,0,2,0,1,0,11,0,4,0,2018,V3,JP,7h,JP,V3,JP,Blue,1,0,11,0,4,0,7,2,4,0,2,0
13248,OPL 2018 Split 1,OPL,2018-03-03 04:50:00,Sin Gaming,Bombers,Bombers,5,9,54752,65110,0,3,0,1,1,0,2,10,0,1,2018,SIN,PCS,BMR,PCS,BMR,PCS,Red,0,1,10,2,1,0,9,5,3,0,1,0
13249,OPL 2018 Split 1,OPL,2018-03-03 05:51:00,Bombers,Sin Gaming,Sin Gaming,3,13,52383,62909,1,3,0,2,1,0,2,11,0,3,2018,BMR,PCS,SIN,PCS,SIN,PCS,Red,0,1,11,2,3,0,13,3,3,1,2,0
13250,LJL 2018 Spring,LJL,2018-03-03 05:52:00,7th heaven,V3 Esports,V3 Esports,14,9,110925,107575,3,4,1,4,0,1,7,10,1,1,2018,7h,JP,V3,JP,V3,JP,Red,1,0,10,7,1,1,9,14,4,3,4,1
13251,OPL 2018 Split 1,OPL,2018-03-03 06:47:00,Sin Gaming,Bombers,Bombers,2,15,52908,64714,0,3,1,1,1,0,3,10,0,2,2018,SIN,PCS,BMR,PCS,BMR,PCS,Red,0,1,10,3,2,0,15,2,3,0,1,1
13252,LJL 2018 Spring,LJL,2018-03-03 07:26:00,PENTAGRAM,Rascal Jester,PENTAGRAM,9,6,51602,39596,3,0,0,0,1,0,9,1,1,0,2018,PGM,JP,RJ,JP,PGM,JP,Blue,1,0,9,1,1,0,9,6,3,0,0,0
13253,LCK 2018 Spring,LCK,2018-03-03 07:31:00,Kongdoo Monster,Kingzone DragonX,Kingzone DragonX,6,9,46032,60257,1,2,0,1,0,1,0,9,0,1,2018,KDM,KR,KZ,KR,KZ,KR,Red,1,0,9,0,1,0,9,6,2,1,1,0
13255,LCK 2018 Spring,LCK,2018-03-03 08:38:00,Kingzone DragonX,Kongdoo Monster,Kingzone DragonX,8,8,91394,74391,5,0,2,0,1,0,11,2,2,0,2018,KZ,KR,KDM,KR,KZ,KR,Blue,1,0,11,2,2,0,8,8,5,0,2,0
13256,LJL 2018 Spring,LJL,2018-03-03 08:51:00,Rascal Jester,PENTAGRAM,PENTAGRAM,11,19,60010,73290,1,3,1,1,0,0,1,11,0,3,2018,RJ,JP,PGM,JP,PGM,JP,Red,0,0,11,1,3,0,19,11,3,1,1,1
13260,LJL 2018 Spring,LJL,2018-03-03 10:12:00,Unsold Stuff Gaming,DetonatioN FocusMe,DetonatioN FocusMe,8,16,62132,72290,1,1,0,1,0,0,2,9,0,2,2018,USG,JP,DFM,JP,DFM,JP,Red,0,0,9,2,2,0,16,8,1,1,1,0
13261,LMS 2018 Spring,LMS,2018-03-03 10:28:00,MAD Team,G-Rex,G-Rex,3,11,53213,70724,0,3,0,2,0,1,0,11,0,3,2018,MAD,INT,GRX,PCS,GRX,PCS,Red,1,0,11,0,3,0,11,3,3,0,2,0
13262,LCK 2018 Spring,LCK,2018-03-03 10:43:00,ROX Tigers,bbq Olivers,ROX Tigers,7,2,57180,45517,3,0,1,0,1,0,9,0,1,0,2018,ROX,KR,bbq,KR,ROX,KR,Blue,1,0,9,0,1,0,7,2,3,0,1,0
