,Tournament,League,Date,Team1,Team2,WinTeam,Team1Kills,Team2Kills,Team1Gold,Team2Gold,Team1Dragons,Team2Dragons,Team1Barons,Team2Barons,Team1RiftHeralds,Team2RiftHeralds,Team1Towers,Team2Towers,Team1Inhibitors,Team2Inhibitors,Year,Team_T1,Region_code_T1,Team_T2,Region_code_T2,Team_Win,Region_code_Win,Blue/Red,Win_RiftHeralds,Lose_RiftHeralds,Win_Towers,Lose_Towers,Win_Inhibitors,Lose_Inhibitors,Win_Kills,Lose_Kills,Win_Dragons,Lose_Dragons,Win_Barons,Lose_Barons
13264,LCK 2018 Spring,LCK,2018-03-03 11:38:00,bbq Olivers,ROX Tigers,ROX Tigers,8,12,66078,77534,0,4,0,2,1,0,3,9,0,1,2018,bbq,KR,ROX,KR,ROX,KR,Red,0,1,9,3,1,0,12,8,4,0,2,0
13265,LJL 2018 Spring,LJL,2018-03-03 11:46:00,DetonatioN FocusMe,Unsold Stuff Gaming,DetonatioN FocusMe,11,2,76623,59426,2,2,2,0,1,0,11,1,3,0,2018,DFM,JP,USG,JP,DFM,JP,Blue,1,0,11,1,3,0,11,2,2,2,2,0
13266,TCL 2018 Winter,TCL,2018-03-03 11:54:00,Fenerbahçe Esports,YouthCrew Esports,Fenerbahçe Esports,11,3,56736,44869,2,0,1,0,1,0,9,2,2,0,2018,FB,EMEA,YC,EMEA,FB,EMEA,Blue,1,0,9,2,2,0,11,3,2,0,1,0
13267,VCS 2018 Spring,VCS,2018-03-03 11:54:00,Hall of Fame,GIGABYTE Marines,GIGABYTE Marines,5,19,39737,56949,0,2,0,1,0,1,0,11,0,3,2018,HOF,VN,GAM,VN,GAM,VN,Red,1,0,11,0,3,0,19,5,2,0,1,0
13268,LMS 2018 Spring,LMS,2018-03-03 11:58:00,MAD Team,G-Rex,G-Rex,10,16,84436,82622,2,1,1,1,0,0,8,8,1,1,2018,MAD,INT,GRX,PCS,GRX,PCS,Red,0,0,8,8,1,1,16,10,1,2,1,1
13270,TCL 2018 Winter,TCL,2018-03-03 12:42:00,Royal Bandits,Galakticos,Royal Bandits,15,2,42439,27455,2,0,0,0,1,0,11,0,3,0,2018,RBE,EMEA,GAL,EMEA,RBE,EMEA,Blue,1,0,11,0,3,0,15,2,2,0,0,0
13271,LCL 2018 Spring,LCL,2018-03-03 12:52:00,Vega Squadron,Gambit Esports,Gambit Esports,4,11,51540,65048,1,3,0,1,0,1,1,11,0,3,2018,VEG,INT,GMB,INT,GMB,INT,Red,1,0,11,1,3,0,11,4,3,1,1,0
13272,VCS 2018 Spring,VCS,2018-03-03 13:10:00,GIGABYTE Marines,Hall of Fame,GIGABYTE Marines,19,16,77614,79214,2,2,0,1,0,0,7,4,1,0,2018,GAM,VN,HOF,VN,GAM,VN,Blue,0,0,7,4,1,0,19,16,2,2,0,1
13273,TCL 2018 Winter,TCL,2018-03-03 13:23:00,HWA Gaming,Dark Passage,HWA Gaming,10,5,57885,48353,2,1,1,0,1,0,9,1,1,0,2018,HWA,EMEA,DP,EMEA,HWA,EMEA,Blue,1,0,9,1,1,0,10,5,2,1,1,0
13274,LCL 2018 Spring,LCL,2018-03-03 14:09:00,Team Just,Elements Pro Gaming,Team Just,14,3,55059,43349,2,1,1,0,0,1,8,3,1,0,2018,TJ,INT,EPG,INT,TJ,INT,Blue,0,1,8,3,1,0,14,3,2,1,1,0
13275,TCL 2018 Winter,TCL,2018-03-03 14:24:00,Team AURORA,SuperMassive Esports,Team AURORA,13,13,72817,73043,1,3,1,2,0,0,9,6,2,1,2018,AUR,EMEA,SUP,EMEA,AUR,EMEA,Blue,0,0,9,6,2,1,13,13,1,3,1,2
13276,LCL 2018 Spring,LCL,2018-03-03 15:03:00,Dragon Army,Gambit Esports,Gambit Esports,2,15,48541,65435,0,3,0,1,1,0,0,10,0,2,2018,DA,INT,GMB,INT,GMB,INT,Red,0,1,10,0,2,0,15,2,3,0,1,0
13277,CLS 2018 Opening,CLS,2018-03-03 15:26:00,Rebirth eSports,Furious Gaming,Rebirth eSports,11,3,85036,76388,4,1,0,2,1,0,11,6,4,1,2018,RBT,LAT,FG,LAT,RBT,LAT,Blue,1,0,11,6,4,1,11,3,4,1,0,2
13278,EU LCS 2018 Spring,EU LCS,2018-03-03 15:41:00,Team ROCCAT,Splyce,Splyce,7,9,78999,83819,1,4,1,2,1,0,4,10,0,2,2018,ROC,EMEA,SPY,EMEA,SPY,EMEA,Red,0,1,10,4,2,0,9,7,4,1,2,1
13279,LCL 2018 Spring,LCL,2018-03-03 16:03:00,M19,Vega Squadron,Vega Squadron,5,11,45460,53581,3,0,0,1,1,0,1,7,0,1,2018,M19,INT,VEG,INT,VEG,INT,Red,0,1,7,1,1,0,11,5,0,3,1,0
13280,CBLOL 2018 Split 1,CBLOL,2018-03-03 16:07:00,RED Canids,INTZ,RED Canids,15,19,120203,112660,5,3,4,2,0,0,11,6,8,1,2018,RED,BR,ITZ,BR,RED,BR,Blue,0,0,11,6,8,1,15,19,5,3,4,2
13282,CLS 2018 Opening,CLS,2018-03-03 17:00:00,Universidad Católica Esports,Kaos Latin Gamers,Kaos Latin Gamers,13,16,62418,69940,0,4,0,2,0,1,4,11,0,4,2018,UC,LAT,KLG,LAT,KLG,LAT,Red,1,0,11,4,4,0,16,13,4,0,2,0
13283,EU LCS 2018 Spring,EU LCS,2018-03-03 17:08:00,Unicorns of Love,FC Schalke 04 Esports,Unicorns of Love,17,4,64758,53569,2,2,2,0,1,0,9,1,1,0,2018,UOL,EMEA,S04,EMEA,UOL,EMEA,Blue,1,0,9,1,1,0,17,4,2,2,2,0
13284,CBLOL 2018 Split 1,CBLOL,2018-03-03 17:43:00,INTZ,RED Canids,INTZ,15,11,70971,64894,1,3,2,0,1,0,10,4,2,0,2018,ITZ,BR,RED,BR,ITZ,BR,Blue,1,0,10,4,2,0,15,11,1,3,2,0
13285,LCL 2018 Spring,LCL,2018-03-03 17:48:00,Dragon Army,M19,M19,5,13,56709,69320,1,2,0,2,1,0,5,11,0,3,2018,DA,INT,M19,INT,M19,INT,Red,0,1,11,5,3,0,13,5,2,1,2,0
13286,EU LCS 2018 Spring,EU LCS,2018-03-03 18:06:00,H2k-Gaming,Misfits Gaming,H2k-Gaming,9,4,69445,59063,0,4,2,0,0,1,9,4,2,0,2018,H2K,EMEA,MSF,EMEA,H2K,EMEA,Blue,0,1,9,4,2,0,9,4,0,4,2,0
13287,CLS 2018 Opening,CLS,2018-03-03 18:11:00,Dark Horse,Hafnet eSports,Hafnet eSports,1,8,49140,65670,0,2,0,1,0,1,0,11,0,3,2018,DHX,LAT,HAF,LAT,HAF,LAT,Red,1,0,11,0,3,0,8,1,2,0,1,0
13288,CBLOL 2018 Split 1,CBLOL,2018-03-03 18:41:00,INTZ,RED Canids,RED Canids,6,15,55903,71562,1,2,0,2,0,1,4,11,0,4,2018,ITZ,BR,RED,BR,RED,BR,Red,1,0,11,4,4,0,15,6,2,1,2,0
13289,LLN 2018 Opening,LLN,2018-03-03 19:03:00,6Sense,Gaming Gaming,Gaming Gaming,18,20,69553,76685,1,4,1,0,0,1,7,9,1,1,2018,6SN,LAT,GG,LAT,GG,LAT,Red,1,0,9,7,1,1,20,18,4,1,0,1
13290,EU LCS 2018 Spring,EU LCS,2018-03-03 19:05:00,Fnatic,Team Vitality,Fnatic,13,19,86339,81961,2,4,2,1,0,1,11,8,3,2,2018,FNC,EMEA,VIT,EMEA,FNC,EMEA,Blue,0,1,11,8,3,2,13,19,2,4,2,1
13291,CLS 2018 Opening,CLS,2018-03-03 19:13:00,Isurus,Legatum,Legatum,11,4,72557,80600,0,3,0,3,1,0,6,10,2,3,2018,ISG,LAT,LGT,INT,LGT,INT,Red,0,1,10,6,3,2,4,11,3,0,3,0
13292,CBLOL 2018 Split 1,CBLOL,2018-03-03 19:41:00,paiN Gaming,ProGaming Esports,paiN Gaming,13,6,86596,74919,2,3,2,1,1,0,10,5,4,1,2018,PNG,BR,PRG,BR,PNG,BR,Blue,1,0,10,5,4,1,13,6,2,3,2,1
13293,EU LCS 2018 Spring,EU LCS,2018-03-03 20:16:00,G2 Esports,Giants Gaming,G2 Esports,9,10,80746,85053,0,5,1,2,1,0,7,9,1,1,2018,G2,EMEA,GIA,EMEA,G2,EMEA,Blue,1,0,7,9,1,1,9,10,0,5,1,2
13294,LLN 2018 Opening,LLN,2018-03-03 20:59:00,Predators Esports,Rainbow7,Rainbow7,1,13,44693,56568,0,2,0,1,0,1,2,8,0,1,2018,PDS,LAT,R7,LAT,R7,LAT,Red,1,0,8,2,1,0,13,1,2,0,1,0
13295,CBLOL 2018 Split 1,CBLOL,2018-03-03 21:03:00,ProGaming Esports,paiN Gaming,ProGaming Esports,15,8,76401,70906,3,1,1,2,1,0,9,8,2,2,2018,PRG,BR,PNG,BR,PRG,BR,Blue,1,0,9,8,2,2,15,8,3,1,1,2
13296,NA LCS 2018 Spring,NA LCS,2018-03-03 21:39:00,Team Liquid,100 Thieves,Team Liquid,13,1,61761,44871,4,0,1,0,0,1,10,2,2,0,2018,TL,NA,100,NA,TL,NA,Blue,0,1,10,2,2,0,13,1,4,0,1,0
13297,CBLOL 2018 Split 1,CBLOL,2018-03-03 22:08:00,paiN Gaming,ProGaming Esports,ProGaming Esports,2,8,73376,84915,0,6,1,2,0,1,4,10,0,1,2018,PNG,BR,PRG,BR,PRG,BR,Red,1,0,10,4,1,0,8,2,6,0,2,1
13298,NA LCS 2018 Spring,NA LCS,2018-03-03 22:39:00,TSM,FlyQuest,TSM,11,4,65421,50212,3,1,2,0,1,0,11,1,4,0,2018,TSM,NA,FLY,NA,TSM,NA,Blue,1,0,11,1,4,0,11,4,3,1,2,0
13299,NA LCS 2018 Spring,NA LCS,2018-03-03 23:37:00,Counter Logic Gaming,Cloud9,Counter Logic Gaming,18,15,81639,82814,3,2,1,2,0,0,9,8,2,1,2018,CLG,NA,C9,NA,CLG,NA,Blue,0,0,9,8,2,1,18,15,3,2,1,2
13300,NA LCS 2018 Spring,NA LCS,2018-03-04 00:45:00,Golden Guardians,Echo Fox,Golden Guardians,24,12,72958,62676,2,1,1,1,0,1,10,4,3,0,2018,GG,NA,FOX,NA,GG,NA,Blue,0,1,10,4,3,0,24,12,2,1,1,1
13301,NA LCS 2018 Spring,NA LCS,2018-03-04 01:45:00,Clutch Gaming,OpTic Gaming,Clutch Gaming,10,1,52996,38186,3,0,1,0,1,0,9,0,2,0,2018,CG,NA,OPT,NA,CG,NA,Blue,1,0,9,0,2,0,10,1,3,0,1,0
13302,OPL 2018 Split 1,OPL,2018-03-04 02:53:00,Legacy Esports,Chiefs Esports Club,Chiefs Esports Club,7,15,41793,53365,0,2,0,1,1,0,2,9,0,2,2018,LGC,PCS,CHF,PCS,CHF,PCS,Red,0,1,9,2,2,0,15,7,2,0,1,0
13303,OPL 2018 Split 1,OPL,2018-03-04 03:36:00,Chiefs Esports Club,Legacy Esports,Chiefs Esports Club,20,10,58974,47479,0,2,1,0,0,1,11,3,3,0,2018,CHF,PCS,LGC,PCS,CHF,PCS,Blue,0,1,11,3,3,0,20,10,0,2,1,0
13304,OPL 2018 Split 1,OPL,2018-03-04 04:28:00,ORDER,Dire Wolves,ORDER,7,1,71480,57651,4,0,2,0,1,0,10,2,2,0,2018,ORD,PCS,DW,PCS,ORD,PCS,Blue,1,0,10,2,2,0,7,1,4,0,2,0
13305,OPL 2018 Split 1,OPL,2018-03-04 05:29:00,Dire Wolves,ORDER,Dire Wolves,16,14,86299,75377,1,3,1,1,0,0,9,5,1,1,2018,DW,PCS,ORD,PCS,DW,PCS,Blue,0,0,9,5,1,1,16,14,1,3,1,1
13306,OPL 2018 Split 1,OPL,2018-03-04 06:36:00,ORDER,Dire Wolves,Dire Wolves,8,17,53746,70401,1,3,0,1,0,1,1,10,0,2,2018,ORD,PCS,DW,PCS,DW,PCS,Red,1,0,10,1,2,0,17,8,3,1,1,0
13307,LCK 2018 Spring,LCK,2018-03-04 07:40:00,SK Telecom T1,Jin Air Green Wings,SK Telecom T1,11,13,71048,62409,3,1,1,0,1,0,11,0,4,0,2018,T1,KR,JAG,KR,T1,KR,Blue,1,0,11,0,4,0,11,13,3,1,1,0
13308,VCS 2018 Spring,VCS,2018-03-04 08:32:00,Cherry Esports,Friends Forever Gaming,Cherry Esports,11,1,53280,37163,1,0,1,0,1,0,10,1,2,0,2018,CR,VN,FFQ,VN,CR,VN,Blue,1,0,10,1,2,0,11,1,1,0,1,0
13309,LCK 2018 Spring,LCK,2018-03-04 08:47:00,Jin Air Green Wings,SK Telecom T1,Jin Air Green Wings,14,6,93202,87881,1,4,2,1,1,0,9,4,1,0,2018,JAG,KR,T1,KR,JAG,KR,Blue,1,0,9,4,1,0,14,6,1,4,2,1
13311,VCS 2018 Spring,VCS,2018-03-04 09:37:00,Friends Forever Gaming,Cherry Esports,Cherry Esports,6,16,40489,50292,0,1,0,1,0,1,2,8,0,1,2018,FFQ,VN,CR,VN,CR,VN,Red,1,0,8,2,1,0,16,6,1,0,1,0
13312,LCK 2018 Spring,LCK,2018-03-04 10:08:00,SK Telecom T1,Jin Air Green Wings,SK Telecom T1,13,1,78094,57870,4,0,2,0,1,0,11,0,3,0,2018,T1,KR,JAG,KR,T1,KR,Blue,1,0,11,0,3,0,13,1,4,0,2,0
13314,LMS 2018 Spring,LMS,2018-03-04 10:59:00,ahq eSports Club,Team Afro,ahq eSports Club,10,2,63665,48092,2,0,1,0,0,0,11,0,3,0,2018,ahq,PCS,AFR,INT,ahq,PCS,Blue,0,0,11,0,3,0,10,2,2,0,1,0
13315,TCL 2018 Winter,TCL,2018-03-04 11:14:00,Team AURORA,Fenerbahçe Esports,Team AURORA,9,4,64181,53898,3,1,1,0,0,1,11,3,2,0,2018,AUR,EMEA,FB,EMEA,AUR,EMEA,Blue,0,1,11,3,2,0,9,4,3,1,1,0
13318,LCK 2018 Spring,LCK,2018-03-04 11:45:00,KSV eSports,MVP,MVP,11,15,70121,84656,1,3,0,2,0,0,4,9,0,1,2018,KSV,KR,MVP,KR,MVP,KR,Red,0,0,9,4,1,0,15,11,3,1,2,0
13319,LMS 2018 Spring,LMS,2018-03-04 11:58:00,ahq eSports Club,Team Afro,ahq eSports Club,19,10,85264,71545,2,2,1,1,0,0,11,2,4,0,2018,ahq,PCS,AFR,INT,ahq,PCS,Blue,0,0,11,2,4,0,19,10,2,2,1,1
13320,VCS 2018 Spring,VCS,2018-03-04 12:06:00,EVOS Esports,Young Generation,Young Generation,10,14,58110,68120,0,3,0,1,0,1,3,10,0,1,2018,EVS,VN,YGE,VN,YGE,VN,Red,1,0,10,3,1,0,14,10,3,0,1,0
13322,TCL 2018 Winter,TCL,2018-03-04 12:46:00,Galakticos,HWA Gaming,HWA Gaming,8,19,42754,52076,0,2,0,1,0,0,1,7,0,1,2018,GAL,EMEA,HWA,EMEA,HWA,EMEA,Red,0,0,7,1,1,0,19,8,2,0,1,0
13323,LCK 2018 Spring,LCK,2018-03-04 12:49:00,MVP,KSV eSports,KSV eSports,9,13,68185,81645,1,3,0,2,0,0,3,10,0,1,2018,MVP,KR,KSV,KR,KSV,KR,Red,0,0,10,3,1,0,13,9,3,1,2,0
13324,LCL 2018 Spring,LCL,2018-03-04 12:56:00,Gambit Esports,Vaevictis eSports,Gambit Esports,18,13,73697,61337,3,1,2,0,0,0,9,3,2,0,2018,GMB,INT,VS,INT,GMB,INT,Blue,0,0,9,3,2,0,18,13,3,1,2,0
13325,VCS 2018 Spring,VCS,2018-03-04 13:26:00,Young Generation,EVOS Esports,EVOS Esports,13,17,86311,89670,4,2,2,2,0,1,10,9,3,2,2018,YGE,VN,EVS,VN,EVS,VN,Red,1,0,9,10,2,3,17,13,2,4,2,2
13327,TCL 2018 Winter,TCL,2018-03-04 13:48:00,Royal Bandits,SuperMassive Esports,SuperMassive Esports,11,13,55291,62787,2,2,0,1,0,0,3,6,0,1,2018,RBE,EMEA,SUP,EMEA,SUP,EMEA,Red,0,0,6,3,1,0,13,11,2,2,1,0
13328,LCK 2018 Spring,LCK,2018-03-04 13:57:00,KSV eSports,MVP,MVP,1,18,42351,57783,0,3,0,1,0,1,2,10,0,2,2018,KSV,KR,MVP,KR,MVP,KR,Red,1,0,10,2,2,0,18,1,3,0,1,0
13329,LCL 2018 Spring,LCL,2018-03-04 14:05:00,Elements Pro Gaming,Dragon Army,Elements Pro Gaming,13,13,73355,66382,2,3,2,0,1,0,11,5,2,0,2018,EPG,INT,DA,INT,EPG,INT,Blue,1,0,11,5,2,0,13,13,2,3,2,0
13330,VCS 2018 Spring,VCS,2018-03-04 14:36:00,EVOS Esports,Young Generation,Young Generation,12,17,98859,93769,2,4,3,1,0,0,10,7,7,1,2018,EVS,VN,YGE,VN,YGE,VN,Red,0,0,7,10,1,7,17,12,4,2,1,3
13331,TCL 2018 Winter,TCL,2018-03-04 14:47:00,Dark Passage,YouthCrew Esports,YouthCrew Esports,4,13,46103,57914,0,3,0,1,0,1,1,8,0,1,2018,DP,EMEA,YC,EMEA,YC,EMEA,Red,1,0,8,1,1,0,13,4,3,0,1,0
13333,CLS 2018 Opening,CLS,2018-03-04 15:44:00,Hafnet eSports,Isurus,Hafnet eSports,15,22,69161,63572,1,3,2,0,1,0,10,4,3,0,2018,HAF,LAT,ISG,LAT,HAF,LAT,Blue,1,0,10,4,3,0,15,22,1,3,2,0
13334,CBLOL 2018 Split 1,CBLOL,2018-03-04 16:01:00,CNB e-Sports Club,Team oNe eSports,CNB e-Sports Club,19,11,65522,55530,3,0,2,0,1,0,11,3,5,0,2018,CNB,BR,ONE,BR,CNB,BR,Blue,1,0,11,3,5,0,19,11,3,0,2,0
13335,LCL 2018 Spring,LCL,2018-03-04 16:12:00,Team Just,Vaevictis eSports,Team Just,13,8,51476,40030,0,2,1,0,1,0,9,1,2,0,2018,TJ,INT,VS,INT,TJ,INT,Blue,1,0,9,1,2,0,13,8,0,2,1,0
13336,CLS 2018 Opening,CLS,2018-03-04 16:46:00,Rebirth eSports,Universidad Católica Esports,Rebirth eSports,16,13,59012,51675,3,0,1,0,1,0,8,4,1,0,2018,RBT,LAT,UC,LAT,RBT,LAT,Blue,1,0,8,4,1,0,16,13,3,0,1,0
13338,CBLOL 2018 Split 1,CBLOL,2018-03-04 17:11:00,Team oNe eSports,CNB e-Sports Club,CNB e-Sports Club,6,12,45119,55449,0,3,0,2,1,0,1,11,0,4,2018,ONE,BR,CNB,BR,CNB,BR,Red,0,1,11,1,4,0,12,6,3,0,2,0
13339,LCL 2018 Spring,LCL,2018-03-04 17:47:00,Vega Squadron,Team Just,Vega Squadron,15,13,86286,91851,3,3,1,2,0,1,8,7,2,2,2018,VEG,INT,TJ,INT,VEG,INT,Blue,0,1,8,7,2,2,15,13,3,3,1,2
13340,CLS 2018 Opening,CLS,2018-03-04 17:49:00,Furious Gaming,Dark Horse,Furious Gaming,18,9,73705,55043,2,1,1,0,1,0,10,0,2,0,2018,FG,LAT,DHX,LAT,FG,LAT,Blue,1,0,10,0,2,0,18,9,2,1,1,0
13341,CBLOL 2018 Split 1,CBLOL,2018-03-04 18:08:00,Vivo Keyd,KaBuM! Esports,Vivo Keyd,17,10,53854,47266,2,1,1,0,1,0,9,5,1,0,2018,VK,BR,KBM,BR,VK,BR,Blue,1,0,9,5,1,0,17,10,2,1,1,0
13342,CLS 2018 Opening,CLS,2018-03-04 18:55:00,Legatum,Kaos Latin Gamers,Kaos Latin Gamers,3,18,38367,55380,0,2,0,1,0,1,0,11,0,2,2018,LGT,INT,KLG,LAT,KLG,LAT,Red,1,0,11,0,2,0,18,3,2,0,1,0
13343,CBLOL 2018 Split 1,CBLOL,2018-03-04 19:15:00,KaBuM! Esports,Vivo Keyd,Vivo Keyd,8,16,41727,53067,0,1,0,1,0,1,2,8,0,1,2018,KBM,BR,VK,BR,VK,BR,Red,1,0,8,2,1,0,16,8,1,0,1,0
13344,NA LCS 2018 Spring,NA LCS,2018-03-04 19:34:00,Counter Logic Gaming,Team Liquid,Counter Logic Gaming,15,3,58752,49454,3,0,1,0,1,0,10,3,2,0,2018,CLG,NA,TL,NA,CLG,NA,Blue,1,0,10,3,2,0,15,3,3,0,1,0
13345,NA LCS 2018 Spring,NA LCS,2018-03-04 20:37:00,OpTic Gaming,Echo Fox,Echo Fox,11,16,58579,69230,0,4,0,2,1,0,3,8,0,1,2018,OPT,NA,FOX,NA,FOX,NA,Red,0,1,8,3,1,0,16,11,4,0,2,0
13346,NA LCS 2018 Spring,NA LCS,2018-03-04 21:37:00,100 Thieves,TSM,100 Thieves,14,8,85688,79325,2,2,3,0,0,1,10,6,3,0,2018,100,NA,TSM,NA,100,NA,Blue,0,1,10,6,3,0,14,8,2,2,3,0
13347,NA LCS 2018 Spring,NA LCS,2018-03-04 22:45:00,Cloud9,Golden Guardians,Cloud9,17,10,72461,59624,1,3,1,1,1,0,10,1,2,0,2018,C9,NA,GG,NA,C9,NA,Blue,1,0,10,1,2,0,17,10,1,3,1,1
13348,NA LCS 2018 Spring,NA LCS,2018-03-04 23:47:00,FlyQuest,Clutch Gaming,Clutch Gaming,3,6,70658,81588,1,4,0,3,0,1,6,11,0,4,2018,FLY,NA,CG,NA,CG,NA,Red,1,0,11,6,4,0,6,3,4,1,3,0
13353,TCL 2018 Winter,TCL,2018-03-05 14:37:00,Galakticos,YouthCrew Esports,YouthCrew Esports,4,21,30841,48163,0,2,0,1,0,1,0,9,0,1,2018,GAL,EMEA,YC,EMEA,YC,EMEA,Red,1,0,9,0,1,0,21,4,2,0,1,0
13354,TCL 2018 Winter,TCL,2018-03-05 15:36:00,Royal Bandits,HWA Gaming,Royal Bandits,9,3,57858,45021,2,0,1,0,1,0,10,1,1,0,2018,RBE,EMEA,HWA,EMEA,RBE,EMEA,Blue,1,0,10,1,1,0,9,3,2,0,1,0
13355,TCL 2018 Winter,TCL,2018-03-05 16:29:00,Fenerbahçe Esports,SuperMassive Esports,Fenerbahçe Esports,22,14,64126,52111,2,0,1,0,0,1,11,0,3,0,2018,FB,EMEA,SUP,EMEA,FB,EMEA,Blue,0,1,11,0,3,0,22,14,2,0,1,0
13356,TCL 2018 Winter,TCL,2018-03-05 17:26:00,Team AURORA,Dark Passage,Dark Passage,12,27,85288,94981,2,1,1,2,1,0,6,9,0,1,2018,AUR,EMEA,DP,EMEA,DP,EMEA,Red,0,1,9,6,1,0,27,12,1,2,2,1
13357,LCK 2018 Spring,LCK,2018-03-06 07:32:00,SK Telecom T1,Kingzone DragonX,Kingzone DragonX,4,15,48375,59099,2,2,0,1,1,0,1,7,0,1,2018,T1,KR,KZ,KR,KZ,KR,Red,0,1,7,1,1,0,15,4,2,2,1,0
13358,LCK 2018 Spring,LCK,2018-03-06 08:41:00,Kingzone DragonX,SK Telecom T1,Kingzone DragonX,20,4,56238,39744,2,0,1,0,1,0,11,0,3,0,2018,KZ,KR,T1,KR,KZ,KR,Blue,1,0,11,0,3,0,20,4,2,0,1,0
13361,LCK 2018 Spring,LCK,2018-03-06 10:43:00,ROX Tigers,MVP,MVP,16,16,76283,75716,3,2,2,1,1,0,8,7,0,1,2018,ROX,KR,MVP,KR,MVP,KR,Red,0,1,7,8,1,0,16,16,2,3,1,2
13363,LCK 2018 Spring,LCK,2018-03-06 11:50:00,MVP,ROX Tigers,MVP,18,5,84166,73148,4,2,2,1,0,0,11,4,6,0,2018,MVP,KR,ROX,KR,MVP,KR,Blue,0,0,11,4,6,0,18,5,4,2,2,1
13366,LCK 2018 Spring,LCK,2018-03-07 06:31:00,Jin Air Green Wings,Kongdoo Monster,Jin Air Green Wings,9,1,53646,42671,4,0,1,0,1,0,9,0,2,0,2018,JAG,KR,KDM,KR,JAG,KR,Blue,1,0,9,0,2,0,9,1,4,0,1,0
13367,LCK 2018 Spring,LCK,2018-03-07 08:36:00,Kongdoo Monster,Jin Air Green Wings,Jin Air Green Wings,2,14,43161,60787,0,2,0,1,0,1,1,11,0,3,2018,KDM,KR,JAG,KR,JAG,KR,Red,1,0,11,1,3,0,14,2,2,0,1,0
13369,LCK 2018 Spring,LCK,2018-03-07 09:29:00,bbq Olivers,KSV eSports,KSV eSports,24,13,81460,77978,0,4,1,0,1,0,6,6,1,1,2018,bbq,KR,KSV,KR,KSV,KR,Red,0,1,6,6,1,1,13,24,4,0,0,1
13372,LCK 2018 Spring,LCK,2018-03-07 11:54:00,KSV eSports,bbq Olivers,KSV eSports,10,5,67032,59350,3,0,2,0,1,0,9,2,2,0,2018,KSV,KR,bbq,KR,KSV,KR,Blue,1,0,9,2,2,0,10,5,3,0,2,0
13375,LCK 2018 Spring,LCK,2018-03-08 07:43:00,SK Telecom T1,KT Rolster,KT Rolster,5,7,59896,70071,1,3,0,1,1,0,1,11,0,2,2018,T1,KR,KT,KR,KT,KR,Red,0,1,11,1,2,0,7,5,3,1,1,0
13376,LMS 2018 Spring,LMS,2018-03-08 08:01:00,MAD Team,J Team,MAD Team,18,10,87258,82378,1,3,3,0,0,0,9,4,3,0,2018,MAD,INT,JT,PCS,MAD,INT,Blue,0,0,9,4,3,0,18,10,1,3,3,0
13377,VCS 2018 Spring,VCS,2018-03-08 08:37:00,FTV Esports,Cherry Esports,Cherry Esports,4,8,34897,44987,0,3,0,1,0,1,0,8,0,1,2018,FTV,VN,CR,VN,CR,VN,Red,1,0,8,0,1,0,8,4,3,0,1,0
13378,LCK 2018 Spring,LCK,2018-03-08 08:50:00,KT Rolster,SK Telecom T1,KT Rolster,15,2,74722,61990,2,3,1,0,0,0,10,2,2,0,2018,KT,KR,T1,KR,KT,KR,Blue,0,0,10,2,2,0,15,2,2,3,1,0
13379,LMS 2018 Spring,LMS,2018-03-08 09:34:00,J Team,MAD Team,MAD Team,2,8,53791,60922,0,4,0,2,1,0,4,9,0,1,2018,JT,PCS,MAD,INT,MAD,INT,Red,0,1,9,4,1,0,8,2,4,0,2,0
13380,VCS 2018 Spring,VCS,2018-03-08 09:35:00,Cherry Esports,FTV Esports,FTV Esports,19,29,57234,70943,0,4,0,2,1,0,0,10,0,2,2018,CR,VN,FTV,VN,FTV,VN,Red,0,1,10,0,2,0,29,19,4,0,2,0
13381,LCK 2018 Spring,LCK,2018-03-08 10:19:00,Afreeca Freecs,ROX Tigers,Afreeca Freecs,12,3,75191,61711,2,2,3,0,1,0,11,1,5,0,2018,KDF,KR,ROX,KR,KDF,KR,Blue,1,0,11,1,5,0,12,3,2,2,3,0
13382,LMS 2018 Spring,LMS,2018-03-08 10:44:00,ahq eSports Club,Hong Kong Attitude,ahq eSports Club,16,4,67686,57516,2,0,1,0,0,1,10,2,2,0,2018,ahq,PCS,HKA,PCS,ahq,PCS,Blue,0,1,10,2,2,0,16,4,2,0,1,0
13383,VCS 2018 Spring,VCS,2018-03-08 10:44:00,FTV Esports,Cherry Esports,FTV Esports,23,8,56611,43646,1,1,0,0,0,0,8,1,1,0,2018,FTV,VN,CR,VN,FTV,VN,Blue,0,0,8,1,1,0,23,8,1,1,0,0
13384,LCK 2018 Spring,LCK,2018-03-08 11:49:00,ROX Tigers,Afreeca Freecs,Afreeca Freecs,8,22,53632,70514,1,1,0,2,0,0,3,11,0,5,2018,ROX,KR,KDF,KR,KDF,KR,Red,0,0,11,3,5,0,22,8,1,1,2,0
13386,LMS 2018 Spring,LMS,2018-03-08 12:15:00,ahq eSports Club,Hong Kong Attitude,ahq eSports Club,16,15,91821,87290,2,3,3,1,1,0,8,8,2,1,2018,ahq,PCS,HKA,PCS,ahq,PCS,Blue,1,0,8,8,2,1,16,15,2,3,3,1
