,Team,ID,Nationality,Country,Birthdate,IsRetired,Region
1153,,,,,,,Europe
1154,,,,,,,Brazil
1155,,,,,,,Europe
1156,,,,,,,Korea
1157,,,,,,,Europe
1158,,,,,,,Latin America
1159,,,,,,,CIS
1160,,,,,,,Europe
1161,,,,,,,Europe
1162,,,,,,,Korea
1163,,,,,,,Japan
1164,,,,,,,Japan
1165,,,,,,,North America
1166,,,,,,,Europe
1167,,,,,,,Europe
1168,,,,,,,North America
1169,,,,,,,China
1170,,,,,,,Latin America
1171,,,,,,,North America
1172,,,,,,,CIS
1173,,,,,,,CIS
1174,,,,,,,CIS
1175,,,,,,,CIS
1176,,,,,,,Europe
1177,,,,,,,China
1178,,,,,,,Europe
1179,,,,,,,CIS
1180,,,,,,,Europe
1181,,,,,,,Europe
1182,,,,,,,China
1183,,,,,,,Europe
1184,,,,,,,China
1185,,,,,,,Europe
1186,,,,,,,Europe
1187,,,,,,,CIS
1188,,,,,,,MENA
1189,,,,,,,Europe
1190,,,,,,,SEA
1191,,,,,,,Europe
1192,,,,,,,China
1193,,,,,,,Europe
1194,,,,,,,China
1195,,,,,,,Europe
1196,,,,,,,Korea
1197,,,,,,,Vietnam
1198,,,,,,,North America
1199,,,,,,,Europe
1200,,,,,,,Europe
1201,,,,,,,CIS
1202,,,,,,,China
1203,,,,,,,China
1204,,,,,,,China
1205,,,,,,,Korea
1206,,,,,,,Latin America
1207,,,,,,,Europe
1208,,,,,,,Europe
1209,,,,,,,Korea
1210,,,,,,,Japan
1211,,,,,,,Japan
1212,,,,,,,Europe
1213,,,,,,,North America
1214,,,,,,,North America
1215,,,,,,,North America
1216,,,,,,,Japan
1217,,,,,,,North America
1218,,,,,,,North America
1219,,,,,,,North America
1220,,,,,,,North America
1221,,,,,,,North America
1222,,,,,,,North America
1223,,,,,,,North America
1224,,,,,,,North America
1225,,,,,,,North America
1226,,,,,,,North America
1227,,,,,,,Europe
1228,,,,,,,North America
1229,,,,,,,North America
1230,,,,,,,North America
1231,,,,,,,North America
1232,,,,,,,PCS
1233,,,,,,,North America
1234,,,,,,,Korea
1235,,,,,,,China
1236,,,,,,,Europe
1237,,,,,,,China
1238,,,,,,,North America
1239,,,,,,,Europe
1240,,,,,,,North America
1241,,,,,,,North America
1242,,,,,,,Latin America
1243,,,,,,,North America
1244,,,,,,,Latin America
1245,,,,,,,LAN
1246,,,,,,,North America
1247,,,,,,,Latin America
1248,,,,,,,Latin America
1249,,,,,,,Latin America
1250,,,,,,,LAN
1251,,,,,,,LAN
1252,,,,,,,China
1253,,,,,,,China
1254,,,,,,,Japan
1255,,,,,,,Japan
1256,,,,,,,Latin America
1257,,,,,,,Europe
1258,,,,,,,North America
1259,,,,,,,Latin America
1260,,,,,,,North America
1261,,,,,,,MENA
1262,,,,,,,Europe
1263,,,,,,,Europe
1264,,,,,,,Europe
1265,,,,,,,Europe
1266,,,,,,,North America
1267,,,,,,,Europe
1268,,,,,,,China
1269,,,,,,,Europe
1270,,,,,,,Europe
1271,,,,,,,North America
1272,,,,,,,Europe
1273,,,,,,,North America
1274,,,,,,,North America
1275,,,,,,,North America
1276,,,,,,,North America
1277,,,,,,,North America
1278,,,,,,,North America
1279,,,,,,,North America
1280,,,,,,,North America
1281,,,,,,,Latin America
1282,,,,,,,Europe
1283,,,,,,,Europe
1284,,,,,,,North America
1285,,,,,,,China
1286,,,,,,,MENA
1287,,,,,,,North America
1288,,,,,,,North America
1289,,,,,,,Europe
1290,,,,,,,Europe
1291,,,,,,,Europe
1292,,,,,,,Turkey
1293,,,,,,,Turkey
1294,,,,,,,Europe
1295,,,,,,,Europe
1296,,,,,,,Europe
1297,,,,,,,Europe
1298,,,,,,,Europe
1299,,,,,,,Europe
1300,,,,,,,Europe
1301,,,,,,,Europe
1302,,,,,,,Europe
1303,,,,,,,Europe
1304,,,,,,,Europe
1305,,,,,,,Europe
1306,,,,,,,Europe
1307,,,,,,,Europe
1308,,,,,,,Europe
1309,,,,,,,Europe
1310,,,,,,,Europe
1311,,,,,,,Europe
1312,,,,,,,CIS
1313,,,,,,,Oceania
1314,,,,,,,Oceania
1315,,,,,,,Oceania
1316,,,,,,,Oceania
1317,,,,,,,Oceania
1318,,,,,,,Korea
1319,,,,,,,North America
1320,,,,,,,Japan
1321,,,,,,,North America
1322,,,,,,,Europe
1323,,,,,,,North America
1324,,,,,,,Europe
1325,,,,,,,Europe
1326,,,,,,,Europe
1327,,,,,,,North America
1328,,,,,,,LMS
1329,,,,,,,Brazil
1330,,,,,,,China
1331,,,,,,,Korea
1332,,,,,,,Korea
1333,,,,,,,Latin America
1334,,,,,,,Europe
1335,,,,,,,Europe
1336,,,,,,,Europe
1337,,,,,,,Brazil
1338,,,,,,,Latin America
1339,,,,,,,Europe
1340,,,,,,,Europe
1341,,,,,,,Europe
1342,,,,,,,Korea
1343,,,,,,,North America
1344,,,,,,,Europe
1345,,,,,,,Europe
1346,,,,,,,Europe
1347,,,,,,,Latin America
1348,,,,,,,Latin America
1349,,,,,,,PCS
1350,,,,,,,Turkey
1351,,,,,,,China
1352,,,,,,,North America
1353,,,,,,,CIS
1354,,,,,,,Europe
1355,,,,,,,Turkey
1356,,,,,,,Turkey
1357,,,,,,,Turkey
1358,,,,,,,Korea
1359,,,,,,,Europe
1360,,,,,,,Turkey
1361,,,,,,,LMS
1362,,,,,,,North America
1363,,,,,,,PCS
1364,,,,,,,China
1365,,,,,,,Oceania
1366,,,,,,,Europe
1367,,,,,,,Europe
1368,,,,,,,Oceania
1369,,,,,,,Europe
1370,,,,,,,Latin America
1371,,,,,,,LAS
1372,,,,,,,China
1373,,,,,,,LAS
1374,,,,,,,Europe
1375,,,,,,,Japan
1376,,,,,,,Europe
1377,,,,,,,Oceania
1378,,,,,,,China
1379,,,,,,,Turkey
1380,,,,,,,Europe
1381,,,,,,,Latin America
1382,,,,,,,Latin America
1383,,,,,,,China
1384,,,,,,,Latin America
1385,,,,,,,China
1386,,,,,,,Japan
1387,,,,,,,LMS
1388,,,,,,,Vietnam
1389,,,,,,,Turkey
1390,,,,,,,Europe
1391,,,,,,,Europe
1392,,,,,,,Europe
1393,,,,,,,Europe
1394,,,,,,,China
1395,,,,,,,Europe
1396,,,,,,,Brazil
1397,,,,,,,Brazil
1398,,,,,,,Brazil
1399,,,,,,,Brazil
1400,,,,,,,Brazil
1401,,,,,,,Brazil
1402,,,,,,,Brazil
1403,,,,,,,Brazil
1404,,,,,,,Brazil
1405,,,,,,,Europe
1406,,,,,,,China
1407,,,,,,,Brazil
1408,,,,,,,Brazil
1409,,,,,,,Brazil
1410,,,,,,,Brazil
1411,,,,,,,Brazil
1412,,,,,,,Latin America
1413,,,,,,,Brazil
1414,,,,,,,Brazil
1415,,,,,,,PCS
1416,,,,,,,Latin America
1417,,,,,,,Latin America
1418,,,,,,,Europe
1419,,,,,,,Brazil
1420,,,,,,,North America
1421,,,,,,,North America
1422,,,,,,,Europe
1423,,,,,,,Korea
1424,,,,,,,North America
1425,,,,,,,North America
1426,,,,,,,North America
1427,,,,,,,Latin America
1428,,,,,,,North America
1429,,,,,,,Brazil
1430,,,,,,,Brazil
1431,,,,,,,North America
1432,,,,,,,Brazil
1433,,,,,,,Latin America
1434,,,,,,,Brazil
1435,,,,,,,Latin America
1436,,,,,,,SEA
1437,,,,,,,Brazil
1438,,,,,,,Europe
1439,,,,,,,Europe
1440,,,,,,,Latin America
1441,,,,,,,MENA
1442,,,,,,,MENA
1443,,,,,,,Korea
1444,,,,,,,North America
1445,,,,,,,Latin America
1446,,,,,,,EMEA
1447,,,,,,,EMEA
1448,,,,,,,EMEA
1449,,,,,,,China
1450,,,,,,,SEA
1451,,,,,,,China
1452,,,,,,,China
1453,,,,,,,North America
1454,,,,,,,LMS
1455,,,,,,,LMS
1456,,,,,,,Europe
1457,,,,,,,EMEA
1458,,,,,,,China
1459,,,,,,,North America
1460,,,,,,,China
1461,,,,,,,PCS
1462,,,,,,,EMEA
1463,,,,,,,Europe
1464,,,,,,,Europe
1465,,,,,,,PCS
1466,,,,,,,PCS
1467,,,,,,,EMEA
1468,,,,,,,Korea
1469,,,,,,,SEA
1470,,,,,,,SEA
1471,,,,,,,SEA
1472,,,,,,,SEA
1473,,,,,,,SEA
1474,,,,,,,SEA
1475,,,,,,,SEA
1476,,,,,,,Brazil
1477,,,,,,,EMEA
1478,,,,,,,Latin America
1479,,,,,,,North America
1480,,,,,,,EMEA
1481,,,,,,,Latin America
1482,,,,,,,EMEA
1483,,,,,,,SEA
1484,,,,,,,SEA
1485,,,,,,,Vietnam
1486,,,,,,,EMEA
1487,,,,,,,Oceania
1488,,,,,,,Oceania
1489,,,,,,,Vietnam
1490,,,,,,,Korea
1491,,,,,,,Latin America
1492,,,,,,,Latin America
1493,,,,,,,SEA
1494,,,,,,,SEA
1495,,,,,,,SEA
1496,,,,,,,CIS
1497,,,,,,,Europe
1498,,,,,,,PCS
1499,,,,,,,Latin America
1500,,,,,,,Latin America
1501,,,,,,,LMS
1502,,,,,,,PCS
1503,,,,,,,EMEA
1504,,,,,,,Latin America
1505,,,,,,,LMS
1506,,,,,,,EMEA
1507,,,,,,,EMEA
1508,,,,,,,Korea
1509,,,,,,,Europe
1510,,,,,,,Europe
1511,,,,,,,Turkey
1512,,,,,,,Europe
1513,,,,,,,Europe
1514,,,,,,,Europe
1515,,,,,,,EMEA
1516,,,,,,,EMEA
1517,,,,,,,Europe
1518,,,,,,,EMEA
1519,,,,,,,EMEA
1520,,,,,,,Turkey
1521,,,,,,,Korea
1522,,,,,,,Korea
1523,,,,,,,North America
1524,,,,,,,PCS
1525,,,,,,,EMEA
1526,,,,,,,EMEA
1527,,,,,,,EMEA
1528,,,,,,,Europe
1529,,,,,,,EMEA
1530,,,,,,,Europe
1531,,,,,,,Vietnam
1532,,,,,,,Korea
1533,,,,,,,Vietnam
1534,,,,,,,EMEA
1535,,,,,,,Brazil
1536,,,,,,,EMEA
1537,,,,,,,EMEA
1538,,,,,,,North America
1539,,,,,,,Vietnam
1540,,,,,,,EMEA
1541,,,,,,,Latin America
1542,,,,,,,Latin America
1543,,,,,,,LAN
1544,,,,,,,LAN
1545,,,,,,,Latin America
1546,,,,,,,Latin America
1547,,,,,,,EMEA
1548,,,,,,,Korea
1549,,,,,,,EMEA
1550,,,,,,,MENA
1551,,,,,,,Europe
1552,,,,,,,Turkey
1553,,,,,,,Europe
1554,,,,,,,Europe
1555,,,,,,,Latin America
1556,,,,,,,Europe
1557,,,,,,,CIS
1558,,,,,,,Europe
1559,,,,,,,Europe
1560,,,,,,,China
1561,,,,,,,Europe
1562,,,,,,,China
1563,,,,,,,Europe
1564,,,,,,,Europe
1565,,,,,,,China
1566,,,,,,,Turkey
1567,,,,,,,Europe
1568,,,,,,,Europe
1569,,,,,,,SEA
1570,,,,,,,Europe
1571,,,,,,,Europe
1572,,,,,,,CIS
1573,,,,,,,Europe
1574,,,,,,,Japan
1575,,,,,,,North America
1576,,,,,,,Europe
1577,,,,,,,Brazil
1578,,,,,,,Europe
1579,,,,,,,SEA
1580,,,,,,,Europe
1581,,,,,,,Europe
1582,,,,,,,PCS
1583,,,,,,,SEA
1584,,,,,,,SEA
1585,,,,,,,North America
1586,,,,,,,Latin America
1587,,,,,,,North America
1588,,,,,,,Europe
1589,,,,,,,Japan
1590,,,,,,,Europe
1591,,,,,,,China
1592,,,,,,,Europe
1593,,,,,,,Europe
1594,,,,,,,North America
1595,,,,,,,China
1596,,,,,,,Europe
1597,,,,,,,Europe
1598,,,,,,,Europe
1599,,,,,,,Europe
1600,,,,,,,Korea
1601,,,,,,,North America
1602,,,,,,,Europe
1603,,,,,,,Europe
1604,,,,,,,Europe
1605,,,,,,,Europe
1606,,,,,,,Europe
1607,,,,,,,Europe
1608,,,,,,,Europe
1609,,,,,,,Europe
1610,,,,,,,China
1611,,,,,,,Latin America
1612,,,,,,,North America
1613,,,,,,,North America
1614,,,,,,,Latin America
1615,,,,,,,North America
1616,,,,,,,CIS
1617,,,,,,,North America
1618,,,,,,,Europe
1619,,,,,,,Europe
1620,,,,,,,Europe
1621,,,,,,,North America
1622,,,,,,,North America
1623,,,,,,,Europe
1624,,,,,,,Europe
1625,,,,,,,North America
1626,,,,,,,Europe
1627,,,,,,,North America
1628,,,,,,,Europe
1629,,,,,,,CIS
1630,,,,,,,Europe
1631,,,,,,,North America
1632,,,,,,,Europe
1633,,,,,,,Europe
1634,,,,,,,Vietnam
1635,,,,,,,Europe
1636,,,,,,,North America
1637,,,,,,,North America
1638,,,,,,,Europe
1639,,,,,,,Europe
1640,,,,,,,Europe
1641,,,,,,,SEA
1642,,,,,,,CIS
1643,,,,,,,SEA
1644,,,,,,,Europe
1645,,,,,,,Europe
1646,,,,,,,North America
1647,,,,,,,North America
1648,,,,,,,Europe
1649,,,,,,,Europe
1650,,,,,,,Europe
1651,,,,,,,SEA
1652,,,,,,,Brazil
1653,,,,,,,Europe
1654,,,,,,,Europe
1655,,,,,,,Vietnam
1656,,,,,,,Europe
1657,,,,,,,Europe
1658,,,,,,,LAS
1659,,,,,,,MENA
1660,,,,,,,Latin America
1661,,,,,,,Europe
1662,,,,,,,Korea
1663,,,,,,,North America
1664,,,,,,,MENA
1665,,,,,,,Europe
1666,,,,,,,Europe
1667,,,,,,,MENA
1668,,,,,,,Europe
1669,,,,,,,Korea
1670,,,,,,,Latin America
1671,,,,,,,MENA
1672,,,,,,,North America
1673,,,,,,,Korea
1674,,,,,,,Europe
1675,,,,,,,PCS
1676,,,,,,,Korea
1677,,,,,,,Latin America
1678,,,,,,,Korea
1679,,,,,,,Latin America
1680,,,,,,,North America
1681,,,,,,,Latin America
1682,,,,,,,Korea
1683,,,,,,,Europe
1684,,,,,,,North America
1685,,,,,,,Europe
1686,,,,,,,North America
1687,,,,,,,Europe
1688,,,,,,,North America
1689,,,,,,,China
1690,,,,,,,Latin America
1691,,,,,,,Europe
1692,,,,,,,Europe
1693,,,,,,,Europe
1694,,,,,,,North America
1695,,,,,,,North America
1696,,,,,,,North America
1697,,,,,,,CIS
1698,,,,,,,Europe
1699,,,,,,,Europe
1700,,,,,,,North America
1701,,,,,,,Europe
1702,,,,,,,Brazil
1703,,,,,,,North America
1704,,,,,,,Korea
1705,,,,,,,Europe
1706,,,,,,,North America
1707,,,,,,,North America
1708,,,,,,,Europe
1709,,,,,,,Europe
1710,,,,,,,Europe
1711,,,,,,,CIS
1712,,,,,,,Europe
1713,,,,,,,North America
1714,,,,,,,North America
1715,,,,,,,North America
1716,,,,,,,Europe
1717,,,,,,,Europe
1718,,,,,,,North America
1719,,,,,,,North America
1720,,,,,,,North America
1721,,,,,,,Europe
1722,,,,,,,Latin America
1723,,,,,,,North America
1724,,,,,,,Latin America
1725,,,,,,,MENA
1726,,,,,,,North America
1727,,,,,,,Europe
1728,,,,,,,Africa
1729,,,,,,,MENA
1730,,,,,,,Oceania
1731,,,,,,,Vietnam
1732,,,,,,,China
1733,,,,,,,Vietnam
1734,,,,,,,Korea
1735,,,,,,,Europe
1736,,,,,,,Oceania
1737,,,,,,,China
1738,,,,,,,North America
1739,,,,,,,North America
1740,,,,,,,China
1741,,,,,,,China
1742,,,,,,,North America
1743,,,,,,,Latin America
1744,,,,,,,Europe
1745,,,,,,,China
1746,,,,,,,North America
1747,,,,,,,North America
1748,,,,,,,North America
1749,,,,,,,North America
1750,,,,,,,North America
1751,,,,,,,North America
1752,,,,,,,Europe
1753,,,,,,,Europe
1754,,,,,,,Europe
1755,,,,,,,Europe
1756,,,,,,,North America
1757,,,,,,,MENA
1758,,,,,,,MENA
1759,,,,,,,North America
1760,,,,,,,Brazil
1761,,,,,,,Europe
1762,,,,,,,Europe
1763,,,,,,,North America
1764,,,,,,,MENA
1765,,,,,,,Europe
1766,,,,,,,North America
1767,,,,,,,MENA
1768,,,,,,,Europe
1769,,,,,,,Vietnam
1770,,,,,,,Europe
1771,,,,,,,North America
1772,,,,,,,North America
1773,,,,,,,North America
1774,,,,,,,MENA
1775,,,,,,,North America
1776,,,,,,,North America
1777,,,,,,,North America
1778,,,,,,,Europe
1779,,,,,,,North America
1780,,,,,,,Europe
1781,,,,,,,North America
1782,,,,,,,Europe
1783,,,,,,,North America
1784,,,,,,,Latin America
1785,,,,,,,North America
1786,,,,,,,Europe
1787,,,,,,,Europe
1788,,,,,,,North America
1789,,,,,,,Europe
1790,,,,,,,North America
1791,,,,,,,North America
1792,,,,,,,North America
1793,,,,,,,Korea
1794,,,,,,,North America
1795,,,,,,,North America
1796,,,,,,,Europe
1797,,,,,,,Latin America
1798,,,,,,,Europe
1799,,,,,,,North America
1800,,,,,,,Europe
1801,,,,,,,North America
1802,,,,,,,SEA
1803,,,,,,,North America
1804,,,,,,,Korea
1805,,,,,,,North America
1806,,,,,,,North America
1807,,,,,,,North America
1808,,,,,,,North America
1809,,,,,,,North America
1810,,,,,,,Europe
1811,,,,,,,North America
1812,,,,,,,North America
1813,,,,,,,North America
1814,,,,,,,Europe
1815,,,,,,,SEA
1816,,,,,,,Korea
1817,,,,,,,North America
1818,,,,,,,North America
1819,,,,,,,Europe
1820,,,,,,,Korea
1821,,,,,,,Korea
1822,,,,,,,SEA
1823,,,,,,,Europe
1824,,,,,,,North America
1825,,,,,,,Europe
1826,,,,,,,North America
1827,,,,,,,Oceania
1828,,,,,,,LAS
1829,,,,,,,Japan
1830,,,,,,,Brazil
1831,,,,,,,North America
1832,,,,,,,Europe
1833,,,,,,,LAS
1834,,,,,,,Turkey
1835,,,,,,,Turkey
1836,,,,,,,China
1837,,,,,,,Turkey
1838,,,,,,,Europe
1839,,,,,,,LMS
1840,,,,,,,North America
1841,,,,,,,LAN
1842,,,,,,,CIS
1843,,,,,,,Korea
1844,,,,,,,North America
1845,,,,,,,Europe
1846,,,,,,,SEA
1847,,,,,,,CIS
1848,,,,,,,Europe
1849,,,,,,,LMS
1850,,,,,,,Europe
1851,,,,,,,North America
1852,,,,,,,North America
1853,,,,,,,North America
1854,,,,,,,North America
1855,,,,,,,Europe
1856,,,,,,,North America
1857,,,,,,,Korea
1858,,,,,,,Europe
1859,,,,,,,Europe
1860,,,,,,,CIS
1861,,,,,,,North America
1862,,,,,,,North America
1863,,,,,,,North America
1864,,,,,,,North America
1865,,,,,,,North America
1866,,,,,,,North America
1867,,,,,,,North America
1868,,,,,,,North America
1869,,,,,,,North America
1870,,,,,,,North America
1871,,,,,,,North America
1872,,,,,,,North America
1873,,,,,,,Europe
1874,,,,,,,Europe
1875,,,,,,,Latin America
1876,,,,,,,Europe
1877,,,,,,,LMS
1878,,,,,,,Europe
1879,,,,,,,Europe
1880,,,,,,,Europe
1881,,,,,,,Europe
1882,,,,,,,Europe
1883,,,,,,,North America
1884,,,,,,,Brazil
1885,,,,,,,Europe
1886,,,,,,,Latin America
1887,,,,,,,Latin America
1888,,,,,,,Vietnam
1889,,,,,,,China
1890,,,,,,,Europe
1891,,,,,,,Europe
1892,,,,,,,Europe
1893,,,,,,,LAS
1894,,,,,,,LAS
1895,,,,,,,Latin America
1896,,,,,,,LAS
1897,,,,,,,LAS
1898,,,,,,,LAS
1899,,,,,,,North America
1900,,,,,,,North America
1901,,,,,,,LAS
1902,,,,,,,LAS
1903,,,,,,,LAS
1904,,,,,,,LAS
1905,,,,,,,LAS
1906,,,,,,,LAS
1907,,,,,,,LAS
1908,,,,,,,LAS
1909,,,,,,,LAS
1910,,,,,,,North America
1911,,,,,,,China
1912,,,,,,,Europe
1913,,,,,,,China
1914,,,,,,,LAS
1915,,,,,,,LAS
1916,,,,,,,LAS
1917,,,,,,,China
1918,,,,,,,China
1919,,,,,,,LAS
1920,,,,,,,Latin America
1921,,,,,,,LAS
1922,,,,,,,LAS
1923,,,,,,,LAS
1924,,,,,,,LAS
1925,,,,,,,Europe
1926,,,,,,,LAS
1927,,,,,,,LAS
1928,,,,,,,Latin America
1929,,,,,,,Europe
1930,,,,,,,China
1931,,,,,,,LAN
1932,,,,,,,Latin America
1933,,,,,,,Latin America
1934,,,,,,,LAN
1935,,,,,,,LAN
1936,,,,,,,LAN
1937,,,,,,,LAN
1938,,,,,,,LAN
1939,,,,,,,PCS
1940,,,,,,,PCS
1941,,,,,,,LAN
1942,,,,,,,LAN
1943,,,,,,,LAN
1944,,,,,,,LAN
1945,,,,,,,Latin America
1946,,,,,,,Latin America
1947,,,,,,,Latin America
1948,,,,,,,Latin America
1949,,,,,,,Latin America
1950,,,,,,,Latin America
1951,,,,,,,Latin America
1952,,,,,,,Latin America
1953,,,,,,,Latin America
1954,,,,,,,Europe
1955,,,,,,,Europe
1956,,,,,,,Latin America
1957,,,,,,,Latin America
1958,,,,,,,Latin America
1959,,,,,,,Latin America
1960,,,,,,,Latin America
1961,,,,,,,Latin America
1962,,,,,,,Korea
1963,,,,,,,Latin America
1964,,,,,,,Latin America
1965,,,,,,,China
1966,,,,,,,Korea
1967,,,,,,,Latin America
1968,,,,,,,Latin America
1969,,,,,,,Latin America
1970,,,,,,,Latin America
1971,,,,,,,LAN
1972,,,,,,,Latin America
1973,,,,,,,Latin America
1974,,,,,,,Latin America
1975,,,,,,,Latin America
1976,,,,,,,Latin America
1977,,,,,,,Europe
1978,,,,,,,North America
1979,,,,,,,North America
1980,,,,,,,International
1981,,,,,,,Europe
1982,,,,,,,Europe
1983,,,,,,,EMEA
1984,,,,,,,Europe
1985,,,,,,,Europe
1986,,,,,,,Europe
1987,,,,,,,North America
1988,,,,,,,North America
1989,,,,,,,North America
1990,,,,,,,Europe
1991,,,,,,,Korea
1992,,,,,,,Europe
1993,,,,,,,Europe
1994,,,,,,,Europe
1995,,,,,,,EMEA
1996,,,,,,,Europe
1997,,,,,,,Europe
1998,,,,,,,Europe
1999,,,,,,,Europe
2000,,,,,,,Europe
2001,,,,,,,Europe
2002,,,,,,,Europe
2003,,,,,,,Europe
2004,,,,,,,Europe
2005,,,,,,,Europe
2006,,,,,,,Europe
2007,,,,,,,Europe
2008,,,,,,,Europe
2009,,,,,,,Europe
2010,,,,,,,Europe
2011,,,,,,,Europe
2012,,,,,,,Europe
2013,,,,,,,Europe
2014,,,,,,,Europe
2015,,,,,,,EMEA
2016,,,,,,,Europe
2017,,,,,,,Europe
2018,,,,,,,Europe
2019,,,,,,,Europe
2020,,,,,,,Europe
2021,,,,,,,Europe
2022,,,,,,,Europe
2023,,,,,,,Europe
2024,,,,,,,North America
2025,,,,,,,Latin America
2026,,,,,,,Latin America
2027,,,,,,,EMEA
2028,,,,,,,Europe
2029,,,,,,,CIS
2030,,,,,,,Korea
2031,,,,,,,EMEA
2032,,,,,,,Europe
2033,,,,,,,China
2034,,,,,,,MENA
2035,,,,,,,EMEA
2036,,,,,,,MENA
2037,,,,,,,North America
2038,,,,,,,North America
2039,,,,,,,North America
2040,,,,,,,Turkey
2041,,,,,,,North America
2042,,,,,,,North America
2043,,,,,,,North America
2044,,,,,,,North America
2045,,,,,,,Europe
2046,,,,,,,Europe
2047,,,,,,,Europe
2048,,,,,,,North America
2049,,,,,,,North America
2050,,,,,,,North America
2051,,,,,,,North America
2052,,,,,,,North America
2053,,,,,,,North America
2054,,,,,,,North America
2055,,,,,,,North America
2056,,,,,,,Europe
2057,,,,,,,China
2058,,,,,,,North America
2059,,,,,,,EMEA
2060,,,,,,,EMEA
2061,,,,,,,North America
2062,,,,,,,Latin America
2063,,,,,,,Europe
2064,,,,,,,Europe
2065,,,,,,,Oceania
2066,,,,,,,EMEA
2067,,,,,,,Latin America
2068,,,,,,,North America
2069,,,,,,,EMEA
2070,,,,,,,Europe
2071,,,,,,,Europe
2072,,,,,,,Europe
2073,,,,,,,Europe
2074,,,,,,,Europe
2075,,,,,,,Europe
2076,,,,,,,Europe
2077,,,,,,,EMEA
2078,,,,,,,Europe
2079,,,,,,,China
2080,,,,,,,China
2081,,,,,,,China
2082,,,,,,,Europe
2083,,,,,,,Europe
2084,,,,,,,Europe
2085,,,,,,,North America
2086,,,,,,,North America
2087,,,,,,,China
2088,,,,,,,China
2089,,,,,,,EMEA
2090,,,,,,,Latin America
2091,,,,,,,Korea
2092,,,,,,,Europe
2093,,,,,,,North America
2094,,,,,,,North America
2095,,,,,,,North America
2096,,,,,,,North America
2097,,,,,,,EMEA
2098,,,,,,,North America
2099,,,,,,,SEA
2100,,,,,,,Latin America
2101,,,,,,,Korea
2102,,,,,,,China
2103,,,,,,,North America
2104,,,,,,,SEA
2105,,,,,,,Europe
2106,,,,,,,PCS
2107,,,,,,,PCS
2108,,,,,,,North America
2109,,,,,,,Europe
2110,,,,,,,Brazil
2111,,,,,,,Europe
2112,,,,,,,Brazil
2113,,,,,,,EMEA
2114,,,,,,,Latin America
2115,,,,,,,SEA
2116,,,,,,,SEA
2117,,,,,,,PCS
2118,,,,,,,PCS
2119,,,,,,,Latin America
2120,,,,,,,Latin America
2121,,,,,,,Latin America
2122,,,,,,,North America
2123,,,,,,,North America
2124,,,,,,,EMEA
2125,,,,,,,LAS
2126,,,,,,,Europe
2127,,,,,,,EMEA
2128,,,,,,,Europe
2129,,,,,,,Europe
2130,,,,,,,Europe
2131,,,,,,,EMEA
2132,,,,,,,Europe
2133,,,,,,,Europe
2134,,,,,,,Europe
2135,,,,,,,Europe
2136,,,,,,,Europe
2137,,,,,,,Europe
2138,,,,,,,Europe
2139,,,,,,,Europe
2140,,,,,,,Europe
2141,,,,,,,Europe
2142,,,,,,,Europe
2143,,,,,,,Europe
2144,,,,,,,North America
2145,,,,,,,North America
2146,,,,,,,Latin America
2147,,,,,,,Korea
2148,,,,,,,EMEA
2149,,,,,,,North America
2150,,,,,,,Europe
2151,,,,,,,EMEA
2152,,,,,,,North America
2153,,,,,,,Europe
2154,,,,,,,North America
2155,,,,,,,North America
2156,,,,,,,Europe
2157,,,,,,,EMEA
2158,,,,,,,Europe
2159,,,,,,,Europe
2160,,,,,,,Europe
2161,,,,,,,Europe
2162,,,,,,,Turkey
2163,,,,,,,Europe
2164,,,,,,,Europe
2165,,,,,,,North America
2166,,,,,,,North America
2167,,,,,,,North America
2168,,,,,,,North America
2169,,,,,,,North America
2170,,,,,,,Korea
2171,,,,,,,Korea
2172,,,,,,,Korea
2173,,,,,,,Korea
2174,,,,,,,Korea
2175,,,,,,,Korea
2176,,,,,,,Korea
2177,,,,,,,Korea
2178,,,,,,,Korea
2179,,,,,,,Korea
2180,,,,,,,Korea
2181,,,,,,,Korea
2182,,,,,,,Korea
2183,,,,,,,Korea
2184,,,,,,,North America
2185,,,,,,,North America
2186,,,,,,,North America
2187,,,,,,,Turkey
2188,,,,,,,North America
2189,,,,,,,MENA
2190,,,,,,,China
2191,,,,,,,North America
2192,,,,,,,China
2193,,,,,,,China
2194,,,,,,,Europe
2195,,,,,,,Europe
2196,,,,,,,Europe
2197,,,,,,,Europe
2198,,,,,,,Europe
2199,,,,,,,Europe
2200,,,,,,,MENA
2201,,,,,,,Latin America
2202,,,,,,,Latin America
2203,,,,,,,Europe
2204,,,,,,,Latin America
2205,,,,,,,Turkey
2206,,,,,,,North America
2207,,,,,,,Europe
2208,,,,,,,Europe
2209,,,,,,,Europe
2210,,,,,,,Europe
2211,,,,,,,Europe
2212,,,,,,,Europe
2213,,,,,,,Europe
2214,,,,,,,Europe
2215,,,,,,,Europe
2216,,,,,,,EMEA
2217,,,,,,,Europe
2218,,,,,,,Latin America
2219,,,,,,,Europe
2220,,,,,,,Europe
2221,,,,,,,Europe
2222,,,,,,,Europe
2223,,,,,,,Europe
2224,,,,,,,Europe
2225,,,,,,,Europe
2226,,,,,,,Europe
2227,,,,,,,Europe
2228,,,,,,,EMEA
2229,,,,,,,Latin America
2230,,,,,,,Latin America
2231,,,,,,,China
2232,,,,,,,Vietnam
2233,,,,,,,Europe
