,Tournament,League,League_short,Date,Team1,Team2,Team1Score,Team2Score,Winner
15671,TCL 2022 Summer,Turkish Championship League,TCL,2022-07-17 15:00:00,Galatasaray Esports,Istanbul Wildcats,0,1,2
9329,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-17 16:00:00,Rensga Esports,paiN Gaming,0,1,2
9330,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-17 17:00:00,Miners,RED Canids,1,0,1
9331,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-17 18:00:00,FURIA,INTZ,1,0,1
9332,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-17 19:00:00,KaBuM! Esports,LOUD,0,1,2
2742,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-07-17 19:30:00,FlyQuest,TSM,0,1,2
11849,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-07-17 20:00:00,XTEN Esports,Estral Esports,0,1,2
9333,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-17 20:00:00,Flamengo Los Grandes,Liberty,0,1,2
2743,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-07-17 20:30:00,Counter Logic Gaming,100 Thieves,0,1,2
11850,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-07-17 21:00:00,Globant Emerald,Rainbow7,0,1,2
2744,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-07-17 21:30:00,Evil Geniuses.NA,Team Liquid,1,0,1
11851,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-07-17 22:00:00,INFINITY,Team Aze,0,1,2
2745,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-07-17 22:30:00,Cloud9,Immortals,0,1,2
11852,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-07-17 23:00:00,Isurus,All Knights,1,0,1
2746,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-07-17 23:30:00,Golden Guardians,Dignitas,1,0,1
7880,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-18 09:00:00,Team WE,Anyone's Legend,0,2,2
7881,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-18 11:00:00,Invictus Gaming,JD Gaming,1,2,2
7882,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-19 09:00:00,ThunderTalk Gaming,Oh My God,2,1,1
7883,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-19 11:00:00,LNG Esports,Ultra Prime,2,0,1
5227,LCK 2022 Summer,LoL Champions Korea,LCK,2022-07-20 08:00:00,Fredit BRION,DRX,1,2,2
7884,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-20 09:00:00,Top Esports,Rare Atom,2,0,1
7885,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-20 11:00:00,Bilibili Gaming,Royal Never Give Up,0,2,2
5228,LCK 2022 Summer,LoL Champions Korea,LCK,2022-07-20 11:00:00,Nongshim RedForce,DWG KIA,0,2,2
5229,LCK 2022 Summer,LoL Champions Korea,LCK,2022-07-21 08:00:00,T1,Kwangdong Freecs,2,1,1
7886,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-21 09:00:00,FunPlus Phoenix,Anyone's Legend,2,1,1
14123,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-07-21 10:00:00,SBTC Esports,Team Whales,1,2,2
5230,LCK 2022 Summer,LoL Champions Korea,LCK,2022-07-21 11:00:00,Hanwha Life Esports,KT Rolster,0,2,2
7887,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-21 11:00:00,EDward Gaming,LGD Gaming,2,0,1
14124,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-07-21 13:00:00,AS Esports,Team Secret (Vietnamese Team),0,2,2
5231,LCK 2022 Summer,LoL Champions Korea,LCK,2022-07-22 08:00:00,Liiv SANDBOX,Gen.G,0,2,2
7888,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-22 09:00:00,Weibo Gaming,ThunderTalk Gaming,2,1,1
13361,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-22 09:00:00,Frank Esports,SEM9,1,0,1
13362,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-22 10:00:00,PSG Talon,Dewish Team,1,0,1
14125,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-07-22 10:00:00,Genius Esports,Saigon Buffalo,2,1,1
7889,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-22 11:00:00,Victory Five,LNG Esports,2,0,1
13363,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-22 11:00:00,J Team,Deep Cross Gaming,0,1,2
5232,LCK 2022 Summer,LoL Champions Korea,LCK,2022-07-22 11:00:00,DRX,DWG KIA,2,1,1
13364,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-22 12:00:00,Beyond Gaming,Meta Falcon Team,1,0,1
14126,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-07-22 13:00:00,CERBERUS Esports (Vietnamese Team),GAM Esports,2,1,1
13365,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-22 13:00:00,CTBC Flying Oyster,Impunity,1,0,1
3714,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-07-22 16:00:00,Team BDS,SK Gaming,0,1,2
3715,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-07-22 17:00:00,Misfits Gaming,Excel Esports,0,1,2
3716,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-07-22 18:00:00,Team Vitality,MAD Lions,0,1,2
3717,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-07-22 19:00:00,G2 Esports,Astralis,1,0,1
3718,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-07-22 20:00:00,Rogue (European Team),Fnatic,1,0,1
7890,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-23 07:00:00,Team WE,Invictus Gaming,1,2,2
5233,LCK 2022 Summer,LoL Champions Korea,LCK,2022-07-23 08:00:00,Fredit BRION,T1,1,2,2
13366,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-23 09:00:00,Dewish Team,Frank Esports,1,0,1
7891,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-23 09:00:00,JD Gaming,Bilibili Gaming,2,1,1
14127,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-07-23 10:00:00,Genius Esports,AS Esports,1,2,2
13367,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-23 10:00:00,Meta Falcon Team,CTBC Flying Oyster,0,1,2
5234,LCK 2022 Summer,LoL Champions Korea,LCK,2022-07-23 11:00:00,KT Rolster,Nongshim RedForce,2,1,1
13368,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-23 11:00:00,Deep Cross Gaming,PSG Talon,1,0,1
15672,TCL 2022 Summer,Turkish Championship League,TCL,2022-07-23 11:00:00,Team AURORA,5 Ronin,1,0,1
7892,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-23 11:00:00,Royal Never Give Up,EDward Gaming,2,1,1
13369,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-23 12:00:00,SEM9,J Team,0,1,2
15673,TCL 2022 Summer,Turkish Championship League,TCL,2022-07-23 12:00:00,Galakticos,Istanbul Wildcats,0,1,2
15674,TCL 2022 Summer,Turkish Championship League,TCL,2022-07-23 13:00:00,SuperMassive Blaze,NASR eSports Turkey,0,1,2
13370,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-23 13:00:00,Impunity,Beyond Gaming,0,1,2
14128,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-07-23 13:00:00,CERBERUS Esports (Vietnamese Team),SBTC Esports,1,2,2
15675,TCL 2022 Summer,Turkish Championship League,TCL,2022-07-23 14:00:00,Galatasaray Esports,Fenerbahçe Esports,1,0,1
3719,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-07-23 15:00:00,Team BDS,Astralis,0,1,2
15676,TCL 2022 Summer,Turkish Championship League,TCL,2022-07-23 15:00:00,Dark Passage,Beşiktaş Esports,1,0,1
3720,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-07-23 16:00:00,SK Gaming,MAD Lions,0,1,2
9334,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-23 16:00:00,RED Canids,FURIA,0,1,2
3721,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-07-23 17:00:00,Team Vitality,Misfits Gaming,1,0,1
9335,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-23 17:00:00,paiN Gaming,KaBuM! Esports,0,1,2
9336,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-23 18:00:00,Rensga Esports,Miners,0,1,2
3722,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-07-23 18:00:00,Rogue (European Team),G2 Esports,0,1,2
3723,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-07-23 19:00:00,Fnatic,Excel Esports,0,1,2
9337,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-23 19:00:00,INTZ,Flamengo Los Grandes,1,0,1
9338,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-23 20:00:00,Liberty,LOUD,0,1,2
11853,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-07-23 20:00:00,INFINITY,All Knights,1,0,1
2747,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-07-23 20:30:00,Evil Geniuses.NA,Counter Logic Gaming,1,0,1
11854,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-07-23 21:00:00,Estral Esports,Globant Emerald,1,0,1
2748,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-07-23 21:30:00,Team Liquid,Immortals,1,0,1
11855,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-07-23 22:00:00,XTEN Esports,Team Aze,0,1,2
2749,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-07-23 22:30:00,TSM,100 Thieves,0,1,2
11856,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-07-23 23:00:00,Isurus,Rainbow7,1,0,1
2750,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-07-23 23:30:00,Dignitas,Cloud9,0,1,2
2751,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-07-24 00:30:00,Golden Guardians,FlyQuest,0,1,2
5235,LCK 2022 Summer,LoL Champions Korea,LCK,2022-07-24 08:00:00,Kwangdong Freecs,Liiv SANDBOX,0,2,2
11206,LJL 2022 Summer,LoL Japan League,LJL,2022-07-24 09:00:00,Sengoku Gaming,DetonatioN FocusMe,0,1,2
7893,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-24 09:00:00,Top Esports,Ultra Prime,2,0,1
13371,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-24 09:00:00,Impunity,Deep Cross Gaming,0,1,2
14129,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-07-24 10:00:00,GAM Esports,Team Secret (Vietnamese Team),2,1,1
13372,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-24 10:00:00,Meta Falcon Team,Dewish Team,1,0,1
11207,LJL 2022 Summer,LoL Japan League,LJL,2022-07-24 10:00:00,Crest Gaming Act,Burning Core,1,0,1
7894,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-24 11:00:00,Oh My God,Weibo Gaming,0,2,2
5236,LCK 2022 Summer,LoL Champions Korea,LCK,2022-07-24 11:00:00,Hanwha Life Esports,Gen.G,0,2,2
13373,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-24 11:00:00,Beyond Gaming,CTBC Flying Oyster,0,1,2
15677,TCL 2022 Summer,Turkish Championship League,TCL,2022-07-24 11:00:00,Istanbul Wildcats,5 Ronin,1,0,1
11208,LJL 2022 Summer,LoL Japan League,LJL,2022-07-24 11:00:00,V3 Esports,AXIZ,0,1,2
13374,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-24 12:00:00,SEM9,PSG Talon,0,1,2
15678,TCL 2022 Summer,Turkish Championship League,TCL,2022-07-24 12:00:00,NASR eSports Turkey,Dark Passage,1,0,1
11209,LJL 2022 Summer,LoL Japan League,LJL,2022-07-24 12:00:00,Rascal Jester,Fukuoka SoftBank HAWKS gaming,0,1,2
13375,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-24 13:00:00,Frank Esports,J Team,1,0,1
14130,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-07-24 13:00:00,Saigon Buffalo,Team Whales,2,1,1
15679,TCL 2022 Summer,Turkish Championship League,TCL,2022-07-24 13:00:00,Team AURORA,Beşiktaş Esports,0,1,2
15680,TCL 2022 Summer,Turkish Championship League,TCL,2022-07-24 14:00:00,Galatasaray Esports,Galakticos,1,0,1
15681,TCL 2022 Summer,Turkish Championship League,TCL,2022-07-24 15:00:00,SuperMassive Blaze,Fenerbahçe Esports,1,0,1
9339,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-24 16:00:00,Miners,paiN Gaming,0,1,2
9340,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-24 17:00:00,FURIA,Rensga Esports,1,0,1
9341,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-24 18:00:00,LOUD,INTZ,1,0,1
9342,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-24 19:00:00,KaBuM! Esports,Liberty,1,0,1
2752,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-07-24 19:30:00,Team Liquid,Counter Logic Gaming,0,1,2
11857,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-07-24 20:00:00,XTEN Esports,INFINITY,0,1,2
9343,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-24 20:00:00,Flamengo Los Grandes,RED Canids,0,1,2
2753,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-07-24 20:30:00,Golden Guardians,Cloud9,0,1,2
11858,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-07-24 21:00:00,Globant Emerald,Team Aze,0,1,2
2754,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-07-24 21:30:00,Evil Geniuses.NA,100 Thieves,0,1,2
11859,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-07-24 22:00:00,Rainbow7,All Knights,1,0,1
2755,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-07-24 22:30:00,TSM,Immortals,0,1,2
11860,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-07-24 23:00:00,Estral Esports,Isurus,1,0,1
2756,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-07-24 23:30:00,FlyQuest,Dignitas,1,0,1
7895,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-25 09:00:00,Rare Atom,Royal Never Give Up,0,2,2
7896,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-25 11:00:00,FunPlus Phoenix,ThunderTalk Gaming,1,2,2
7897,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-26 09:00:00,LNG Esports,EDward Gaming,0,2,2
7898,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-26 11:00:00,JD Gaming,Victory Five,2,0,1
5237,LCK 2022 Summer,LoL Champions Korea,LCK,2022-07-27 08:00:00,T1,KT Rolster,2,1,1
7899,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-27 09:00:00,LGD Gaming,Team WE,2,1,1
11210,LJL 2022 Summer,LoL Japan League,LJL,2022-07-27 09:00:00,DetonatioN FocusMe,Fukuoka SoftBank HAWKS gaming,1,0,1
11211,LJL 2022 Summer,LoL Japan League,LJL,2022-07-27 10:00:00,Sengoku Gaming,V3 Esports,1,0,1
5238,LCK 2022 Summer,LoL Champions Korea,LCK,2022-07-27 11:00:00,DWG KIA,Hanwha Life Esports,2,1,1
11212,LJL 2022 Summer,LoL Japan League,LJL,2022-07-27 11:00:00,Crest Gaming Act,Rascal Jester,0,1,2
7900,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-27 11:00:00,Oh My God,Anyone's Legend,2,0,1
11213,LJL 2022 Summer,LoL Japan League,LJL,2022-07-27 12:00:00,Burning Core,AXIZ,1,0,1
5239,LCK 2022 Summer,LoL Champions Korea,LCK,2022-07-28 08:00:00,Liiv SANDBOX,Nongshim RedForce,1,2,2
7901,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-28 09:00:00,Ultra Prime,Invictus Gaming,1,2,2
14131,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-07-28 10:00:00,GAM Esports,Team Whales,2,1,1
7902,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-28 11:00:00,Bilibili Gaming,FunPlus Phoenix,2,0,1
5240,LCK 2022 Summer,LoL Champions Korea,LCK,2022-07-28 11:00:00,Gen.G,DRX,2,0,1
14132,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-07-28 13:00:00,Saigon Buffalo,AS Esports,2,0,1
5241,LCK 2022 Summer,LoL Champions Korea,LCK,2022-07-29 08:00:00,Fredit BRION,Kwangdong Freecs,1,2,2
13376,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-29 09:00:00,CTBC Flying Oyster,Frank Esports,1,0,1
7903,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-29 09:00:00,Top Esports,ThunderTalk Gaming,2,0,1
11214,LJL 2022 Summer,LoL Japan League,LJL,2022-07-29 09:00:00,V3 Esports,Crest Gaming Act,0,1,2
13377,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-29 10:00:00,Dewish Team,Impunity,0,1,2
14133,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-07-29 10:00:00,CERBERUS Esports (Vietnamese Team),Genius Esports,2,1,1
11215,LJL 2022 Summer,LoL Japan League,LJL,2022-07-29 10:00:00,Rascal Jester,Burning Core,1,0,1
7904,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-29 11:00:00,Weibo Gaming,LGD Gaming,2,0,1
5242,LCK 2022 Summer,LoL Champions Korea,LCK,2022-07-29 11:00:00,DWG KIA,KT Rolster,0,2,2
11216,LJL 2022 Summer,LoL Japan League,LJL,2022-07-29 11:00:00,AXIZ,DetonatioN FocusMe,0,1,2
13378,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-29 11:00:00,Deep Cross Gaming,SEM9,1,0,1
13379,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-29 12:00:00,PSG Talon,Beyond Gaming,1,0,1
11217,LJL 2022 Summer,LoL Japan League,LJL,2022-07-29 12:00:00,Fukuoka SoftBank HAWKS gaming,Sengoku Gaming,1,0,1
14134,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-07-29 13:00:00,Team Secret (Vietnamese Team),SBTC Esports,2,1,1
3724,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-07-29 16:00:00,SK Gaming,Astralis,1,0,1
3725,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-07-29 17:00:00,Rogue (European Team),Misfits Gaming,0,1,2
3726,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-07-29 18:00:00,Team Vitality,Excel Esports,1,0,1
3727,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-07-29 19:00:00,Team BDS,G2 Esports,0,1,2
3728,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-07-29 20:00:00,MAD Lions,Fnatic,1,0,1
5243,LCK 2022 Summer,LoL Champions Korea,LCK,2022-07-30 08:00:00,DRX,Liiv SANDBOX,1,2,2
13380,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-30 09:00:00,CTBC Flying Oyster,Dewish Team,1,0,1
7905,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-30 09:00:00,Rare Atom,EDward Gaming,0,2,2
13381,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-30 10:00:00,Beyond Gaming,Frank Esports,0,1,2
14135,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-07-30 10:00:00,AS Esports,Team Whales,2,1,1
5244,LCK 2022 Summer,LoL Champions Korea,LCK,2022-07-30 11:00:00,T1,Gen.G,0,2,2
7906,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-30 11:00:00,Royal Never Give Up,JD Gaming,2,1,1
15682,TCL 2022 Summer,Turkish Championship League,TCL,2022-07-30 11:00:00,Team AURORA,NASR eSports Turkey,0,1,2
13382,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-30 11:00:00,Impunity,SEM9,1,0,1
15683,TCL 2022 Summer,Turkish Championship League,TCL,2022-07-30 12:00:00,Galakticos,5 Ronin,1,0,1
13383,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-30 12:00:00,Meta Falcon Team,Deep Cross Gaming,0,1,2
15684,TCL 2022 Summer,Turkish Championship League,TCL,2022-07-30 13:00:00,SuperMassive Blaze,Galatasaray Esports,0,1,2
14136,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-07-30 13:00:00,SBTC Esports,GAM Esports,1,2,2
15685,TCL 2022 Summer,Turkish Championship League,TCL,2022-07-30 14:00:00,Fenerbahçe Esports,Dark Passage,0,1,2
15686,TCL 2022 Summer,Turkish Championship League,TCL,2022-07-30 15:00:00,Istanbul Wildcats,Beşiktaş Esports,1,0,1
3729,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-07-30 15:00:00,SK Gaming,Misfits Gaming,0,1,2
9344,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-30 16:00:00,INTZ,KaBuM! Esports,0,1,2
3730,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-07-30 16:00:00,Rogue (European Team),Astralis,0,1,2
9345,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-30 17:00:00,Rensga Esports,Flamengo Los Grandes,0,1,2
3731,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-07-30 17:00:00,MAD Lions,Excel Esports,1,0,1
9346,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-30 18:00:00,paiN Gaming,Liberty,0,1,2
3732,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-07-30 18:00:00,Team BDS,Fnatic,0,1,2
9347,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-30 19:00:00,RED Canids,LOUD,0,1,2
3733,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-07-30 19:00:00,Team Vitality,G2 Esports,1,0,1
9348,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-30 20:00:00,Miners,FURIA,0,1,2
11861,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-07-30 20:00:00,INFINITY,Globant Emerald,1,0,1
2757,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-07-30 20:30:00,FlyQuest,Cloud9,0,1,2
11862,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-07-30 21:00:00,Estral Esports,Rainbow7,1,0,1
2758,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-07-30 21:30:00,Dignitas,100 Thieves,0,1,2
11863,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-07-30 22:00:00,Isurus,Team Aze,0,1,2
2759,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-07-30 22:30:00,TSM,Team Liquid,0,1,2
11864,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-07-30 23:00:00,XTEN Esports,All Knights,0,1,2
2760,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-07-30 23:30:00,Golden Guardians,Counter Logic Gaming,0,1,2
2761,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-07-31 00:30:00,Evil Geniuses.NA,Immortals,1,0,1
5245,LCK 2022 Summer,LoL Champions Korea,LCK,2022-07-31 08:00:00,Hanwha Life Esports,Kwangdong Freecs,1,2,2
11218,LJL 2022 Summer,LoL Japan League,LJL,2022-07-31 09:00:00,DetonatioN FocusMe,Burning Core,1,0,1
7907,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-31 09:00:00,Victory Five,Oh My God,1,2,2
13384,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-31 09:00:00,SEM9,Meta Falcon Team,0,1,2
11219,LJL 2022 Summer,LoL Japan League,LJL,2022-07-31 10:00:00,Crest Gaming Act,Fukuoka SoftBank HAWKS gaming,0,1,2
13385,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-31 10:00:00,Frank Esports,PSG Talon,1,0,1
14137,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-07-31 10:00:00,CERBERUS Esports (Vietnamese Team),Saigon Buffalo,0,2,2
5246,LCK 2022 Summer,LoL Champions Korea,LCK,2022-07-31 11:00:00,Nongshim RedForce,Fredit BRION,0,2,2
11220,LJL 2022 Summer,LoL Japan League,LJL,2022-07-31 11:00:00,Sengoku Gaming,AXIZ,1,0,1
7908,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-31 11:00:00,Team WE,LNG Esports,0,2,2
13386,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-31 11:00:00,Dewish Team,Beyond Gaming,0,1,2
15687,TCL 2022 Summer,Turkish Championship League,TCL,2022-07-31 11:00:00,Team AURORA,Fenerbahçe Esports,0,1,2
11221,LJL 2022 Summer,LoL Japan League,LJL,2022-07-31 12:00:00,Rascal Jester,V3 Esports,1,0,1
13387,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-31 12:00:00,Deep Cross Gaming,CTBC Flying Oyster,1,0,1
15688,TCL 2022 Summer,Turkish Championship League,TCL,2022-07-31 12:00:00,NASR eSports Turkey,Istanbul Wildcats,1,0,1
14138,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-07-31 13:00:00,Genius Esports,Team Secret (Vietnamese Team),0,2,2
15689,TCL 2022 Summer,Turkish Championship League,TCL,2022-07-31 13:00:00,Galakticos,Beşiktaş Esports,0,1,2
15690,TCL 2022 Summer,Turkish Championship League,TCL,2022-07-31 14:00:00,SuperMassive Blaze,Dark Passage,0,1,2
15691,TCL 2022 Summer,Turkish Championship League,TCL,2022-07-31 15:00:00,Galatasaray Esports,5 Ronin,1,0,1
9349,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-31 16:00:00,Liberty,INTZ,0,1,2
9350,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-31 17:00:00,Flamengo Los Grandes,Miners,0,1,2
9351,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-31 18:00:00,LOUD,Rensga Esports,1,0,1
9352,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-31 19:00:00,FURIA,paiN Gaming,1,0,1
2762,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-07-31 19:30:00,TSM,Golden Guardians,1,0,1
9353,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-31 20:00:00,KaBuM! Esports,RED Canids,0,1,2
11865,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-07-31 20:00:00,Estral Esports,All Knights,1,0,1
2763,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-07-31 20:30:00,Evil Geniuses.NA,FlyQuest,1,0,1
11866,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-07-31 21:00:00,XTEN Esports,Globant Emerald,0,1,2
2764,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-07-31 21:30:00,Team Liquid,Cloud9,0,1,2
11867,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-07-31 22:00:00,INFINITY,Isurus,0,1,2
