,Tournament,League,Date,Gamelength,Team1,Team2,Team1Score,Team2Score,WinTeam,Year
21276,PCS 2022 Spring,PCS,2022-02-11 12:17:00,27:04,PSG Talon,Beyond Gaming,0,1,Beyond Gaming,2022
18243,LJL 2022 Spring,LJL,2022-02-11 12:23:00,30:12,V3 Esports,Burning Core,0,1,Burning Core,2022
13413,LPL 2022 Spring,LPL,2022-02-11 12:24:00,32:06,Victory Five,Oh My God,0,1,Oh My God,2022
7645,LCK 2022 Spring,LCK,2022-02-11 12:58:00,42:50,Hanwha Life Esports,DRX,1,1,Hanwha Life Esports,2022
23033,VCS 2022 Spring,VCS,2022-02-11 13:17:00,28:08,SBTC Esports,Team Secret (Vietnamese Team),0,1,Team Secret (Vietnamese Team),2022
13414,LPL 2022 Spring,LPL,2022-02-11 13:21:00,30:02,Victory Five,Oh My God,1,1,Victory Five,2022
7646,LCK 2022 Spring,LCK,2022-02-11 14:04:00,40:31,DRX,Hanwha Life Esports,2,1,DRX,2022
23034,VCS 2022 Spring,VCS,2022-02-11 14:06:00,26:53,Team Secret (Vietnamese Team),SBTC Esports,2,0,Team Secret (Vietnamese Team),2022
13415,LPL 2022 Spring,LPL,2022-02-11 14:09:00,38:25,Oh My God,Victory Five,1,2,Victory Five,2022
4279,LEC 2022 Spring,LEC,2022-02-11 17:09:00,35:27,Misfits Gaming,Team BDS,1,0,Misfits Gaming,2022
4280,LEC 2022 Spring,LEC,2022-02-11 18:01:00,35:43,Astralis,Rogue (European Team),1,0,Astralis,2022
4281,LEC 2022 Spring,LEC,2022-02-11 19:01:00,37:39,Excel Esports,Team Vitality,1,0,Excel Esports,2022
4282,LEC 2022 Spring,LEC,2022-02-11 20:05:00,24:59,Fnatic,SK Gaming,1,0,Fnatic,2022
4283,LEC 2022 Spring,LEC,2022-02-11 20:50:00,27:00,MAD Lions,G2 Esports,0,1,G2 Esports,2022
13416,LPL 2022 Spring,LPL,2022-02-12 07:20:00,23:37,EDward Gaming,Team WE,1,0,EDward Gaming,2022
13417,LPL 2022 Spring,LPL,2022-02-12 08:01:00,33:00,Team WE,EDward Gaming,0,2,EDward Gaming,2022
7647,LCK 2022 Spring,LCK,2022-02-12 08:07:00,45:46,T1,Gen.G,1,0,T1,2022
13418,LPL 2022 Spring,LPL,2022-02-12 09:15:00,37:16,FunPlus Phoenix,Weibo Gaming,0,1,Weibo Gaming,2022
7648,LCK 2022 Spring,LCK,2022-02-12 09:17:00,30:33,T1,Gen.G,2,0,T1,2022
21277,PCS 2022 Spring,PCS,2022-02-12 09:18:00,24:06,CTBC Flying Oyster,Frank Esports,1,0,CTBC Flying Oyster,2022
21278,PCS 2022 Spring,PCS,2022-02-12 10:10:00,31:08,J Team,Impunity,1,0,J Team,2022
13419,LPL 2022 Spring,LPL,2022-02-12 10:11:00,26:56,FunPlus Phoenix,Weibo Gaming,1,1,FunPlus Phoenix,2022
23035,VCS 2022 Spring,VCS,2022-02-12 10:12:00,29:35,Saigon Buffalo,Team Flash.Vietnam,1,0,Saigon Buffalo,2022
13420,LPL 2022 Spring,LPL,2022-02-12 10:58:00,41:00,Weibo Gaming,FunPlus Phoenix,2,1,Weibo Gaming,2022
23036,VCS 2022 Spring,VCS,2022-02-12 11:01:00,28:29,Team Flash.Vietnam,Saigon Buffalo,1,1,Team Flash.Vietnam,2022
25281,TCL 2022 Winter,TCL,2022-02-12 11:03:00,31:23,Team AURORA,Dark Passage,1,0,Team AURORA,2022
7649,LCK 2022 Spring,LCK,2022-02-12 11:08:00,30:25,Liiv SANDBOX,DWG KIA,0,1,DWG KIA,2022
21279,PCS 2022 Spring,PCS,2022-02-12 11:09:00,21:30,PSG Talon,Hurricane Gaming,1,0,PSG Talon,2022
23037,VCS 2022 Spring,VCS,2022-02-12 11:49:00,24:34,Saigon Buffalo,Team Flash.Vietnam,1,2,Team Flash.Vietnam,2022
21280,PCS 2022 Spring,PCS,2022-02-12 12:00:00,35:14,Meta Falcon Team,Beyond Gaming,1,0,Meta Falcon Team,2022
25282,TCL 2022 Winter,TCL,2022-02-12 12:04:00,36:09,Istanbul Wildcats,5 Ronin,1,0,Istanbul Wildcats,2022
7650,LCK 2022 Spring,LCK,2022-02-12 12:04:00,37:21,Liiv SANDBOX,DWG KIA,0,2,DWG KIA,2022
13421,LPL 2022 Spring,LPL,2022-02-12 12:24:00,43:19,Top Esports,Royal Never Give Up,0,1,Royal Never Give Up,2022
23038,VCS 2022 Spring,VCS,2022-02-12 13:17:00,28:31,GAM Esports,CERBERUS Esports (Vietnamese Team),1,0,GAM Esports,2022
17125,LCL 2022 Spring,LCL,2022-02-12 13:17:00,31:29,Unicorns of Love.CIS,CrowCrowd,1,0,Unicorns of Love.CIS,2022
25283,TCL 2022 Winter,TCL,2022-02-12 13:23:00,31:11,Fenerbahçe Esports,Galakticos,1,0,Fenerbahçe Esports,2022
13422,LPL 2022 Spring,LPL,2022-02-12 13:29:00,32:31,Royal Never Give Up,Top Esports,2,0,Royal Never Give Up,2022
23039,VCS 2022 Spring,VCS,2022-02-12 14:06:00,24:59,CERBERUS Esports (Vietnamese Team),GAM Esports,0,2,GAM Esports,2022
17126,LCL 2022 Spring,LCL,2022-02-12 14:20:00,24:29,Team Spirit,CTRL PLAY,1,0,Team Spirit,2022
25284,TCL 2022 Winter,TCL,2022-02-12 14:22:00,30:09,Galatasaray Esports,Beşiktaş Esports,1,0,Galatasaray Esports,2022
25285,TCL 2022 Winter,TCL,2022-02-12 15:16:00,28:27,SuperMassive Blaze,NASR eSports Turkey,0,1,NASR eSports Turkey,2022
17127,LCL 2022 Spring,LCL,2022-02-12 15:18:00,32:07,Vega Squadron,One Breath Gaming,0,1,One Breath Gaming,2022
4284,LEC 2022 Spring,LEC,2022-02-12 16:06:00,39:04,Team BDS,Excel Esports,0,1,Excel Esports,2022
17128,LCL 2022 Spring,LCL,2022-02-12 16:13:00,32:40,Dragon Army,Black Star Gaming,0,1,Black Star Gaming,2022
15911,CBLOL 2022 Split 1,CBLOL,2022-02-12 16:19:00,26:59,INTZ,Rensga Esports,0,1,Rensga Esports,2022
4285,LEC 2022 Spring,LEC,2022-02-12 17:00:00,38:41,MAD Lions,SK Gaming,0,1,SK Gaming,2022
15912,CBLOL 2022 Split 1,CBLOL,2022-02-12 17:11:00,39:16,Flamengo Esports,RED Canids,1,0,Flamengo Esports,2022
4286,LEC 2022 Spring,LEC,2022-02-12 18:01:00,35:53,Rogue (European Team),Misfits Gaming,0,1,Misfits Gaming,2022
15913,CBLOL 2022 Split 1,CBLOL,2022-02-12 18:16:00,35:37,FURIA,Liberty,1,0,FURIA,2022
4287,LEC 2022 Spring,LEC,2022-02-12 19:00:00,30:54,Astralis,G2 Esports,0,1,G2 Esports,2022
15914,CBLOL 2022 Split 1,CBLOL,2022-02-12 19:26:00,33:16,LOUD,paiN Gaming,1,0,LOUD,2022
4288,LEC 2022 Spring,LEC,2022-02-12 19:34:00,27:39,Fnatic,Team Vitality,1,0,Fnatic,2022
15915,CBLOL 2022 Split 1,CBLOL,2022-02-12 20:30:00,28:26,Netshoes Miners,KaBuM! Esports,0,1,KaBuM! Esports,2022
19253,LLA 2022 Opening,LLA,2022-02-12 20:37:00,33:50,Team Aze,Estral Esports,0,1,Estral Esports,2022
3194,LCS 2022 Spring,LCS,2022-02-12 21:38:00,46:01,Dignitas,Evil Geniuses.NA,0,1,Evil Geniuses.NA,2022
19254,LLA 2022 Opening,LLA,2022-02-12 21:58:00,35:29,Globant Emerald,XTEN Esports,1,0,Globant Emerald,2022
3195,LCS 2022 Spring,LCS,2022-02-12 22:52:00,34:33,100 Thieves,Immortals,0,1,Immortals,2022
19255,LLA 2022 Opening,LLA,2022-02-12 23:14:00,28:40,Rainbow7,Isurus,1,0,Rainbow7,2022
3196,LCS 2022 Spring,LCS,2022-02-12 23:56:00,38:54,Team Liquid,Cloud9,1,0,Team Liquid,2022
3197,LCS 2022 Spring,LCS,2022-02-13 01:02:00,39:10,Golden Guardians,Counter Logic Gaming,1,0,Golden Guardians,2022
3198,LCS 2022 Spring,LCS,2022-02-13 02:07:00,25:12,TSM,FlyQuest,0,1,FlyQuest,2022
13423,LPL 2022 Spring,LPL,2022-02-13 07:20:00,25:53,Rare Atom,Anyone's Legend,0,1,Anyone's Legend,2022
13424,LPL 2022 Spring,LPL,2022-02-13 08:05:00,34:09,Rare Atom,Anyone's Legend,1,1,Rare Atom,2022
7651,LCK 2022 Spring,LCK,2022-02-13 08:07:00,29:40,Kwangdong Freecs,Nongshim RedForce,1,0,Kwangdong Freecs,2022
7652,LCK 2022 Spring,LCK,2022-02-13 09:00:00,27:37,Nongshim RedForce,Kwangdong Freecs,0,2,Kwangdong Freecs,2022
13425,LPL 2022 Spring,LPL,2022-02-13 09:01:00,29:55,Rare Atom,Anyone's Legend,1,2,Anyone's Legend,2022
18244,LJL 2022 Spring,LJL,2022-02-13 09:09:00,43:47,Fukuoka SoftBank HAWKS gaming,Rascal Jester,0,1,Rascal Jester,2022
21281,PCS 2022 Spring,PCS,2022-02-13 09:12:00,21:39,J Team,Hurricane Gaming,1,0,J Team,2022
21282,PCS 2022 Spring,PCS,2022-02-13 10:01:00,23:21,Meta Falcon Team,CTBC Flying Oyster,0,1,CTBC Flying Oyster,2022
23040,VCS 2022 Spring,VCS,2022-02-13 10:14:00,25:04,Burst The Sky Esports,SBTC Esports,1,0,Burst The Sky Esports,2022
13426,LPL 2022 Spring,LPL,2022-02-13 10:14:00,26:56,Victory Five,Invictus Gaming,0,1,Invictus Gaming,2022
18245,LJL 2022 Spring,LJL,2022-02-13 10:22:00,23:50,AXIZ,V3 Esports,1,0,AXIZ,2022
21283,PCS 2022 Spring,PCS,2022-02-13 10:57:00,31:01,Deep Cross Gaming,Frank Esports,1,0,Deep Cross Gaming,2022
23041,VCS 2022 Spring,VCS,2022-02-13 11:00:00,26:35,SBTC Esports,Burst The Sky Esports,0,2,Burst The Sky Esports,2022
13427,LPL 2022 Spring,LPL,2022-02-13 11:00:00,25:43,Invictus Gaming,Victory Five,1,1,Victory Five,2022
25286,TCL 2022 Winter,TCL,2022-02-13 11:06:00,29:47,Fenerbahçe Esports,SuperMassive Blaze,1,0,Fenerbahçe Esports,2022
7653,LCK 2022 Spring,LCK,2022-02-13 11:06:00,44:34,Fredit BRION,KT Rolster,0,1,KT Rolster,2022
18246,LJL 2022 Spring,LJL,2022-02-13 11:17:00,33:33,Crest Gaming Act,Burning Core,0,1,Burning Core,2022
13428,LPL 2022 Spring,LPL,2022-02-13 11:43:00,23:01,Victory Five,Invictus Gaming,2,1,Victory Five,2022
21284,PCS 2022 Spring,PCS,2022-02-13 11:55:00,31:12,PSG Talon,Impunity,1,0,PSG Talon,2022
25287,TCL 2022 Winter,TCL,2022-02-13 12:02:00,26:58,Galakticos,Team AURORA,0,1,Team AURORA,2022
7654,LCK 2022 Spring,LCK,2022-02-13 12:14:00,40:03,Fredit BRION,KT Rolster,1,1,Fredit BRION,2022
18247,LJL 2022 Spring,LJL,2022-02-13 12:19:00,37:33,Sengoku Gaming,DetonatioN FocusMe,0,1,DetonatioN FocusMe,2022
13429,LPL 2022 Spring,LPL,2022-02-13 12:49:00,29:15,LNG Esports,Bilibili Gaming,0,1,Bilibili Gaming,2022
25288,TCL 2022 Winter,TCL,2022-02-13 12:54:00,34:38,Beşiktaş Esports,Dark Passage,0,1,Dark Passage,2022
23042,VCS 2022 Spring,VCS,2022-02-13 13:12:00,34:03,Saigon Buffalo,Luxury Esports,1,0,Saigon Buffalo,2022
17129,LCL 2022 Spring,LCL,2022-02-13 13:16:00,26:13,CTRL PLAY,One Breath Gaming,0,1,One Breath Gaming,2022
7655,LCK 2022 Spring,LCK,2022-02-13 13:19:00,37:27,KT Rolster,Fredit BRION,2,1,KT Rolster,2022
13430,LPL 2022 Spring,LPL,2022-02-13 13:40:00,29:41,LNG Esports,Bilibili Gaming,1,1,LNG Esports,2022
25289,TCL 2022 Winter,TCL,2022-02-13 13:57:00,36:26,Istanbul Wildcats,NASR eSports Turkey,1,0,Istanbul Wildcats,2022
23043,VCS 2022 Spring,VCS,2022-02-13 14:05:00,29:06,Luxury Esports,Saigon Buffalo,1,1,Luxury Esports,2022
17130,LCL 2022 Spring,LCL,2022-02-13 14:16:00,27:27,Unicorns of Love.CIS,Vega Squadron,1,0,Unicorns of Love.CIS,2022
13431,LPL 2022 Spring,LPL,2022-02-13 14:30:00,24:29,LNG Esports,Bilibili Gaming,2,1,LNG Esports,2022
23044,VCS 2022 Spring,VCS,2022-02-13 14:52:00,25:31,Saigon Buffalo,Luxury Esports,2,1,Saigon Buffalo,2022
25290,TCL 2022 Winter,TCL,2022-02-13 14:59:00,25:26,5 Ronin,Galatasaray Esports,0,1,Galatasaray Esports,2022
17131,LCL 2022 Spring,LCL,2022-02-13 15:13:00,22:06,Team Spirit,Dragon Army,1,0,Team Spirit,2022
17132,LCL 2022 Spring,LCL,2022-02-13 16:01:00,28:01,Black Star Gaming,CrowCrowd,1,0,Black Star Gaming,2022
15916,CBLOL 2022 Split 1,CBLOL,2022-02-13 16:16:00,34:54,Liberty,Flamengo Esports,1,0,Liberty,2022
15917,CBLOL 2022 Split 1,CBLOL,2022-02-13 17:24:00,30:43,KaBuM! Esports,FURIA,0,1,FURIA,2022
15918,CBLOL 2022 Split 1,CBLOL,2022-02-13 18:45:00,38:07,Netshoes Miners,LOUD,0,1,LOUD,2022
15919,CBLOL 2022 Split 1,CBLOL,2022-02-13 19:53:00,22:31,RED Canids,INTZ,1,0,RED Canids,2022
19256,LLA 2022 Opening,LLA,2022-02-13 20:25:00,35:54,Estral Esports,Globant Emerald,1,0,Estral Esports,2022
3199,LCS 2022 Spring,LCS,2022-02-13 20:37:00,30:31,Immortals,Cloud9,0,1,Cloud9,2022
15920,CBLOL 2022 Split 1,CBLOL,2022-02-13 20:46:00,30:38,Rensga Esports,paiN Gaming,0,1,paiN Gaming,2022
3200,LCS 2022 Spring,LCS,2022-02-13 21:34:00,43:36,TSM,Golden Guardians,0,1,Golden Guardians,2022
19257,LLA 2022 Opening,LLA,2022-02-13 21:47:00,42:15,All Knights,XTEN Esports,0,1,XTEN Esports,2022
3201,LCS 2022 Spring,LCS,2022-02-13 22:45:00,38:09,Evil Geniuses.NA,100 Thieves,0,1,100 Thieves,2022
19258,LLA 2022 Opening,LLA,2022-02-13 23:12:00,30:55,Isurus,Team Aze,0,1,Team Aze,2022
3202,LCS 2022 Spring,LCS,2022-02-13 23:48:00,37:31,FlyQuest,Team Liquid,0,1,Team Liquid,2022
19259,LLA 2022 Opening,LLA,2022-02-14 00:00:00,37:01,Rainbow7,INFINITY,1,0,Rainbow7,2022
3203,LCS 2022 Spring,LCS,2022-02-14 00:55:00,37:15,Counter Logic Gaming,Dignitas,0,1,Dignitas,2022
13432,LPL 2022 Spring,LPL,2022-02-14 09:21:00,30:16,FunPlus Phoenix,Ultra Prime,1,0,FunPlus Phoenix,2022
13433,LPL 2022 Spring,LPL,2022-02-14 10:13:00,40:23,Ultra Prime,FunPlus Phoenix,1,1,Ultra Prime,2022
13434,LPL 2022 Spring,LPL,2022-02-14 11:15:00,25:45,FunPlus Phoenix,Ultra Prime,2,1,FunPlus Phoenix,2022
13435,LPL 2022 Spring,LPL,2022-02-14 12:22:00,36:08,Team WE,LGD Gaming,1,0,Team WE,2022
13436,LPL 2022 Spring,LPL,2022-02-14 13:19:00,39:56,LGD Gaming,Team WE,1,1,LGD Gaming,2022
13437,LPL 2022 Spring,LPL,2022-02-14 14:19:00,26:57,Team WE,LGD Gaming,2,1,Team WE,2022
13438,LPL 2022 Spring,LPL,2022-02-15 09:20:00,34:58,JD Gaming,Oh My God,1,0,JD Gaming,2022
13439,LPL 2022 Spring,LPL,2022-02-15 10:15:00,24:57,Oh My God,JD Gaming,0,2,JD Gaming,2022
13440,LPL 2022 Spring,LPL,2022-02-15 11:22:00,32:12,EDward Gaming,Weibo Gaming,0,1,Weibo Gaming,2022
13441,LPL 2022 Spring,LPL,2022-02-15 12:16:00,31:20,Weibo Gaming,EDward Gaming,2,0,Weibo Gaming,2022
7656,LCK 2022 Spring,LCK,2022-02-16 08:06:00,30:49,Liiv SANDBOX,Fredit BRION,1,0,Liiv SANDBOX,2022
7657,LCK 2022 Spring,LCK,2022-02-16 08:59:00,33:59,Fredit BRION,Liiv SANDBOX,1,1,Fredit BRION,2022
18248,LJL 2022 Spring,LJL,2022-02-16 09:07:00,29:30,DetonatioN FocusMe,Fukuoka SoftBank HAWKS gaming,1,0,DetonatioN FocusMe,2022
13442,LPL 2022 Spring,LPL,2022-02-16 09:21:00,23:34,ThunderTalk Gaming,Top Esports,0,1,Top Esports,2022
7658,LCK 2022 Spring,LCK,2022-02-16 09:57:00,30:28,Liiv SANDBOX,Fredit BRION,2,1,Liiv SANDBOX,2022
13443,LPL 2022 Spring,LPL,2022-02-16 10:05:00,33:06,ThunderTalk Gaming,Top Esports,0,2,Top Esports,2022
18249,LJL 2022 Spring,LJL,2022-02-16 10:25:00,38:25,Sengoku Gaming,Burning Core,1,0,Sengoku Gaming,2022
13444,LPL 2022 Spring,LPL,2022-02-16 11:16:00,45:49,Victory Five,Royal Never Give Up,1,0,Victory Five,2022
18250,LJL 2022 Spring,LJL,2022-02-16 11:36:00,34:39,Rascal Jester,V3 Esports,1,0,Rascal Jester,2022
7659,LCK 2022 Spring,LCK,2022-02-16 11:37:00,29:10,Nongshim RedForce,Gen.G,0,1,Gen.G,2022
13445,LPL 2022 Spring,LPL,2022-02-16 12:21:00,29:48,Victory Five,Royal Never Give Up,2,0,Victory Five,2022
7660,LCK 2022 Spring,LCK,2022-02-16 12:30:00,28:15,Nongshim RedForce,Gen.G,0,2,Gen.G,2022
18251,LJL 2022 Spring,LJL,2022-02-16 12:38:00,37:56,Crest Gaming Act,AXIZ,1,0,Crest Gaming Act,2022
7661,LCK 2022 Spring,LCK,2022-02-17 08:07:00,34:33,Hanwha Life Esports,Kwangdong Freecs,0,1,Kwangdong Freecs,2022
7662,LCK 2022 Spring,LCK,2022-02-17 09:04:00,43:56,Hanwha Life Esports,Kwangdong Freecs,0,2,Kwangdong Freecs,2022
13446,LPL 2022 Spring,LPL,2022-02-17 09:21:00,28:54,LNG Esports,Anyone's Legend,0,1,Anyone's Legend,2022
13447,LPL 2022 Spring,LPL,2022-02-17 10:11:00,24:30,LNG Esports,Anyone's Legend,1,1,LNG Esports,2022
13448,LPL 2022 Spring,LPL,2022-02-17 10:56:00,31:19,LNG Esports,Anyone's Legend,2,1,LNG Esports,2022
7663,LCK 2022 Spring,LCK,2022-02-17 11:09:00,35:50,DWG KIA,DRX,1,0,DWG KIA,2022
13449,LPL 2022 Spring,LPL,2022-02-17 12:09:00,36:59,Invictus Gaming,Bilibili Gaming,1,0,Invictus Gaming,2022
7664,LCK 2022 Spring,LCK,2022-02-17 12:09:00,34:31,DRX,DWG KIA,1,1,DRX,2022
7665,LCK 2022 Spring,LCK,2022-02-17 13:09:00,46:46,DWG KIA,DRX,1,2,DRX,2022
13450,LPL 2022 Spring,LPL,2022-02-17 13:10:00,37:34,Bilibili Gaming,Invictus Gaming,1,1,Bilibili Gaming,2022
13451,LPL 2022 Spring,LPL,2022-02-17 14:09:00,36:26,Invictus Gaming,Bilibili Gaming,2,1,Invictus Gaming,2022
13452,LPL 2022 Spring,LPL,2022-02-18 07:23:00,32:33,LGD Gaming,Rare Atom,1,0,LGD Gaming,2022
7666,LCK 2022 Spring,LCK,2022-02-18 08:10:00,32:35,KT Rolster,T1,0,1,T1,2022
21285,PCS 2022 Spring,PCS,2022-02-18 08:18:00,25:23,CTBC Flying Oyster,SEM9,1,0,CTBC Flying Oyster,2022
13453,LPL 2022 Spring,LPL,2022-02-18 08:19:00,27:59,LGD Gaming,Rare Atom,1,1,Rare Atom,2022
18252,LJL 2022 Spring,LJL,2022-02-18 09:06:00,31:25,AXIZ,Rascal Jester,0,1,Rascal Jester,2022
13454,LPL 2022 Spring,LPL,2022-02-18 09:06:00,40:51,LGD Gaming,Rare Atom,1,2,Rare Atom,2022
21286,PCS 2022 Spring,PCS,2022-02-18 09:11:00,20:54,PSG Talon,SEM9,1,0,PSG Talon,2022
7667,LCK 2022 Spring,LCK,2022-02-18 09:16:00,22:01,KT Rolster,T1,0,2,T1,2022
21287,PCS 2022 Spring,PCS,2022-02-18 10:03:00,31:46,Impunity,CTBC Flying Oyster,0,1,CTBC Flying Oyster,2022
18253,LJL 2022 Spring,LJL,2022-02-18 10:03:00,25:13,V3 Esports,Sengoku Gaming,0,1,Sengoku Gaming,2022
23045,VCS 2022 Spring,VCS,2022-02-18 10:14:00,30:24,GAM Esports,Team Secret (Vietnamese Team),1,0,GAM Esports,2022
13455,LPL 2022 Spring,LPL,2022-02-18 10:29:00,25:19,Ultra Prime,Weibo Gaming,0,1,Weibo Gaming,2022
18254,LJL 2022 Spring,LJL,2022-02-18 10:59:00,36:29,Burning Core,Fukuoka SoftBank HAWKS gaming,1,0,Burning Core,2022
23046,VCS 2022 Spring,VCS,2022-02-18 11:03:00,25:24,Team Secret (Vietnamese Team),GAM Esports,0,2,GAM Esports,2022
21288,PCS 2022 Spring,PCS,2022-02-18 11:03:00,28:39,Deep Cross Gaming,Meta Falcon Team,1,0,Deep Cross Gaming,2022
7668,LCK 2022 Spring,LCK,2022-02-18 11:06:00,26:17,Gen.G,Liiv SANDBOX,1,0,Gen.G,2022
13456,LPL 2022 Spring,LPL,2022-02-18 11:15:00,25:54,Ultra Prime,Weibo Gaming,0,2,Weibo Gaming,2022
7669,LCK 2022 Spring,LCK,2022-02-18 11:57:00,32:03,Liiv SANDBOX,Gen.G,0,2,Gen.G,2022
21289,PCS 2022 Spring,PCS,2022-02-18 11:59:00,28:09,J Team,Frank Esports,1,0,J Team,2022
18255,LJL 2022 Spring,LJL,2022-02-18 12:05:00,26:13,Crest Gaming Act,DetonatioN FocusMe,0,1,DetonatioN FocusMe,2022
13457,LPL 2022 Spring,LPL,2022-02-18 12:22:00,32:13,EDward Gaming,FunPlus Phoenix,1,0,EDward Gaming,2022
21290,PCS 2022 Spring,PCS,2022-02-18 12:54:00,29:25,Beyond Gaming,Hurricane Gaming,1,0,Beyond Gaming,2022
23047,VCS 2022 Spring,VCS,2022-02-18 13:13:00,31:49,CERBERUS Esports (Vietnamese Team),Team Flash.Vietnam,1,0,CERBERUS Esports (Vietnamese Team),2022
13458,LPL 2022 Spring,LPL,2022-02-18 13:15:00,38:29,FunPlus Phoenix,EDward Gaming,0,2,EDward Gaming,2022
23048,VCS 2022 Spring,VCS,2022-02-18 14:08:00,31:21,Team Flash.Vietnam,CERBERUS Esports (Vietnamese Team),0,2,CERBERUS Esports (Vietnamese Team),2022
4289,LEC 2022 Spring,LEC,2022-02-18 17:15:00,35:26,Fnatic,Astralis,0,1,Astralis,2022
4290,LEC 2022 Spring,LEC,2022-02-18 18:18:00,35:43,Misfits Gaming,Excel Esports,1,0,Misfits Gaming,2022
4291,LEC 2022 Spring,LEC,2022-02-18 19:18:00,40:03,Team BDS,Team Vitality,0,1,Team Vitality,2022
4292,LEC 2022 Spring,LEC,2022-02-18 20:20:00,40:34,SK Gaming,G2 Esports,1,0,SK Gaming,2022
4293,LEC 2022 Spring,LEC,2022-02-18 21:25:00,28:17,Rogue (European Team),MAD Lions,1,0,Rogue (European Team),2022
13459,LPL 2022 Spring,LPL,2022-02-19 07:21:00,29:09,Oh My God,Team WE,1,0,Oh My God,2022
7670,LCK 2022 Spring,LCK,2022-02-19 08:07:00,32:01,Hanwha Life Esports,DRX,1,0,Hanwha Life Esports,2022
13460,LPL 2022 Spring,LPL,2022-02-19 08:09:00,27:43,Team WE,Oh My God,0,2,Oh My God,2022
21291,PCS 2022 Spring,PCS,2022-02-19 08:15:00,24:34,Deep Cross Gaming,SEM9,1,0,Deep Cross Gaming,2022
7671,LCK 2022 Spring,LCK,2022-02-19 09:06:00,42:49,DRX,Hanwha Life Esports,0,2,Hanwha Life Esports,2022
21292,PCS 2022 Spring,PCS,2022-02-19 09:08:00,28:14,CTBC Flying Oyster,J Team,1,0,CTBC Flying Oyster,2022
13461,LPL 2022 Spring,LPL,2022-02-19 09:20:00,38:31,Bilibili Gaming,Anyone's Legend,1,0,Bilibili Gaming,2022
21293,PCS 2022 Spring,PCS,2022-02-19 10:07:00,40:19,Beyond Gaming,Deep Cross Gaming,0,1,Deep Cross Gaming,2022
23049,VCS 2022 Spring,VCS,2022-02-19 10:15:00,31:04,Team Flash.Vietnam,GAM Esports,0,1,GAM Esports,2022
13462,LPL 2022 Spring,LPL,2022-02-19 10:20:00,29:06,Anyone's Legend,Bilibili Gaming,0,2,Bilibili Gaming,2022
23050,VCS 2022 Spring,VCS,2022-02-19 11:05:00,22:58,GAM Esports,Team Flash.Vietnam,2,0,GAM Esports,2022
7672,LCK 2022 Spring,LCK,2022-02-19 11:06:00,29:32,Kwangdong Freecs,Fredit BRION,1,0,Kwangdong Freecs,2022
25291,TCL 2022 Winter,TCL,2022-02-19 11:10:00,25:07,Galatasaray Esports,Istanbul Wildcats,0,1,Istanbul Wildcats,2022
21294,PCS 2022 Spring,PCS,2022-02-19 11:23:00,31:24,Impunity,Meta Falcon Team,1,0,Impunity,2022
13463,LPL 2022 Spring,LPL,2022-02-19 11:34:00,34:40,JD Gaming,Top Esports,0,1,Top Esports,2022
7673,LCK 2022 Spring,LCK,2022-02-19 12:00:00,45:03,Fredit BRION,Kwangdong Freecs,1,1,Fredit BRION,2022
25292,TCL 2022 Winter,TCL,2022-02-19 12:01:00,36:21,Beşiktaş Esports,Galakticos,1,0,Beşiktaş Esports,2022
21295,PCS 2022 Spring,PCS,2022-02-19 12:21:00,27:12,SEM9,Hurricane Gaming,0,1,Hurricane Gaming,2022
13464,LPL 2022 Spring,LPL,2022-02-19 12:28:00,25:01,Top Esports,JD Gaming,1,1,JD Gaming,2022
25293,TCL 2022 Winter,TCL,2022-02-19 13:07:00,35:22,NASR eSports Turkey,Fenerbahçe Esports,1,0,NASR eSports Turkey,2022
7674,LCK 2022 Spring,LCK,2022-02-19 13:07:00,45:02,Kwangdong Freecs,Fredit BRION,2,1,Kwangdong Freecs,2022
17133,LCL 2022 Spring,LCL,2022-02-19 13:08:00,32:59,CTRL PLAY,Dragon Army,0,1,Dragon Army,2022
13465,LPL 2022 Spring,LPL,2022-02-19 13:11:00,31:31,Top Esports,JD Gaming,2,1,Top Esports,2022
23051,VCS 2022 Spring,VCS,2022-02-19 13:14:00,29:49,CERBERUS Esports (Vietnamese Team),Burst The Sky Esports,1,0,CERBERUS Esports (Vietnamese Team),2022
21296,PCS 2022 Spring,PCS,2022-02-19 13:18:00,34:02,Frank Esports,PSG Talon,0,1,PSG Talon,2022
23052,VCS 2022 Spring,VCS,2022-02-19 14:05:00,33:37,Burst The Sky Esports,CERBERUS Esports (Vietnamese Team),0,2,CERBERUS Esports (Vietnamese Team),2022
17134,LCL 2022 Spring,LCL,2022-02-19 14:07:00,27:26,Black Star Gaming,Vega Squadron,1,0,Black Star Gaming,2022
25294,TCL 2022 Winter,TCL,2022-02-19 14:12:00,23:56,SuperMassive Blaze,Team AURORA,1,0,SuperMassive Blaze,2022
17135,LCL 2022 Spring,LCL,2022-02-19 14:57:00,29:09,CrowCrowd,Team Spirit,0,1,Team Spirit,2022
25295,TCL 2022 Winter,TCL,2022-02-19 15:01:00,26:53,Dark Passage,5 Ronin,1,0,Dark Passage,2022
4294,LEC 2022 Spring,LEC,2022-02-19 15:04:00,39:48,Excel Esports,Astralis,1,0,Excel Esports,2022
17136,LCL 2022 Spring,LCL,2022-02-19 15:59:00,39:18,One Breath Gaming,Unicorns of Love.CIS,1,0,One Breath Gaming,2022
